target word,Sentence,acc_subs,unacc_subs,prof_acc_subs,prof_unacc_subs,t_words_cefr,prof_acc_cefr,prof_unacc_cefr,clean_sentence,target_clean,substitute,source_row_idx,dataset,target1,substitute1,target1_offset,target1_end,target2_options_json,num_target2_options,num_total_candidates2,target2,substitute2,target2_offset,target2_end,target2_pos,target2_selection_status,target2_selection_reason,sentence_with_substitute1,sentence_with_both_substitutions,reject_reason
faked,"However, they realize that they were **faked** when they actually borrowed a loan from that company.","['deceived', 'duped', 'misled', 'tricked', 'fooled']",[],"['deceived', 'duped', 'misled']","['tricked', 'fooled']",3,"[3, 6, 3]","[2, 2]","However, they realize that they were faked when they actually borrowed a loan from that company.",faked,fooled,727,prolex,faked,fooled,37,42,"[{""target2"": ""However"", ""target2_offset"": 0, ""target2_end"": 7, ""target2_pos"": ""RB"", ""target2_rank"": 0, ""candidates"": [""Still"", ""Nevertheless"", ""Nonetheless"", ""Yet""]}, {""target2"": ""realize"", ""target2_offset"": 14, ""target2_end"": 21, ""target2_pos"": ""VBP"", ""target2_rank"": 3, ""candidates"": [""see"", ""recognize"", ""understand"", ""earn"", ""make"", ""gain"", ""clear"", ""realise"", ""recognise""]}, {""target2"": ""actually"", ""target2_offset"": 53, ""target2_end"": 61, ""target2_pos"": ""RB"", ""target2_rank"": 10, ""candidates"": [""really""]}, {""target2"": ""borrowed"", ""target2_offset"": 62, ""target2_end"": 70, ""target2_pos"": ""VBD"", ""target2_rank"": 11, ""candidates"": [""adopted""]}, {""target2"": ""company"", ""target2_offset"": 88, ""target2_end"": 95, ""target2_pos"": ""NN"", ""target2_rank"": 16, ""candidates"": [""party"", ""caller"", ""fellowship"", ""society""]}]",5,19,However,Nevertheless,0,7,RB,selected_conservative,Selected 'Nevertheless' for 'However' from provided candidates; conservative synonym judged to preserve meaning and grammar.,"However, they realize that they were fooled when they actually borrowed a loan from that company.","Nevertheless, they realize that they were fooled when they actually borrowed a loan from that company.",target2_starts_at_offset_0
bad,These **bad** things can increase the partnership between you and your friend.,['negative'],"['adverse', 'unfortunate', 'harmful', 'detrimental']",['negative'],[],0,[0],[],These bad things can increase the partnership between you and your friend.,bad,negative,730,prolex,bad,negative,6,9,"[{""target2"": ""things"", ""target2_offset"": 10, ""target2_end"": 16, ""target2_pos"": ""NNS"", ""target2_rank"": 2, ""candidates"": [""matters"", ""affairs""]}, {""target2"": ""friend"", ""target2_offset"": 67, ""target2_end"": 73, ""target2_pos"": ""NN"", ""target2_rank"": 11, ""candidates"": [""ally"", ""supporter"", ""protagonist"", ""acquaintance"", ""booster"", ""champion""]}]",2,8,,,,,,no_valid_candidate,No provided second substitution was conservative enough to preserve both meaning and grammar.,These negative things can increase the partnership between you and your friend.,,target2_not_selected;missing_target2;missing_substitute2;missing_sentence_with_both_substitutions;missing_target2_offsets
ideas,"First, if we understand **ideas** that in the book, or the professor explained, we can easily get a solution from similar situations orproblems.","['concepts', 'theories']","['thoughts', 'notions', 'perspectives']","['concepts', 'theories']",[],0,"[3, 2]",[],"First, if we understand ideas that in the book, or the professor explained, we can easily get a solution from similar situations orproblems.",ideas,concepts,732,prolex,ideas,concepts,24,29,"[{""target2"": ""First"", ""target2_offset"": 0, ""target2_end"": 5, ""target2_pos"": ""RB"", ""target2_rank"": 0, ""candidates"": [""Firstly""]}, {""target2"": ""understand"", ""target2_offset"": 13, ""target2_end"": 23, ""target2_pos"": ""VBP"", ""target2_rank"": 4, ""candidates"": [""see"", ""realize"", ""translate"", ""interpret"", ""read"", ""infer"", ""realise""]}, {""target2"": ""book"", ""target2_offset"": 42, ""target2_end"": 46, ""target2_pos"": ""NN"", ""target2_rank"": 9, ""candidates"": [""volume"", ""script"", ""record"", ""word""]}, {""target2"": ""professor"", ""target2_offset"": 55, ""target2_end"": 64, ""target2_pos"": ""NN"", ""target2_rank"": 13, ""candidates"": [""prof""]}, {""target2"": ""explained"", ""target2_offset"": 65, ""target2_end"": 74, ""target2_pos"": ""VBD"", ""target2_rank"": 14, ""candidates"": [""excused""]}]",5,14,First,Firstly,0,5,RB,selected_conservative,Selected 'Firstly' for 'First' from provided candidates; conservative synonym judged to preserve meaning and grammar.,"First, if we understand concepts that in the book, or the professor explained, we can easily get a solution from similar situations orproblems.","Firstly, if we understand concepts that in the book, or the professor explained, we can easily get a solution from similar situations orproblems.",target2_starts_at_offset_0
ideas,"First, if we understand **ideas** that in the book, or the professor explained, we can easily get a solution from similar situations orproblems.","['concepts', 'theories']","['thoughts', 'notions', 'perspectives']","['concepts', 'theories']",[],0,"[3, 2]",[],"First, if we understand ideas that in the book, or the professor explained, we can easily get a solution from similar situations orproblems.",ideas,theories,733,prolex,ideas,theories,24,29,"[{""target2"": ""First"", ""target2_offset"": 0, ""target2_end"": 5, ""target2_pos"": ""RB"", ""target2_rank"": 0, ""candidates"": [""Firstly""]}, {""target2"": ""understand"", ""target2_offset"": 13, ""target2_end"": 23, ""target2_pos"": ""VBP"", ""target2_rank"": 4, ""candidates"": [""see"", ""realize"", ""translate"", ""interpret"", ""read"", ""infer"", ""realise""]}, {""target2"": ""book"", ""target2_offset"": 42, ""target2_end"": 46, ""target2_pos"": ""NN"", ""target2_rank"": 9, ""candidates"": [""volume"", ""script"", ""record"", ""word""]}, {""target2"": ""professor"", ""target2_offset"": 55, ""target2_end"": 64, ""target2_pos"": ""NN"", ""target2_rank"": 13, ""candidates"": [""prof""]}, {""target2"": ""explained"", ""target2_offset"": 65, ""target2_end"": 74, ""target2_pos"": ""VBD"", ""target2_rank"": 14, ""candidates"": [""excused""]}]",5,14,First,Firstly,0,5,RB,selected_conservative,Selected 'Firstly' for 'First' from provided candidates; conservative synonym judged to preserve meaning and grammar.,"First, if we understand theories that in the book, or the professor explained, we can easily get a solution from similar situations orproblems.","Firstly, if we understand theories that in the book, or the professor explained, we can easily get a solution from similar situations orproblems.",target2_starts_at_offset_0
achievement,"Secondly, when I try new things that I have never experienced, I feel a sense of **achievement**.","['accomplishment', 'success']","['attainment', 'triumph', 'conquest']",['accomplishment'],['success'],2,[4],[0],"Secondly, when I try new things that I have never experienced, I feel a sense of achievement.",achievement,accomplishment,735,prolex,achievement,accomplishment,81,92,"[{""target2"": ""Secondly"", ""target2_offset"": 0, ""target2_end"": 8, ""target2_pos"": ""RB"", ""target2_rank"": 0, ""candidates"": [""Second""]}, {""target2"": ""things"", ""target2_offset"": 25, ""target2_end"": 31, ""target2_pos"": ""NNS"", ""target2_rank"": 6, ""candidates"": [""matters"", ""affairs""]}, {""target2"": ""experienced"", ""target2_offset"": 50, ""target2_end"": 61, ""target2_pos"": ""VBN"", ""target2_rank"": 11, ""candidates"": [""received"", ""lived"", ""seed""]}, {""target2"": ""feel"", ""target2_offset"": 65, ""target2_end"": 69, ""target2_pos"": ""VBP"", ""target2_rank"": 14, ""candidates"": [""find"", ""sense"", ""experience"", ""finger""]}, {""target2"": ""sense"", ""target2_offset"": 72, ""target2_end"": 77, ""target2_pos"": ""NN"", ""target2_rank"": 16, ""candidates"": [""sensation""]}]",5,11,Secondly,Second,0,8,RB,selected_conservative,Selected 'Second' for 'Secondly' from provided candidates; conservative synonym judged to preserve meaning and grammar.,"Secondly, when I try new things that I have never experienced, I feel a sense of accomplishment.","Second, when I try new things that I have never experienced, I feel a sense of accomplishment.",target2_starts_at_offset_0
achievement,"Secondly, when I try new things that I have never experienced, I feel a sense of **achievement**.","['accomplishment', 'success']","['attainment', 'triumph', 'conquest']",['accomplishment'],['success'],2,[4],[0],"Secondly, when I try new things that I have never experienced, I feel a sense of achievement.",achievement,success,736,prolex,achievement,success,81,92,"[{""target2"": ""Secondly"", ""target2_offset"": 0, ""target2_end"": 8, ""target2_pos"": ""RB"", ""target2_rank"": 0, ""candidates"": [""Second""]}, {""target2"": ""things"", ""target2_offset"": 25, ""target2_end"": 31, ""target2_pos"": ""NNS"", ""target2_rank"": 6, ""candidates"": [""matters"", ""affairs""]}, {""target2"": ""experienced"", ""target2_offset"": 50, ""target2_end"": 61, ""target2_pos"": ""VBN"", ""target2_rank"": 11, ""candidates"": [""received"", ""lived"", ""seed""]}, {""target2"": ""feel"", ""target2_offset"": 65, ""target2_end"": 69, ""target2_pos"": ""VBP"", ""target2_rank"": 14, ""candidates"": [""find"", ""sense"", ""experience"", ""finger""]}, {""target2"": ""sense"", ""target2_offset"": 72, ""target2_end"": 77, ""target2_pos"": ""NN"", ""target2_rank"": 16, ""candidates"": [""sensation""]}]",5,11,Secondly,Second,0,8,RB,selected_conservative,Selected 'Second' for 'Secondly' from provided candidates; conservative synonym judged to preserve meaning and grammar.,"Secondly, when I try new things that I have never experienced, I feel a sense of success.","Second, when I try new things that I have never experienced, I feel a sense of success.",target2_starts_at_offset_0
seminar,he or she must know the concept of the **seminar** clearly and thoroughly.,"['workshop', 'symposium', 'conference', 'lecture', 'forum']",[],"['workshop', 'symposium', 'forum']","['conference', 'lecture']",3,"[3, 6, 3]","[1, 1]",he or she must know the concept of the seminar clearly and thoroughly.,seminar,workshop,737,prolex,seminar,workshop,39,46,"[{""target2"": ""know"", ""target2_offset"": 15, ""target2_end"": 19, ""target2_pos"": ""VB"", ""target2_rank"": 4, ""candidates"": [""recognize"", ""experience"", ""live"", ""bed"", ""eff"", ""bang"", ""fuck"", ""jazz"", ""love"", ""screw"", ""recognise"", ""acknowledge""]}, {""target2"": ""concept"", ""target2_offset"": 24, ""target2_end"": 31, ""target2_pos"": ""NN"", ""target2_rank"": 6, ""candidates"": [""conception"", ""construct""]}, {""target2"": ""clearly"", ""target2_offset"": 47, ""target2_end"": 54, ""target2_pos"": ""RB"", ""target2_rank"": 10, ""candidates"": [""distinctly"", ""clear""]}, {""target2"": ""thoroughly"", ""target2_offset"": 59, ""target2_end"": 69, ""target2_pos"": ""RB"", ""target2_rank"": 12, ""candidates"": [""good""]}]",4,17,,,,,,no_valid_candidate,No provided second substitution was conservative enough to preserve both meaning and grammar.,he or she must know the concept of the workshop clearly and thoroughly.,,target2_not_selected;missing_target2;missing_substitute2;missing_sentence_with_both_substitutions;missing_target2_offsets
seminar,he or she must know the concept of the **seminar** clearly and thoroughly.,"['workshop', 'symposium', 'conference', 'lecture', 'forum']",[],"['workshop', 'symposium', 'forum']","['conference', 'lecture']",3,"[3, 6, 3]","[1, 1]",he or she must know the concept of the seminar clearly and thoroughly.,seminar,symposium,738,prolex,seminar,symposium,39,46,"[{""target2"": ""know"", ""target2_offset"": 15, ""target2_end"": 19, ""target2_pos"": ""VB"", ""target2_rank"": 4, ""candidates"": [""recognize"", ""experience"", ""live"", ""bed"", ""eff"", ""bang"", ""fuck"", ""jazz"", ""love"", ""screw"", ""recognise"", ""acknowledge""]}, {""target2"": ""concept"", ""target2_offset"": 24, ""target2_end"": 31, ""target2_pos"": ""NN"", ""target2_rank"": 6, ""candidates"": [""conception"", ""construct""]}, {""target2"": ""clearly"", ""target2_offset"": 47, ""target2_end"": 54, ""target2_pos"": ""RB"", ""target2_rank"": 10, ""candidates"": [""distinctly"", ""clear""]}, {""target2"": ""thoroughly"", ""target2_offset"": 59, ""target2_end"": 69, ""target2_pos"": ""RB"", ""target2_rank"": 12, ""candidates"": [""good""]}]",4,17,,,,,,no_valid_candidate,No provided second substitution was conservative enough to preserve both meaning and grammar.,he or she must know the concept of the symposium clearly and thoroughly.,,target2_not_selected;missing_target2;missing_substitute2;missing_sentence_with_both_substitutions;missing_target2_offsets
seminar,he or she must know the concept of the **seminar** clearly and thoroughly.,"['workshop', 'symposium', 'conference', 'lecture', 'forum']",[],"['workshop', 'symposium', 'forum']","['conference', 'lecture']",3,"[3, 6, 3]","[1, 1]",he or she must know the concept of the seminar clearly and thoroughly.,seminar,conference,739,prolex,seminar,conference,39,46,"[{""target2"": ""know"", ""target2_offset"": 15, ""target2_end"": 19, ""target2_pos"": ""VB"", ""target2_rank"": 4, ""candidates"": [""recognize"", ""experience"", ""live"", ""bed"", ""eff"", ""bang"", ""fuck"", ""jazz"", ""love"", ""screw"", ""recognise"", ""acknowledge""]}, {""target2"": ""concept"", ""target2_offset"": 24, ""target2_end"": 31, ""target2_pos"": ""NN"", ""target2_rank"": 6, ""candidates"": [""conception"", ""construct""]}, {""target2"": ""clearly"", ""target2_offset"": 47, ""target2_end"": 54, ""target2_pos"": ""RB"", ""target2_rank"": 10, ""candidates"": [""distinctly"", ""clear""]}, {""target2"": ""thoroughly"", ""target2_offset"": 59, ""target2_end"": 69, ""target2_pos"": ""RB"", ""target2_rank"": 12, ""candidates"": [""good""]}]",4,17,,,,,,no_valid_candidate,No provided second substitution was conservative enough to preserve both meaning and grammar.,he or she must know the concept of the conference clearly and thoroughly.,,target2_not_selected;missing_target2;missing_substitute2;missing_sentence_with_both_substitutions;missing_target2_offsets
seminar,he or she must know the concept of the **seminar** clearly and thoroughly.,"['workshop', 'symposium', 'conference', 'lecture', 'forum']",[],"['workshop', 'symposium', 'forum']","['conference', 'lecture']",3,"[3, 6, 3]","[1, 1]",he or she must know the concept of the seminar clearly and thoroughly.,seminar,lecture,740,prolex,seminar,lecture,39,46,"[{""target2"": ""know"", ""target2_offset"": 15, ""target2_end"": 19, ""target2_pos"": ""VB"", ""target2_rank"": 4, ""candidates"": [""recognize"", ""experience"", ""live"", ""bed"", ""eff"", ""bang"", ""fuck"", ""jazz"", ""love"", ""screw"", ""recognise"", ""acknowledge""]}, {""target2"": ""concept"", ""target2_offset"": 24, ""target2_end"": 31, ""target2_pos"": ""NN"", ""target2_rank"": 6, ""candidates"": [""conception"", ""construct""]}, {""target2"": ""clearly"", ""target2_offset"": 47, ""target2_end"": 54, ""target2_pos"": ""RB"", ""target2_rank"": 10, ""candidates"": [""distinctly"", ""clear""]}, {""target2"": ""thoroughly"", ""target2_offset"": 59, ""target2_end"": 69, ""target2_pos"": ""RB"", ""target2_rank"": 12, ""candidates"": [""good""]}]",4,17,,,,,,no_valid_candidate,No provided second substitution was conservative enough to preserve both meaning and grammar.,he or she must know the concept of the lecture clearly and thoroughly.,,target2_not_selected;missing_target2;missing_substitute2;missing_sentence_with_both_substitutions;missing_target2_offsets
seminar,he or she must know the concept of the **seminar** clearly and thoroughly.,"['workshop', 'symposium', 'conference', 'lecture', 'forum']",[],"['workshop', 'symposium', 'forum']","['conference', 'lecture']",3,"[3, 6, 3]","[1, 1]",he or she must know the concept of the seminar clearly and thoroughly.,seminar,forum,741,prolex,seminar,forum,39,46,"[{""target2"": ""know"", ""target2_offset"": 15, ""target2_end"": 19, ""target2_pos"": ""VB"", ""target2_rank"": 4, ""candidates"": [""recognize"", ""experience"", ""live"", ""bed"", ""eff"", ""bang"", ""fuck"", ""jazz"", ""love"", ""screw"", ""recognise"", ""acknowledge""]}, {""target2"": ""concept"", ""target2_offset"": 24, ""target2_end"": 31, ""target2_pos"": ""NN"", ""target2_rank"": 6, ""candidates"": [""conception"", ""construct""]}, {""target2"": ""clearly"", ""target2_offset"": 47, ""target2_end"": 54, ""target2_pos"": ""RB"", ""target2_rank"": 10, ""candidates"": [""distinctly"", ""clear""]}, {""target2"": ""thoroughly"", ""target2_offset"": 59, ""target2_end"": 69, ""target2_pos"": ""RB"", ""target2_rank"": 12, ""candidates"": [""good""]}]",4,17,,,,,,no_valid_candidate,No provided second substitution was conservative enough to preserve both meaning and grammar.,he or she must know the concept of the forum clearly and thoroughly.,,target2_not_selected;missing_target2;missing_substitute2;missing_sentence_with_both_substitutions;missing_target2_offsets
workers,Bank of Tokyo Mitsubishi made a lay off last year. 2000 **workers** were dismissed.,"['employees', 'staff', 'personnel']","['workforce', 'laborers']","['employees', 'staff', 'personnel']",[],0,"[1, 1, 4]",[],Bank of Tokyo Mitsubishi made a lay off last year. 2000 workers were dismissed.,workers,employees,742,prolex,workers,employees,56,63,"[{""target2"": ""Bank"", ""target2_offset"": 0, ""target2_end"": 4, ""target2_pos"": ""NNP"", ""target2_rank"": 0, ""candidates"": [""Cant""]}, {""target2"": ""made"", ""target2_offset"": 25, ""target2_end"": 29, ""target2_pos"": ""VBD"", ""target2_rank"": 4, ""candidates"": [""caused"", ""reached"", ""created"", ""produced"", ""constructed"", ""formed"", ""earned"", ""prepared"", ""established"", ""cooked"", ""induced"", ""fixed"", ""named"", ""gained"", ""worked"", ""stimulated"", ""realized"", ""pissed""]}, {""target2"": ""last"", ""target2_offset"": 40, ""target2_end"": 44, ""target2_pos"": ""JJ"", ""target2_rank"": 8, ""candidates"": [""final"", ""concluding"", ""net"", ""utmost"", ""lowest"", ""terminal""]}, {""target2"": ""dismissed"", ""target2_offset"": 69, ""target2_end"": 78, ""target2_pos"": ""VBN"", ""target2_rank"": 13, ""candidates"": [""ignored"", ""fired"", ""discounted"", ""displaced"", ""dissolved"", ""terminated""]}]",4,31,,,,,,no_valid_candidate,No provided second substitution was conservative enough to preserve both meaning and grammar.,Bank of Tokyo Mitsubishi made a lay off last year. 2000 employees were dismissed.,,target2_not_selected;missing_target2;missing_substitute2;missing_sentence_with_both_substitutions;missing_target2_offsets
workers,Bank of Tokyo Mitsubishi made a lay off last year. 2000 **workers** were dismissed.,"['employees', 'staff', 'personnel']","['workforce', 'laborers']","['employees', 'staff', 'personnel']",[],0,"[1, 1, 4]",[],Bank of Tokyo Mitsubishi made a lay off last year. 2000 workers were dismissed.,workers,staff,743,prolex,workers,staff,56,63,"[{""target2"": ""Bank"", ""target2_offset"": 0, ""target2_end"": 4, ""target2_pos"": ""NNP"", ""target2_rank"": 0, ""candidates"": [""Cant""]}, {""target2"": ""made"", ""target2_offset"": 25, ""target2_end"": 29, ""target2_pos"": ""VBD"", ""target2_rank"": 4, ""candidates"": [""caused"", ""reached"", ""created"", ""produced"", ""constructed"", ""formed"", ""earned"", ""prepared"", ""established"", ""cooked"", ""induced"", ""fixed"", ""named"", ""gained"", ""worked"", ""stimulated"", ""realized"", ""pissed""]}, {""target2"": ""last"", ""target2_offset"": 40, ""target2_end"": 44, ""target2_pos"": ""JJ"", ""target2_rank"": 8, ""candidates"": [""final"", ""concluding"", ""net"", ""utmost"", ""lowest"", ""terminal""]}, {""target2"": ""dismissed"", ""target2_offset"": 69, ""target2_end"": 78, ""target2_pos"": ""VBN"", ""target2_rank"": 13, ""candidates"": [""ignored"", ""fired"", ""discounted"", ""displaced"", ""dissolved"", ""terminated""]}]",4,31,,,,,,no_valid_candidate,No provided second substitution was conservative enough to preserve both meaning and grammar.,Bank of Tokyo Mitsubishi made a lay off last year. 2000 staff were dismissed.,,target2_not_selected;missing_target2;missing_substitute2;missing_sentence_with_both_substitutions;missing_target2_offsets
workers,Bank of Tokyo Mitsubishi made a lay off last year. 2000 **workers** were dismissed.,"['employees', 'staff', 'personnel']","['workforce', 'laborers']","['employees', 'staff', 'personnel']",[],0,"[1, 1, 4]",[],Bank of Tokyo Mitsubishi made a lay off last year. 2000 workers were dismissed.,workers,personnel,744,prolex,workers,personnel,56,63,"[{""target2"": ""Bank"", ""target2_offset"": 0, ""target2_end"": 4, ""target2_pos"": ""NNP"", ""target2_rank"": 0, ""candidates"": [""Cant""]}, {""target2"": ""made"", ""target2_offset"": 25, ""target2_end"": 29, ""target2_pos"": ""VBD"", ""target2_rank"": 4, ""candidates"": [""caused"", ""reached"", ""created"", ""produced"", ""constructed"", ""formed"", ""earned"", ""prepared"", ""established"", ""cooked"", ""induced"", ""fixed"", ""named"", ""gained"", ""worked"", ""stimulated"", ""realized"", ""pissed""]}, {""target2"": ""last"", ""target2_offset"": 40, ""target2_end"": 44, ""target2_pos"": ""JJ"", ""target2_rank"": 8, ""candidates"": [""final"", ""concluding"", ""net"", ""utmost"", ""lowest"", ""terminal""]}, {""target2"": ""dismissed"", ""target2_offset"": 69, ""target2_end"": 78, ""target2_pos"": ""VBN"", ""target2_rank"": 13, ""candidates"": [""ignored"", ""fired"", ""discounted"", ""displaced"", ""dissolved"", ""terminated""]}]",4,31,,,,,,no_valid_candidate,No provided second substitution was conservative enough to preserve both meaning and grammar.,Bank of Tokyo Mitsubishi made a lay off last year. 2000 personnel were dismissed.,,target2_not_selected;missing_target2;missing_substitute2;missing_sentence_with_both_substitutions;missing_target2_offsets
tired,"Once we feel **tired** during some part of a trip,we can stop and have a rest,we can have a drink in the cafe along the way ,too.","['fatigued', 'worn out', 'weary', 'drained']",['exhausted'],"['fatigued', 'weary', 'drained', 'worn out']",[],0,"[5, 5, 5, 'None']",[],"Once we feel tired during some part of a trip,we can stop and have a rest,we can have a drink in the cafe along the way ,too.",tired,fatigued,745,prolex,tired,fatigued,13,18,"[{""target2"": ""feel"", ""target2_offset"": 8, ""target2_end"": 12, ""target2_pos"": ""VBP"", ""target2_rank"": 2, ""candidates"": [""find"", ""sense"", ""experience"", ""finger""]}, {""target2"": ""part"", ""target2_offset"": 31, ""target2_end"": 35, ""target2_pos"": ""NN"", ""target2_rank"": 6, ""candidates"": [""region"", ""role"", ""portion"", ""share"", ""contribution"", ""component"", ""character"", ""piece"", ""function"", ""office"", ""division"", ""percentage"", ""persona"", ""section"", ""voice"", ""constituent""]}, {""target2"": ""trip"", ""target2_offset"": 41, ""target2_end"": 45, ""target2_pos"": ""NN"", ""target2_rank"": 9, ""candidates"": [""slip""]}, {""target2"": ""stop"", ""target2_offset"": 53, ""target2_end"": 57, ""target2_pos"": ""VB"", ""target2_rank"": 13, ""candidates"": [""end"", ""cease"", ""quit"", ""finish"", ""halt"", ""block"", ""bar"", ""intercept"", ""break"", ""arrest"", ""terminate"", ""check"", ""contain"", ""blockade""]}, {""target2"": ""rest"", ""target2_offset"": 69, ""target2_end"": 73, ""target2_pos"": ""NN"", ""target2_rank"": 17, ""candidates"": [""remainder"", ""relief"", ""residue"", ""ease"", ""sleep"", ""balance"", ""residual"", ""relaxation""]}]",5,43,,,,,,no_valid_candidate,No provided second substitution was conservative enough to preserve both meaning and grammar.,"Once we feel fatigued during some part of a trip,we can stop and have a rest,we can have a drink in the cafe along the way ,too.",,target2_not_selected;missing_target2;missing_substitute2;missing_sentence_with_both_substitutions;missing_target2_offsets
tired,"Once we feel **tired** during some part of a trip,we can stop and have a rest,we can have a drink in the cafe along the way ,too.","['fatigued', 'worn out', 'weary', 'drained']",['exhausted'],"['fatigued', 'weary', 'drained', 'worn out']",[],0,"[5, 5, 5, 'None']",[],"Once we feel tired during some part of a trip,we can stop and have a rest,we can have a drink in the cafe along the way ,too.",tired,weary,746,prolex,tired,weary,13,18,"[{""target2"": ""feel"", ""target2_offset"": 8, ""target2_end"": 12, ""target2_pos"": ""VBP"", ""target2_rank"": 2, ""candidates"": [""find"", ""sense"", ""experience"", ""finger""]}, {""target2"": ""part"", ""target2_offset"": 31, ""target2_end"": 35, ""target2_pos"": ""NN"", ""target2_rank"": 6, ""candidates"": [""region"", ""role"", ""portion"", ""share"", ""contribution"", ""component"", ""character"", ""piece"", ""function"", ""office"", ""division"", ""percentage"", ""persona"", ""section"", ""voice"", ""constituent""]}, {""target2"": ""trip"", ""target2_offset"": 41, ""target2_end"": 45, ""target2_pos"": ""NN"", ""target2_rank"": 9, ""candidates"": [""slip""]}, {""target2"": ""stop"", ""target2_offset"": 53, ""target2_end"": 57, ""target2_pos"": ""VB"", ""target2_rank"": 13, ""candidates"": [""end"", ""cease"", ""quit"", ""finish"", ""halt"", ""block"", ""bar"", ""intercept"", ""break"", ""arrest"", ""terminate"", ""check"", ""contain"", ""blockade""]}, {""target2"": ""rest"", ""target2_offset"": 69, ""target2_end"": 73, ""target2_pos"": ""NN"", ""target2_rank"": 17, ""candidates"": [""remainder"", ""relief"", ""residue"", ""ease"", ""sleep"", ""balance"", ""residual"", ""relaxation""]}]",5,43,,,,,,no_valid_candidate,No provided second substitution was conservative enough to preserve both meaning and grammar.,"Once we feel weary during some part of a trip,we can stop and have a rest,we can have a drink in the cafe along the way ,too.",,target2_not_selected;missing_target2;missing_substitute2;missing_sentence_with_both_substitutions;missing_target2_offsets
tired,"Once we feel **tired** during some part of a trip,we can stop and have a rest,we can have a drink in the cafe along the way ,too.","['fatigued', 'worn out', 'weary', 'drained']",['exhausted'],"['fatigued', 'weary', 'drained', 'worn out']",[],0,"[5, 5, 5, 'None']",[],"Once we feel tired during some part of a trip,we can stop and have a rest,we can have a drink in the cafe along the way ,too.",tired,drained,747,prolex,tired,drained,13,18,"[{""target2"": ""feel"", ""target2_offset"": 8, ""target2_end"": 12, ""target2_pos"": ""VBP"", ""target2_rank"": 2, ""candidates"": [""find"", ""sense"", ""experience"", ""finger""]}, {""target2"": ""part"", ""target2_offset"": 31, ""target2_end"": 35, ""target2_pos"": ""NN"", ""target2_rank"": 6, ""candidates"": [""region"", ""role"", ""portion"", ""share"", ""contribution"", ""component"", ""character"", ""piece"", ""function"", ""office"", ""division"", ""percentage"", ""persona"", ""section"", ""voice"", ""constituent""]}, {""target2"": ""trip"", ""target2_offset"": 41, ""target2_end"": 45, ""target2_pos"": ""NN"", ""target2_rank"": 9, ""candidates"": [""slip""]}, {""target2"": ""stop"", ""target2_offset"": 53, ""target2_end"": 57, ""target2_pos"": ""VB"", ""target2_rank"": 13, ""candidates"": [""end"", ""cease"", ""quit"", ""finish"", ""halt"", ""block"", ""bar"", ""intercept"", ""break"", ""arrest"", ""terminate"", ""check"", ""contain"", ""blockade""]}, {""target2"": ""rest"", ""target2_offset"": 69, ""target2_end"": 73, ""target2_pos"": ""NN"", ""target2_rank"": 17, ""candidates"": [""remainder"", ""relief"", ""residue"", ""ease"", ""sleep"", ""balance"", ""residual"", ""relaxation""]}]",5,43,,,,,,no_valid_candidate,No provided second substitution was conservative enough to preserve both meaning and grammar.,"Once we feel drained during some part of a trip,we can stop and have a rest,we can have a drink in the cafe along the way ,too.",,target2_not_selected;missing_target2;missing_substitute2;missing_sentence_with_both_substitutions;missing_target2_offsets
accept,"Secondly, young people are much easier to **accept** fashion things than old people who are the basis of enjoying lives.","['embrace', 'adopt', 'take to', 'welcome']",['receive'],"['embrace', 'adopt', 'take to']",['welcome'],1,"[3, 3, 'None']",[0],"Secondly, young people are much easier to accept fashion things than old people who are the basis of enjoying lives.",accept,embrace,748,prolex,accept,embrace,42,48,"[{""target2"": ""Secondly"", ""target2_offset"": 0, ""target2_end"": 8, ""target2_pos"": ""RB"", ""target2_rank"": 0, ""candidates"": [""Second""]}, {""target2"": ""young"", ""target2_offset"": 10, ""target2_end"": 15, ""target2_pos"": ""JJ"", ""target2_rank"": 2, ""candidates"": [""youthful"", ""new"", ""immature""]}, {""target2"": ""people"", ""target2_offset"": 16, ""target2_end"": 22, ""target2_pos"": ""NNS"", ""target2_rank"": 3, ""candidates"": [""mass"", ""masses""]}, {""target2"": ""much"", ""target2_offset"": 27, ""target2_end"": 31, ""target2_pos"": ""RB"", ""target2_rank"": 5, ""candidates"": [""often"", ""lots"", ""practically""]}, {""target2"": ""easier"", ""target2_offset"": 32, ""target2_end"": 38, ""target2_pos"": ""JJR"", ""target2_rank"": 6, ""candidates"": [""easy"", ""prosperous"", ""soft"", ""light"", ""loose"", ""gentle"", ""comfortable""]}]",5,16,Secondly,Second,0,8,RB,selected_conservative,Selected 'Second' for 'Secondly' from provided candidates; conservative synonym judged to preserve meaning and grammar.,"Secondly, young people are much easier to embrace fashion things than old people who are the basis of enjoying lives.","Second, young people are much easier to embrace fashion things than old people who are the basis of enjoying lives.",target2_starts_at_offset_0
