target word,Sentence,acc_subs,unacc_subs,prof_acc_subs,prof_unacc_subs,t_words_cefr,prof_acc_cefr,prof_unacc_cefr,clean_sentence,target_clean,substitute,source_row_idx,dataset,target1,substitute1,target1_offset,target1_end,target2_options_json,num_target2_options,num_total_candidates2,target2,substitute2,target2_offset,target2_end,target2_pos,target2_selection_status,target2_selection_reason,sentence_with_substitute1,sentence_with_both_substitutions
agree,"I do **agree** with the statement that ""Young people enjoy life more than older people do"" , because Iam a teenager of this generation.","['concur', 'align', 'accord']","['comply', 'acknowledge']","['concur', 'align', 'accord']",[],0,"[5, 4, 5]",[],"I do agree with the statement that ""Young people enjoy life more than older people do"" , because Iam a teenager of this generation.",agree,concur,704,prolex,agree,concur,5,10,"[{""target2"": ""statement"", ""target2_offset"": 20, ""target2_end"": 29, ""target2_pos"": ""NN"", ""target2_rank"": 5, ""candidates"": [""argument"", ""assertion"", ""command"", ""instruction""]}, {""target2"": ""Young"", ""target2_offset"": 36, ""target2_end"": 41, ""target2_pos"": ""NNP"", ""target2_rank"": 8, ""candidates"": [""Youth""]}, {""target2"": ""people"", ""target2_offset"": 42, ""target2_end"": 48, ""target2_pos"": ""NNS"", ""target2_rank"": 9, ""candidates"": [""mass"", ""masses""]}, {""target2"": ""enjoy"", ""target2_offset"": 49, ""target2_end"": 54, ""target2_pos"": ""VBP"", ""target2_rank"": 10, ""candidates"": [""love"", ""revel"", ""delight""]}, {""target2"": ""life"", ""target2_offset"": 55, ""target2_end"": 59, ""target2_pos"": ""NN"", ""target2_rank"": 11, ""candidates"": [""living"", ""spirit"", ""biography"", ""lifetime"", ""lifespan"", ""animation""]}]",5,16,statement,assertion,20,29,NN,selected_conservative,Selected 'assertion' for 'statement' from provided candidates; conservative synonym judged to preserve meaning and grammar.,"I do concur with the statement that ""Young people enjoy life more than older people do"" , because Iam a teenager of this generation.","I do concur with the assertion that ""Young people enjoy life more than older people do"" , because Iam a teenager of this generation."
agree,"I do **agree** with the statement that ""Young people enjoy life more than older people do"" , because Iam a teenager of this generation.","['concur', 'align', 'accord']","['comply', 'acknowledge']","['concur', 'align', 'accord']",[],0,"[5, 4, 5]",[],"I do agree with the statement that ""Young people enjoy life more than older people do"" , because Iam a teenager of this generation.",agree,align,705,prolex,agree,align,5,10,"[{""target2"": ""statement"", ""target2_offset"": 20, ""target2_end"": 29, ""target2_pos"": ""NN"", ""target2_rank"": 5, ""candidates"": [""argument"", ""assertion"", ""command"", ""instruction""]}, {""target2"": ""Young"", ""target2_offset"": 36, ""target2_end"": 41, ""target2_pos"": ""NNP"", ""target2_rank"": 8, ""candidates"": [""Youth""]}, {""target2"": ""people"", ""target2_offset"": 42, ""target2_end"": 48, ""target2_pos"": ""NNS"", ""target2_rank"": 9, ""candidates"": [""mass"", ""masses""]}, {""target2"": ""enjoy"", ""target2_offset"": 49, ""target2_end"": 54, ""target2_pos"": ""VBP"", ""target2_rank"": 10, ""candidates"": [""love"", ""revel"", ""delight""]}, {""target2"": ""life"", ""target2_offset"": 55, ""target2_end"": 59, ""target2_pos"": ""NN"", ""target2_rank"": 11, ""candidates"": [""living"", ""spirit"", ""biography"", ""lifetime"", ""lifespan"", ""animation""]}]",5,16,statement,assertion,20,29,NN,selected_conservative,Selected 'assertion' for 'statement' from provided candidates; conservative synonym judged to preserve meaning and grammar.,"I do align with the statement that ""Young people enjoy life more than older people do"" , because Iam a teenager of this generation.","I do align with the assertion that ""Young people enjoy life more than older people do"" , because Iam a teenager of this generation."
agree,"I do **agree** with the statement that ""Young people enjoy life more than older people do"" , because Iam a teenager of this generation.","['concur', 'align', 'accord']","['comply', 'acknowledge']","['concur', 'align', 'accord']",[],0,"[5, 4, 5]",[],"I do agree with the statement that ""Young people enjoy life more than older people do"" , because Iam a teenager of this generation.",agree,accord,706,prolex,agree,accord,5,10,"[{""target2"": ""statement"", ""target2_offset"": 20, ""target2_end"": 29, ""target2_pos"": ""NN"", ""target2_rank"": 5, ""candidates"": [""argument"", ""assertion"", ""command"", ""instruction""]}, {""target2"": ""Young"", ""target2_offset"": 36, ""target2_end"": 41, ""target2_pos"": ""NNP"", ""target2_rank"": 8, ""candidates"": [""Youth""]}, {""target2"": ""people"", ""target2_offset"": 42, ""target2_end"": 48, ""target2_pos"": ""NNS"", ""target2_rank"": 9, ""candidates"": [""mass"", ""masses""]}, {""target2"": ""enjoy"", ""target2_offset"": 49, ""target2_end"": 54, ""target2_pos"": ""VBP"", ""target2_rank"": 10, ""candidates"": [""love"", ""revel"", ""delight""]}, {""target2"": ""life"", ""target2_offset"": 55, ""target2_end"": 59, ""target2_pos"": ""NN"", ""target2_rank"": 11, ""candidates"": [""living"", ""spirit"", ""biography"", ""lifetime"", ""lifespan"", ""animation""]}]",5,16,statement,assertion,20,29,NN,selected_conservative,Selected 'assertion' for 'statement' from provided candidates; conservative synonym judged to preserve meaning and grammar.,"I do accord with the statement that ""Young people enjoy life more than older people do"" , because Iam a teenager of this generation.","I do accord with the assertion that ""Young people enjoy life more than older people do"" , because Iam a teenager of this generation."
exit,it cold helps us to grow up as a person and can help us to have an **exit**.,"['way out', 'escape']","['departure', 'outlet', 'release']","['escape', 'way out']",[],1,"[2, 'None']",[],it cold helps us to grow up as a person and can help us to have an exit.,exit,escape,707,prolex,exit,escape,67,71,"[{""target2"": ""helps"", ""target2_offset"": 8, ""target2_end"": 13, ""target2_pos"": ""VBZ"", ""target2_rank"": 2, ""candidates"": [""aids"", ""serves"", ""assists"", ""facilitates""]}, {""target2"": ""grow"", ""target2_offset"": 20, ""target2_end"": 24, ""target2_pos"": ""VB"", ""target2_rank"": 5, ""candidates"": [""arise"", ""develop"", ""originate"", ""raise"", ""produce"", ""turn"", ""mature"", ""get"", ""rise"", ""acquire"", ""farm""]}, {""target2"": ""person"", ""target2_offset"": 33, ""target2_end"": 39, ""target2_pos"": ""NN"", ""target2_rank"": 9, ""candidates"": [""individual"", ""someone"", ""soul"", ""mortal"", ""somebody""]}, {""target2"": ""help"", ""target2_offset"": 48, ""target2_end"": 52, ""target2_pos"": ""VB"", ""target2_rank"": 12, ""candidates"": [""aid"", ""serve"", ""assist"", ""avail"", ""facilitate""]}]",4,25,helps,assists,8,13,VBZ,selected_conservative,Selected 'assists' for 'helps' from provided candidates; conservative synonym judged to preserve meaning and grammar.,it cold helps us to grow up as a person and can help us to have an escape.,it cold assists us to grow up as a person and can help us to have an escape.
reply,"One of the most common **reply** one might get when asked about the reason for not helping their community is ""I don't have time for that"".","['response', 'answer', 'reaction', 'comeback']",['retort'],"['response', 'reaction', 'comeback']",['answer'],1,"[1, 2, 4]",[0],"One of the most common reply one might get when asked about the reason for not helping their community is ""I don't have time for that"".",reply,response,708,prolex,reply,response,23,28,"[{""target2"": ""most"", ""target2_offset"": 11, ""target2_end"": 15, ""target2_pos"": ""RBS"", ""target2_rank"": 3, ""candidates"": [""almost"", ""nearly"", ""virtually"", ""near"", ""about""]}, {""target2"": ""common"", ""target2_offset"": 16, ""target2_end"": 22, ""target2_pos"": ""JJ"", ""target2_rank"": 4, ""candidates"": [""mutual"", ""usual"", ""vulgar"", ""coarse""]}, {""target2"": ""asked"", ""target2_offset"": 48, ""target2_end"": 53, ""target2_pos"": ""VBN"", ""target2_rank"": 10, ""candidates"": [""required"", ""need"", ""expected"", ""demanded"", ""inquired"", ""involved"", ""postulated""]}, {""target2"": ""reason"", ""target2_offset"": 64, ""target2_end"": 70, ""target2_pos"": ""NN"", ""target2_rank"": 13, ""candidates"": [""ground"", ""cause"", ""grounds"", ""intellect"", ""understanding"", ""reasonableness""]}, {""target2"": ""helping"", ""target2_offset"": 79, ""target2_end"": 86, ""target2_pos"": ""VBG"", ""target2_rank"": 16, ""candidates"": [""aiding"", ""serving"", ""assisting"", ""facilitating""]}]",5,26,common,usual,16,22,JJ,selected_conservative,Selected 'usual' for 'common' from provided candidates; conservative synonym judged to preserve meaning and grammar.,"One of the most common response one might get when asked about the reason for not helping their community is ""I don't have time for that"".","One of the most usual response one might get when asked about the reason for not helping their community is ""I don't have time for that""."
reply,"One of the most common **reply** one might get when asked about the reason for not helping their community is ""I don't have time for that"".","['response', 'answer', 'reaction', 'comeback']",['retort'],"['response', 'reaction', 'comeback']",['answer'],1,"[1, 2, 4]",[0],"One of the most common reply one might get when asked about the reason for not helping their community is ""I don't have time for that"".",reply,answer,709,prolex,reply,answer,23,28,"[{""target2"": ""most"", ""target2_offset"": 11, ""target2_end"": 15, ""target2_pos"": ""RBS"", ""target2_rank"": 3, ""candidates"": [""almost"", ""nearly"", ""virtually"", ""near"", ""about""]}, {""target2"": ""common"", ""target2_offset"": 16, ""target2_end"": 22, ""target2_pos"": ""JJ"", ""target2_rank"": 4, ""candidates"": [""mutual"", ""usual"", ""vulgar"", ""coarse""]}, {""target2"": ""asked"", ""target2_offset"": 48, ""target2_end"": 53, ""target2_pos"": ""VBN"", ""target2_rank"": 10, ""candidates"": [""required"", ""need"", ""expected"", ""demanded"", ""inquired"", ""involved"", ""postulated""]}, {""target2"": ""reason"", ""target2_offset"": 64, ""target2_end"": 70, ""target2_pos"": ""NN"", ""target2_rank"": 13, ""candidates"": [""ground"", ""cause"", ""grounds"", ""intellect"", ""understanding"", ""reasonableness""]}, {""target2"": ""helping"", ""target2_offset"": 79, ""target2_end"": 86, ""target2_pos"": ""VBG"", ""target2_rank"": 16, ""candidates"": [""aiding"", ""serving"", ""assisting"", ""facilitating""]}]",5,26,common,usual,16,22,JJ,selected_conservative,Selected 'usual' for 'common' from provided candidates; conservative synonym judged to preserve meaning and grammar.,"One of the most common answer one might get when asked about the reason for not helping their community is ""I don't have time for that"".","One of the most usual answer one might get when asked about the reason for not helping their community is ""I don't have time for that""."
reply,"One of the most common **reply** one might get when asked about the reason for not helping their community is ""I don't have time for that"".","['response', 'answer', 'reaction', 'comeback']",['retort'],"['response', 'reaction', 'comeback']",['answer'],1,"[1, 2, 4]",[0],"One of the most common reply one might get when asked about the reason for not helping their community is ""I don't have time for that"".",reply,reaction,710,prolex,reply,reaction,23,28,"[{""target2"": ""most"", ""target2_offset"": 11, ""target2_end"": 15, ""target2_pos"": ""RBS"", ""target2_rank"": 3, ""candidates"": [""almost"", ""nearly"", ""virtually"", ""near"", ""about""]}, {""target2"": ""common"", ""target2_offset"": 16, ""target2_end"": 22, ""target2_pos"": ""JJ"", ""target2_rank"": 4, ""candidates"": [""mutual"", ""usual"", ""vulgar"", ""coarse""]}, {""target2"": ""asked"", ""target2_offset"": 48, ""target2_end"": 53, ""target2_pos"": ""VBN"", ""target2_rank"": 10, ""candidates"": [""required"", ""need"", ""expected"", ""demanded"", ""inquired"", ""involved"", ""postulated""]}, {""target2"": ""reason"", ""target2_offset"": 64, ""target2_end"": 70, ""target2_pos"": ""NN"", ""target2_rank"": 13, ""candidates"": [""ground"", ""cause"", ""grounds"", ""intellect"", ""understanding"", ""reasonableness""]}, {""target2"": ""helping"", ""target2_offset"": 79, ""target2_end"": 86, ""target2_pos"": ""VBG"", ""target2_rank"": 16, ""candidates"": [""aiding"", ""serving"", ""assisting"", ""facilitating""]}]",5,26,common,usual,16,22,JJ,selected_conservative,Selected 'usual' for 'common' from provided candidates; conservative synonym judged to preserve meaning and grammar.,"One of the most common reaction one might get when asked about the reason for not helping their community is ""I don't have time for that"".","One of the most usual reaction one might get when asked about the reason for not helping their community is ""I don't have time for that""."
reply,"One of the most common **reply** one might get when asked about the reason for not helping their community is ""I don't have time for that"".","['response', 'answer', 'reaction', 'comeback']",['retort'],"['response', 'reaction', 'comeback']",['answer'],1,"[1, 2, 4]",[0],"One of the most common reply one might get when asked about the reason for not helping their community is ""I don't have time for that"".",reply,comeback,711,prolex,reply,comeback,23,28,"[{""target2"": ""most"", ""target2_offset"": 11, ""target2_end"": 15, ""target2_pos"": ""RBS"", ""target2_rank"": 3, ""candidates"": [""almost"", ""nearly"", ""virtually"", ""near"", ""about""]}, {""target2"": ""common"", ""target2_offset"": 16, ""target2_end"": 22, ""target2_pos"": ""JJ"", ""target2_rank"": 4, ""candidates"": [""mutual"", ""usual"", ""vulgar"", ""coarse""]}, {""target2"": ""asked"", ""target2_offset"": 48, ""target2_end"": 53, ""target2_pos"": ""VBN"", ""target2_rank"": 10, ""candidates"": [""required"", ""need"", ""expected"", ""demanded"", ""inquired"", ""involved"", ""postulated""]}, {""target2"": ""reason"", ""target2_offset"": 64, ""target2_end"": 70, ""target2_pos"": ""NN"", ""target2_rank"": 13, ""candidates"": [""ground"", ""cause"", ""grounds"", ""intellect"", ""understanding"", ""reasonableness""]}, {""target2"": ""helping"", ""target2_offset"": 79, ""target2_end"": 86, ""target2_pos"": ""VBG"", ""target2_rank"": 16, ""candidates"": [""aiding"", ""serving"", ""assisting"", ""facilitating""]}]",5,26,common,usual,16,22,JJ,selected_conservative,Selected 'usual' for 'common' from provided candidates; conservative synonym judged to preserve meaning and grammar.,"One of the most common comeback one might get when asked about the reason for not helping their community is ""I don't have time for that"".","One of the most usual comeback one might get when asked about the reason for not helping their community is ""I don't have time for that""."
damage,"If it continues like this it will **damage** the environment ,too.",['harm'],"['impair', 'degrade', 'wreck', 'ruin']",['harm'],[],2,[3],[],"If it continues like this it will damage the environment ,too.",damage,harm,712,prolex,damage,harm,34,40,"[{""target2"": ""continues"", ""target2_offset"": 6, ""target2_end"": 15, ""target2_pos"": ""VBZ"", ""target2_rank"": 2, ""candidates"": [""keeps"", ""remains"", ""preserves"", ""proceeds"", ""covers"", ""stays"", ""extends"", ""retains""]}, {""target2"": ""environment"", ""target2_offset"": 45, ""target2_end"": 56, ""target2_pos"": ""NN"", ""target2_rank"": 9, ""candidates"": [""surroundings"", ""surround""]}]",2,10,environment,surroundings,45,56,NN,selected_conservative,Selected 'surroundings' for 'environment' from provided candidates; conservative synonym judged to preserve meaning and grammar.,"If it continues like this it will harm the environment ,too.","If it continues like this it will harm the surroundings ,too."
trends,"But there is a limit to this because sooner or later we wo not be thinking of ourselves, the people that decide and rules all of the **trends**, publicity will control us, will set up what we think is nice or good etc. .....","['fashions', 'crazes']","['movements', 'patterns', 'tendencies']",['crazes'],['fashions'],2,[3],[1],"But there is a limit to this because sooner or later we wo not be thinking of ourselves, the people that decide and rules all of the trends, publicity will control us, will set up what we think is nice or good etc. .....",trends,fashions,713,prolex,trends,fashions,133,139,"[{""target2"": ""limit"", ""target2_offset"": 15, ""target2_end"": 20, ""target2_pos"": ""NN"", ""target2_rank"": 4, ""candidates"": [""limitation"", ""bound"", ""boundary""]}, {""target2"": ""later"", ""target2_offset"": 47, ""target2_end"": 52, ""target2_pos"": ""RB"", ""target2_rank"": 10, ""candidates"": [""afterward"", ""afterwards"", ""after"", ""subsequently""]}, {""target2"": ""thinking"", ""target2_offset"": 66, ""target2_end"": 74, ""target2_pos"": ""VBG"", ""target2_rank"": 15, ""candidates"": [""remembering"", ""believing"", ""recalling"", ""guessing"", ""intending"", ""meaning"", ""imagining"", ""considering"", ""retrieving""]}, {""target2"": ""people"", ""target2_offset"": 93, ""target2_end"": 99, ""target2_pos"": ""NNS"", ""target2_rank"": 20, ""candidates"": [""mass"", ""masses""]}, {""target2"": ""decide"", ""target2_offset"": 105, ""target2_end"": 111, ""target2_pos"": ""VBP"", ""target2_rank"": 22, ""candidates"": [""settle"", ""determine"", ""resolve""]}]",5,21,decide,determine,105,111,VBP,selected_conservative,Selected 'determine' for 'decide' from provided candidates; conservative synonym judged to preserve meaning and grammar.,"But there is a limit to this because sooner or later we wo not be thinking of ourselves, the people that decide and rules all of the fashions, publicity will control us, will set up what we think is nice or good etc. .....","But there is a limit to this because sooner or later we wo not be thinking of ourselves, the people that determine and rules all of the fashions, publicity will control us, will set up what we think is nice or good etc. ....."
trends,"But there is a limit to this because sooner or later we wo not be thinking of ourselves, the people that decide and rules all of the **trends**, publicity will control us, will set up what we think is nice or good etc. .....","['fashions', 'crazes']","['movements', 'patterns', 'tendencies']",['crazes'],['fashions'],2,[3],[1],"But there is a limit to this because sooner or later we wo not be thinking of ourselves, the people that decide and rules all of the trends, publicity will control us, will set up what we think is nice or good etc. .....",trends,crazes,714,prolex,trends,crazes,133,139,"[{""target2"": ""limit"", ""target2_offset"": 15, ""target2_end"": 20, ""target2_pos"": ""NN"", ""target2_rank"": 4, ""candidates"": [""limitation"", ""bound"", ""boundary""]}, {""target2"": ""later"", ""target2_offset"": 47, ""target2_end"": 52, ""target2_pos"": ""RB"", ""target2_rank"": 10, ""candidates"": [""afterward"", ""afterwards"", ""after"", ""subsequently""]}, {""target2"": ""thinking"", ""target2_offset"": 66, ""target2_end"": 74, ""target2_pos"": ""VBG"", ""target2_rank"": 15, ""candidates"": [""remembering"", ""believing"", ""recalling"", ""guessing"", ""intending"", ""meaning"", ""imagining"", ""considering"", ""retrieving""]}, {""target2"": ""people"", ""target2_offset"": 93, ""target2_end"": 99, ""target2_pos"": ""NNS"", ""target2_rank"": 20, ""candidates"": [""mass"", ""masses""]}, {""target2"": ""decide"", ""target2_offset"": 105, ""target2_end"": 111, ""target2_pos"": ""VBP"", ""target2_rank"": 22, ""candidates"": [""settle"", ""determine"", ""resolve""]}]",5,21,decide,determine,105,111,VBP,selected_conservative,Selected 'determine' for 'decide' from provided candidates; conservative synonym judged to preserve meaning and grammar.,"But there is a limit to this because sooner or later we wo not be thinking of ourselves, the people that decide and rules all of the crazes, publicity will control us, will set up what we think is nice or good etc. .....","But there is a limit to this because sooner or later we wo not be thinking of ourselves, the people that determine and rules all of the crazes, publicity will control us, will set up what we think is nice or good etc. ....."
collect,"That person who has knowledge of many academic subjects will not **collect** all the information about the subjects , and he will not become a qualficat person to work in a professional job and to use his knowledge in this job, compared to that person who has specialized in one subject.","['accumulate', 'amass']","['gather', 'compile', 'aggregate']","['accumulate', 'amass']",[],1,"[4, 6]",[],"That person who has knowledge of many academic subjects will not collect all the information about the subjects , and he will not become a qualficat person to work in a professional job and to use his knowledge in this job, compared to that person who has specialized in one subject.",collect,accumulate,716,prolex,collect,accumulate,65,72,"[{""target2"": ""person"", ""target2_offset"": 5, ""target2_end"": 11, ""target2_pos"": ""NN"", ""target2_rank"": 1, ""candidates"": [""individual"", ""someone"", ""soul"", ""mortal"", ""somebody""]}, {""target2"": ""knowledge"", ""target2_offset"": 20, ""target2_end"": 29, ""target2_pos"": ""NN"", ""target2_rank"": 4, ""candidates"": [""cognition""]}, {""target2"": ""subjects"", ""target2_offset"": 47, ""target2_end"": 55, ""target2_pos"": ""NNS"", ""target2_rank"": 8, ""candidates"": [""matters"", ""fields"", ""themes"", ""topics"", ""cases"", ""studies"", ""issues"", ""nationals"", ""disciplines"", ""contents""]}, {""target2"": ""information"", ""target2_offset"": 81, ""target2_end"": 92, ""target2_pos"": ""NN"", ""target2_rank"": 14, ""candidates"": [""data"", ""info"", ""entropy""]}, {""target2"": ""subjects"", ""target2_offset"": 103, ""target2_end"": 111, ""target2_pos"": ""NNS"", ""target2_rank"": 17, ""candidates"": [""matters"", ""fields"", ""themes"", ""topics"", ""cases"", ""studies"", ""issues"", ""nationals"", ""disciplines"", ""contents""]}]",5,29,person,individual,5,11,NN,selected_conservative,Selected 'individual' for 'person' from provided candidates; conservative synonym judged to preserve meaning and grammar.,"That person who has knowledge of many academic subjects will not accumulate all the information about the subjects , and he will not become a qualficat person to work in a professional job and to use his knowledge in this job, compared to that person who has specialized in one subject.","That individual who has knowledge of many academic subjects will not accumulate all the information about the subjects , and he will not become a qualficat person to work in a professional job and to use his knowledge in this job, compared to that person who has specialized in one subject."
collect,"That person who has knowledge of many academic subjects will not **collect** all the information about the subjects , and he will not become a qualficat person to work in a professional job and to use his knowledge in this job, compared to that person who has specialized in one subject.","['accumulate', 'amass']","['gather', 'compile', 'aggregate']","['accumulate', 'amass']",[],1,"[4, 6]",[],"That person who has knowledge of many academic subjects will not collect all the information about the subjects , and he will not become a qualficat person to work in a professional job and to use his knowledge in this job, compared to that person who has specialized in one subject.",collect,amass,717,prolex,collect,amass,65,72,"[{""target2"": ""person"", ""target2_offset"": 5, ""target2_end"": 11, ""target2_pos"": ""NN"", ""target2_rank"": 1, ""candidates"": [""individual"", ""someone"", ""soul"", ""mortal"", ""somebody""]}, {""target2"": ""knowledge"", ""target2_offset"": 20, ""target2_end"": 29, ""target2_pos"": ""NN"", ""target2_rank"": 4, ""candidates"": [""cognition""]}, {""target2"": ""subjects"", ""target2_offset"": 47, ""target2_end"": 55, ""target2_pos"": ""NNS"", ""target2_rank"": 8, ""candidates"": [""matters"", ""fields"", ""themes"", ""topics"", ""cases"", ""studies"", ""issues"", ""nationals"", ""disciplines"", ""contents""]}, {""target2"": ""information"", ""target2_offset"": 81, ""target2_end"": 92, ""target2_pos"": ""NN"", ""target2_rank"": 14, ""candidates"": [""data"", ""info"", ""entropy""]}, {""target2"": ""subjects"", ""target2_offset"": 103, ""target2_end"": 111, ""target2_pos"": ""NNS"", ""target2_rank"": 17, ""candidates"": [""matters"", ""fields"", ""themes"", ""topics"", ""cases"", ""studies"", ""issues"", ""nationals"", ""disciplines"", ""contents""]}]",5,29,person,individual,5,11,NN,selected_conservative,Selected 'individual' for 'person' from provided candidates; conservative synonym judged to preserve meaning and grammar.,"That person who has knowledge of many academic subjects will not amass all the information about the subjects , and he will not become a qualficat person to work in a professional job and to use his knowledge in this job, compared to that person who has specialized in one subject.","That individual who has knowledge of many academic subjects will not amass all the information about the subjects , and he will not become a qualficat person to work in a professional job and to use his knowledge in this job, compared to that person who has specialized in one subject."
targets,I do think so because in my experience I always considered something as a personal success if I was able to overcome old barriers and to reach **targets** that seemed unlikely to be reached before.,"['goals', 'objectives', 'aims']","['milestones', 'benchmarks']","['goals', 'objectives', 'aims']",[],1,"[1, 3, 2]",[],I do think so because in my experience I always considered something as a personal success if I was able to overcome old barriers and to reach targets that seemed unlikely to be reached before.,targets,goals,718,prolex,targets,goals,143,150,"[{""target2"": ""think"", ""target2_offset"": 5, ""target2_end"": 10, ""target2_pos"": ""VB"", ""target2_rank"": 2, ""candidates"": [""remember"", ""believe"", ""recall"", ""guess"", ""intend"", ""suppose"", ""mean"", ""imagine"", ""conceive"", ""reckon"", ""consider"", ""retrieve""]}, {""target2"": ""always"", ""target2_offset"": 41, ""target2_end"": 47, ""target2_pos"": ""RB"", ""target2_rank"": 9, ""candidates"": [""ever"", ""invariably"", ""forever"", ""constantly""]}, {""target2"": ""considered"", ""target2_offset"": 48, ""target2_end"": 58, ""target2_pos"": ""VBD"", ""target2_rank"": 10, ""candidates"": [""believed"", ""seed"", ""regarded"", ""viewed"", ""conceived"", ""counted"", ""weighed"", ""debated""]}, {""target2"": ""success"", ""target2_offset"": 83, ""target2_end"": 90, ""target2_pos"": ""NN"", ""target2_rank"": 15, ""candidates"": [""winner""]}, {""target2"": ""able"", ""target2_offset"": 100, ""target2_end"": 104, ""target2_pos"": ""JJ"", ""target2_rank"": 19, ""candidates"": [""capable""]}]",5,26,think,believe,5,10,VB,selected_conservative,Selected 'believe' for 'think' from provided candidates; conservative synonym judged to preserve meaning and grammar.,I do think so because in my experience I always considered something as a personal success if I was able to overcome old barriers and to reach goals that seemed unlikely to be reached before.,I do believe so because in my experience I always considered something as a personal success if I was able to overcome old barriers and to reach goals that seemed unlikely to be reached before.
targets,I do think so because in my experience I always considered something as a personal success if I was able to overcome old barriers and to reach **targets** that seemed unlikely to be reached before.,"['goals', 'objectives', 'aims']","['milestones', 'benchmarks']","['goals', 'objectives', 'aims']",[],1,"[1, 3, 2]",[],I do think so because in my experience I always considered something as a personal success if I was able to overcome old barriers and to reach targets that seemed unlikely to be reached before.,targets,objectives,719,prolex,targets,objectives,143,150,"[{""target2"": ""think"", ""target2_offset"": 5, ""target2_end"": 10, ""target2_pos"": ""VB"", ""target2_rank"": 2, ""candidates"": [""remember"", ""believe"", ""recall"", ""guess"", ""intend"", ""suppose"", ""mean"", ""imagine"", ""conceive"", ""reckon"", ""consider"", ""retrieve""]}, {""target2"": ""always"", ""target2_offset"": 41, ""target2_end"": 47, ""target2_pos"": ""RB"", ""target2_rank"": 9, ""candidates"": [""ever"", ""invariably"", ""forever"", ""constantly""]}, {""target2"": ""considered"", ""target2_offset"": 48, ""target2_end"": 58, ""target2_pos"": ""VBD"", ""target2_rank"": 10, ""candidates"": [""believed"", ""seed"", ""regarded"", ""viewed"", ""conceived"", ""counted"", ""weighed"", ""debated""]}, {""target2"": ""success"", ""target2_offset"": 83, ""target2_end"": 90, ""target2_pos"": ""NN"", ""target2_rank"": 15, ""candidates"": [""winner""]}, {""target2"": ""able"", ""target2_offset"": 100, ""target2_end"": 104, ""target2_pos"": ""JJ"", ""target2_rank"": 19, ""candidates"": [""capable""]}]",5,26,think,believe,5,10,VB,selected_conservative,Selected 'believe' for 'think' from provided candidates; conservative synonym judged to preserve meaning and grammar.,I do think so because in my experience I always considered something as a personal success if I was able to overcome old barriers and to reach objectives that seemed unlikely to be reached before.,I do believe so because in my experience I always considered something as a personal success if I was able to overcome old barriers and to reach objectives that seemed unlikely to be reached before.
targets,I do think so because in my experience I always considered something as a personal success if I was able to overcome old barriers and to reach **targets** that seemed unlikely to be reached before.,"['goals', 'objectives', 'aims']","['milestones', 'benchmarks']","['goals', 'objectives', 'aims']",[],1,"[1, 3, 2]",[],I do think so because in my experience I always considered something as a personal success if I was able to overcome old barriers and to reach targets that seemed unlikely to be reached before.,targets,aims,720,prolex,targets,aims,143,150,"[{""target2"": ""think"", ""target2_offset"": 5, ""target2_end"": 10, ""target2_pos"": ""VB"", ""target2_rank"": 2, ""candidates"": [""remember"", ""believe"", ""recall"", ""guess"", ""intend"", ""suppose"", ""mean"", ""imagine"", ""conceive"", ""reckon"", ""consider"", ""retrieve""]}, {""target2"": ""always"", ""target2_offset"": 41, ""target2_end"": 47, ""target2_pos"": ""RB"", ""target2_rank"": 9, ""candidates"": [""ever"", ""invariably"", ""forever"", ""constantly""]}, {""target2"": ""considered"", ""target2_offset"": 48, ""target2_end"": 58, ""target2_pos"": ""VBD"", ""target2_rank"": 10, ""candidates"": [""believed"", ""seed"", ""regarded"", ""viewed"", ""conceived"", ""counted"", ""weighed"", ""debated""]}, {""target2"": ""success"", ""target2_offset"": 83, ""target2_end"": 90, ""target2_pos"": ""NN"", ""target2_rank"": 15, ""candidates"": [""winner""]}, {""target2"": ""able"", ""target2_offset"": 100, ""target2_end"": 104, ""target2_pos"": ""JJ"", ""target2_rank"": 19, ""candidates"": [""capable""]}]",5,26,think,believe,5,10,VB,selected_conservative,Selected 'believe' for 'think' from provided candidates; conservative synonym judged to preserve meaning and grammar.,I do think so because in my experience I always considered something as a personal success if I was able to overcome old barriers and to reach aims that seemed unlikely to be reached before.,I do believe so because in my experience I always considered something as a personal success if I was able to overcome old barriers and to reach aims that seemed unlikely to be reached before.
