target word,Sentence,acc_subs,unacc_subs,prof_acc_subs,prof_unacc_subs,t_words_cefr,prof_acc_cefr,prof_unacc_cefr,clean_sentence,target_clean,substitute,source_row_idx,dataset,target1,substitute1,target1_offset,target1_end,target2_options_json,num_target2_options,num_total_candidates2
relaxing,Grandparents usually stay at home or hotel and they spend their time **relaxing**.,"['unwinding', 'resting', 'lounging']","['chilling', 'decompressing']","['unwinding', 'resting', 'lounging']",[],0,"[4, 1, 5]",[],Grandparents usually stay at home or hotel and they spend their time relaxing.,relaxing,lounging,484,prolex,relaxing,lounging,69,77,"[{""target2"": ""usually"", ""target2_offset"": 13, ""target2_end"": 20, ""target2_pos"": ""RB"", ""target2_rank"": 1, ""candidates"": [""normally"", ""commonly"", ""ordinarily""]}, {""target2"": ""stay"", ""target2_offset"": 21, ""target2_end"": 25, ""target2_pos"": ""VBP"", ""target2_rank"": 2, ""candidates"": [""remain"", ""delay"", ""rest"", ""abide"", ""stick"", ""persist"", ""detain"", ""continue""]}, {""target2"": ""home"", ""target2_offset"": 29, ""target2_end"": 33, ""target2_pos"": ""NN"", ""target2_rank"": 4, ""candidates"": [""family"", ""dwelling"", ""household"", ""place"", ""plate"", ""base"", ""house""]}, {""target2"": ""spend"", ""target2_offset"": 52, ""target2_end"": 57, ""target2_pos"": ""VBP"", ""target2_rank"": 9, ""candidates"": [""pass"", ""expend"", ""drop""]}, {""target2"": ""time"", ""target2_offset"": 64, ""target2_end"": 68, ""target2_pos"": ""NN"", ""target2_rank"": 11, ""candidates"": [""sentence"", ""clip"", ""meter""]}]",5,24
limited,"To start with, we have **limited** resources.","['restricted', 'scarce', 'finite', 'limited']",['constrained'],"['restricted', 'scarce', 'finite', 'limited']",[],2,"[3, 4, 5, 2]",[],"To start with, we have limited resources.",limited,restricted,485,prolex,limited,restricted,23,30,"[{""target2"": ""start"", ""target2_offset"": 3, ""target2_end"": 8, ""target2_pos"": ""VB"", ""target2_rank"": 1, ""candidates"": [""begin"", ""initiate"", ""commence"", ""jump"", ""originate"", ""pop"", ""depart"", ""go"", ""get"", ""part"", ""bulge""]}]",1,11
limited,"To start with, we have **limited** resources.","['restricted', 'scarce', 'finite', 'limited']",['constrained'],"['restricted', 'scarce', 'finite', 'limited']",[],2,"[3, 4, 5, 2]",[],"To start with, we have limited resources.",limited,scarce,486,prolex,limited,scarce,23,30,"[{""target2"": ""start"", ""target2_offset"": 3, ""target2_end"": 8, ""target2_pos"": ""VB"", ""target2_rank"": 1, ""candidates"": [""begin"", ""initiate"", ""commence"", ""jump"", ""originate"", ""pop"", ""depart"", ""go"", ""get"", ""part"", ""bulge""]}]",1,11
limited,"To start with, we have **limited** resources.","['restricted', 'scarce', 'finite', 'limited']",['constrained'],"['restricted', 'scarce', 'finite', 'limited']",[],2,"[3, 4, 5, 2]",[],"To start with, we have limited resources.",limited,finite,487,prolex,limited,finite,23,30,"[{""target2"": ""start"", ""target2_offset"": 3, ""target2_end"": 8, ""target2_pos"": ""VB"", ""target2_rank"": 1, ""candidates"": [""begin"", ""initiate"", ""commence"", ""jump"", ""originate"", ""pop"", ""depart"", ""go"", ""get"", ""part"", ""bulge""]}]",1,11
preparing,"You can save time by **preparing** your travel with an agency and a skillful guide, but you cannot get the experience of doing something on your own.","['organizing', 'arranging', 'planning', 'coordinating', 'scheduling']",[],"['organizing', 'arranging', 'planning', 'coordinating', 'scheduling']",[],0,"[1, 1, 0, 4, 3]",[],"You can save time by preparing your travel with an agency and a skillful guide, but you cannot get the experience of doing something on your own.",preparing,organizing,488,prolex,preparing,organizing,21,30,"[{""target2"": ""save"", ""target2_offset"": 8, ""target2_end"": 12, ""target2_pos"": ""VB"", ""target2_rank"": 2, ""candidates"": [""preserve"", ""spare"", ""write"", ""redeem"", ""salvage"", ""relieve"", ""keep"", ""deliver""]}, {""target2"": ""time"", ""target2_offset"": 13, ""target2_end"": 17, ""target2_pos"": ""NN"", ""target2_rank"": 3, ""candidates"": [""sentence"", ""clip"", ""meter""]}, {""target2"": ""travel"", ""target2_offset"": 36, ""target2_end"": 42, ""target2_pos"": ""NN"", ""target2_rank"": 7, ""candidates"": [""traveling"", ""travelling""]}, {""target2"": ""agency"", ""target2_offset"": 51, ""target2_end"": 57, ""target2_pos"": ""NN"", ""target2_rank"": 10, ""candidates"": [""way"", ""means"", ""office"", ""bureau"", ""authority"", ""representation""]}, {""target2"": ""guide"", ""target2_offset"": 73, ""target2_end"": 78, ""target2_pos"": ""NN"", ""target2_rank"": 14, ""candidates"": [""scout"", ""template""]}]",5,21
preparing,"You can save time by **preparing** your travel with an agency and a skillful guide, but you cannot get the experience of doing something on your own.","['organizing', 'arranging', 'planning', 'coordinating', 'scheduling']",[],"['organizing', 'arranging', 'planning', 'coordinating', 'scheduling']",[],0,"[1, 1, 0, 4, 3]",[],"You can save time by preparing your travel with an agency and a skillful guide, but you cannot get the experience of doing something on your own.",preparing,arranging,489,prolex,preparing,arranging,21,30,"[{""target2"": ""save"", ""target2_offset"": 8, ""target2_end"": 12, ""target2_pos"": ""VB"", ""target2_rank"": 2, ""candidates"": [""preserve"", ""spare"", ""write"", ""redeem"", ""salvage"", ""relieve"", ""keep"", ""deliver""]}, {""target2"": ""time"", ""target2_offset"": 13, ""target2_end"": 17, ""target2_pos"": ""NN"", ""target2_rank"": 3, ""candidates"": [""sentence"", ""clip"", ""meter""]}, {""target2"": ""travel"", ""target2_offset"": 36, ""target2_end"": 42, ""target2_pos"": ""NN"", ""target2_rank"": 7, ""candidates"": [""traveling"", ""travelling""]}, {""target2"": ""agency"", ""target2_offset"": 51, ""target2_end"": 57, ""target2_pos"": ""NN"", ""target2_rank"": 10, ""candidates"": [""way"", ""means"", ""office"", ""bureau"", ""authority"", ""representation""]}, {""target2"": ""guide"", ""target2_offset"": 73, ""target2_end"": 78, ""target2_pos"": ""NN"", ""target2_rank"": 14, ""candidates"": [""scout"", ""template""]}]",5,21
preparing,"You can save time by **preparing** your travel with an agency and a skillful guide, but you cannot get the experience of doing something on your own.","['organizing', 'arranging', 'planning', 'coordinating', 'scheduling']",[],"['organizing', 'arranging', 'planning', 'coordinating', 'scheduling']",[],0,"[1, 1, 0, 4, 3]",[],"You can save time by preparing your travel with an agency and a skillful guide, but you cannot get the experience of doing something on your own.",preparing,planning,490,prolex,preparing,planning,21,30,"[{""target2"": ""save"", ""target2_offset"": 8, ""target2_end"": 12, ""target2_pos"": ""VB"", ""target2_rank"": 2, ""candidates"": [""preserve"", ""spare"", ""write"", ""redeem"", ""salvage"", ""relieve"", ""keep"", ""deliver""]}, {""target2"": ""time"", ""target2_offset"": 13, ""target2_end"": 17, ""target2_pos"": ""NN"", ""target2_rank"": 3, ""candidates"": [""sentence"", ""clip"", ""meter""]}, {""target2"": ""travel"", ""target2_offset"": 36, ""target2_end"": 42, ""target2_pos"": ""NN"", ""target2_rank"": 7, ""candidates"": [""traveling"", ""travelling""]}, {""target2"": ""agency"", ""target2_offset"": 51, ""target2_end"": 57, ""target2_pos"": ""NN"", ""target2_rank"": 10, ""candidates"": [""way"", ""means"", ""office"", ""bureau"", ""authority"", ""representation""]}, {""target2"": ""guide"", ""target2_offset"": 73, ""target2_end"": 78, ""target2_pos"": ""NN"", ""target2_rank"": 14, ""candidates"": [""scout"", ""template""]}]",5,21
preparing,"You can save time by **preparing** your travel with an agency and a skillful guide, but you cannot get the experience of doing something on your own.","['organizing', 'arranging', 'planning', 'coordinating', 'scheduling']",[],"['organizing', 'arranging', 'planning', 'coordinating', 'scheduling']",[],0,"[1, 1, 0, 4, 3]",[],"You can save time by preparing your travel with an agency and a skillful guide, but you cannot get the experience of doing something on your own.",preparing,coordinating,491,prolex,preparing,coordinating,21,30,"[{""target2"": ""save"", ""target2_offset"": 8, ""target2_end"": 12, ""target2_pos"": ""VB"", ""target2_rank"": 2, ""candidates"": [""preserve"", ""spare"", ""write"", ""redeem"", ""salvage"", ""relieve"", ""keep"", ""deliver""]}, {""target2"": ""time"", ""target2_offset"": 13, ""target2_end"": 17, ""target2_pos"": ""NN"", ""target2_rank"": 3, ""candidates"": [""sentence"", ""clip"", ""meter""]}, {""target2"": ""travel"", ""target2_offset"": 36, ""target2_end"": 42, ""target2_pos"": ""NN"", ""target2_rank"": 7, ""candidates"": [""traveling"", ""travelling""]}, {""target2"": ""agency"", ""target2_offset"": 51, ""target2_end"": 57, ""target2_pos"": ""NN"", ""target2_rank"": 10, ""candidates"": [""way"", ""means"", ""office"", ""bureau"", ""authority"", ""representation""]}, {""target2"": ""guide"", ""target2_offset"": 73, ""target2_end"": 78, ""target2_pos"": ""NN"", ""target2_rank"": 14, ""candidates"": [""scout"", ""template""]}]",5,21
preparing,"You can save time by **preparing** your travel with an agency and a skillful guide, but you cannot get the experience of doing something on your own.","['organizing', 'arranging', 'planning', 'coordinating', 'scheduling']",[],"['organizing', 'arranging', 'planning', 'coordinating', 'scheduling']",[],0,"[1, 1, 0, 4, 3]",[],"You can save time by preparing your travel with an agency and a skillful guide, but you cannot get the experience of doing something on your own.",preparing,scheduling,492,prolex,preparing,scheduling,21,30,"[{""target2"": ""save"", ""target2_offset"": 8, ""target2_end"": 12, ""target2_pos"": ""VB"", ""target2_rank"": 2, ""candidates"": [""preserve"", ""spare"", ""write"", ""redeem"", ""salvage"", ""relieve"", ""keep"", ""deliver""]}, {""target2"": ""time"", ""target2_offset"": 13, ""target2_end"": 17, ""target2_pos"": ""NN"", ""target2_rank"": 3, ""candidates"": [""sentence"", ""clip"", ""meter""]}, {""target2"": ""travel"", ""target2_offset"": 36, ""target2_end"": 42, ""target2_pos"": ""NN"", ""target2_rank"": 7, ""candidates"": [""traveling"", ""travelling""]}, {""target2"": ""agency"", ""target2_offset"": 51, ""target2_end"": 57, ""target2_pos"": ""NN"", ""target2_rank"": 10, ""candidates"": [""way"", ""means"", ""office"", ""bureau"", ""authority"", ""representation""]}, {""target2"": ""guide"", ""target2_offset"": 73, ""target2_end"": 78, ""target2_pos"": ""NN"", ""target2_rank"": 14, ""candidates"": [""scout"", ""template""]}]",5,21
dislike,"Therefore, I think young people nowadays do not give time to helping their communities, because they have a tendency to **dislike** their communities, they have a lot of things to do, and community itself has become its power.",['resent'],"['detest', 'loathe', 'despise', 'scorn']",['resent'],[],2,[4],[],"Therefore, I think young people nowadays do not give time to helping their communities, because they have a tendency to dislike their communities, they have a lot of things to do, and community itself has become its power.",dislike,resent,493,prolex,dislike,resent,120,127,"[{""target2"": ""Therefore"", ""target2_offset"": 0, ""target2_end"": 9, ""target2_pos"": ""RB"", ""target2_rank"": 0, ""candidates"": [""Thus"", ""Hence"", ""Consequently"", ""So""]}, {""target2"": ""think"", ""target2_offset"": 13, ""target2_end"": 18, ""target2_pos"": ""VBP"", ""target2_rank"": 3, ""candidates"": [""remember"", ""believe"", ""recall"", ""guess"", ""intend"", ""suppose"", ""mean"", ""imagine"", ""conceive"", ""reckon"", ""consider"", ""retrieve""]}, {""target2"": ""young"", ""target2_offset"": 19, ""target2_end"": 24, ""target2_pos"": ""JJ"", ""target2_rank"": 4, ""candidates"": [""youthful"", ""new"", ""immature""]}, {""target2"": ""people"", ""target2_offset"": 25, ""target2_end"": 31, ""target2_pos"": ""NNS"", ""target2_rank"": 5, ""candidates"": [""mass"", ""masses""]}, {""target2"": ""nowadays"", ""target2_offset"": 32, ""target2_end"": 40, ""target2_pos"": ""NNS"", ""target2_rank"": 6, ""candidates"": [""presents""]}]",5,22
moving,but we feel the sun is **moving** from east to west in nature.,"['travelling', 'shifting', 'transiting', 'proceeding']",['navigating'],"['travelling', 'shifting', 'transiting', 'proceeding']",[],0,"[0, 3, 5, 3]",[],but we feel the sun is moving from east to west in nature.,moving,travelling,494,prolex,moving,travelling,23,29,"[{""target2"": ""feel"", ""target2_offset"": 7, ""target2_end"": 11, ""target2_pos"": ""VBP"", ""target2_rank"": 2, ""candidates"": [""find"", ""sense"", ""experience"", ""finger""]}, {""target2"": ""east"", ""target2_offset"": 35, ""target2_end"": 39, ""target2_pos"": ""NN"", ""target2_rank"": 8, ""candidates"": [""orient"", ""e""]}]",2,6
moving,but we feel the sun is **moving** from east to west in nature.,"['travelling', 'shifting', 'transiting', 'proceeding']",['navigating'],"['travelling', 'shifting', 'transiting', 'proceeding']",[],0,"[0, 3, 5, 3]",[],but we feel the sun is moving from east to west in nature.,moving,shifting,495,prolex,moving,shifting,23,29,"[{""target2"": ""feel"", ""target2_offset"": 7, ""target2_end"": 11, ""target2_pos"": ""VBP"", ""target2_rank"": 2, ""candidates"": [""find"", ""sense"", ""experience"", ""finger""]}, {""target2"": ""east"", ""target2_offset"": 35, ""target2_end"": 39, ""target2_pos"": ""NN"", ""target2_rank"": 8, ""candidates"": [""orient"", ""e""]}]",2,6
moving,but we feel the sun is **moving** from east to west in nature.,"['travelling', 'shifting', 'transiting', 'proceeding']",['navigating'],"['travelling', 'shifting', 'transiting', 'proceeding']",[],0,"[0, 3, 5, 3]",[],but we feel the sun is moving from east to west in nature.,moving,transiting,496,prolex,moving,transiting,23,29,"[{""target2"": ""feel"", ""target2_offset"": 7, ""target2_end"": 11, ""target2_pos"": ""VBP"", ""target2_rank"": 2, ""candidates"": [""find"", ""sense"", ""experience"", ""finger""]}, {""target2"": ""east"", ""target2_offset"": 35, ""target2_end"": 39, ""target2_pos"": ""NN"", ""target2_rank"": 8, ""candidates"": [""orient"", ""e""]}]",2,6
moving,but we feel the sun is **moving** from east to west in nature.,"['travelling', 'shifting', 'transiting', 'proceeding']",['navigating'],"['travelling', 'shifting', 'transiting', 'proceeding']",[],0,"[0, 3, 5, 3]",[],but we feel the sun is moving from east to west in nature.,moving,proceeding,497,prolex,moving,proceeding,23,29,"[{""target2"": ""feel"", ""target2_offset"": 7, ""target2_end"": 11, ""target2_pos"": ""VBP"", ""target2_rank"": 2, ""candidates"": [""find"", ""sense"", ""experience"", ""finger""]}, {""target2"": ""east"", ""target2_offset"": 35, ""target2_end"": 39, ""target2_pos"": ""NN"", ""target2_rank"": 8, ""candidates"": [""orient"", ""e""]}]",2,6
styles,young people nowadays are working and helping their communities in their original **styles**.,"['methods', 'manners', 'ways', 'approaches', 'techniques']",[],"['methods', 'manners', 'ways', 'approaches', 'techniques']",[],0,"[1, 1, 0, 3, 2]",[],young people nowadays are working and helping their communities in their original styles.,styles,methods,498,prolex,styles,methods,82,88,"[{""target2"": ""young"", ""target2_offset"": 0, ""target2_end"": 5, ""target2_pos"": ""JJ"", ""target2_rank"": 0, ""candidates"": [""youthful"", ""new"", ""immature""]}, {""target2"": ""people"", ""target2_offset"": 6, ""target2_end"": 12, ""target2_pos"": ""NNS"", ""target2_rank"": 1, ""candidates"": [""mass"", ""masses""]}, {""target2"": ""nowadays"", ""target2_offset"": 13, ""target2_end"": 21, ""target2_pos"": ""NNS"", ""target2_rank"": 2, ""candidates"": [""presents""]}, {""target2"": ""working"", ""target2_offset"": 26, ""target2_end"": 33, ""target2_pos"": ""VBG"", ""target2_rank"": 4, ""candidates"": [""bring"", ""solving"", ""operating"", ""influencing"", ""forming"", ""functioning"", ""exploiting"", ""shaping"", ""going"", ""exercising"", ""acting"", ""making"", ""molding"", ""playing"", ""turning"", ""processing""]}, {""target2"": ""helping"", ""target2_offset"": 38, ""target2_end"": 45, ""target2_pos"": ""VBG"", ""target2_rank"": 6, ""candidates"": [""aiding"", ""serving"", ""assisting"", ""facilitating""]}]",5,26
styles,young people nowadays are working and helping their communities in their original **styles**.,"['methods', 'manners', 'ways', 'approaches', 'techniques']",[],"['methods', 'manners', 'ways', 'approaches', 'techniques']",[],0,"[1, 1, 0, 3, 2]",[],young people nowadays are working and helping their communities in their original styles.,styles,manners,499,prolex,styles,manners,82,88,"[{""target2"": ""young"", ""target2_offset"": 0, ""target2_end"": 5, ""target2_pos"": ""JJ"", ""target2_rank"": 0, ""candidates"": [""youthful"", ""new"", ""immature""]}, {""target2"": ""people"", ""target2_offset"": 6, ""target2_end"": 12, ""target2_pos"": ""NNS"", ""target2_rank"": 1, ""candidates"": [""mass"", ""masses""]}, {""target2"": ""nowadays"", ""target2_offset"": 13, ""target2_end"": 21, ""target2_pos"": ""NNS"", ""target2_rank"": 2, ""candidates"": [""presents""]}, {""target2"": ""working"", ""target2_offset"": 26, ""target2_end"": 33, ""target2_pos"": ""VBG"", ""target2_rank"": 4, ""candidates"": [""bring"", ""solving"", ""operating"", ""influencing"", ""forming"", ""functioning"", ""exploiting"", ""shaping"", ""going"", ""exercising"", ""acting"", ""making"", ""molding"", ""playing"", ""turning"", ""processing""]}, {""target2"": ""helping"", ""target2_offset"": 38, ""target2_end"": 45, ""target2_pos"": ""VBG"", ""target2_rank"": 6, ""candidates"": [""aiding"", ""serving"", ""assisting"", ""facilitating""]}]",5,26
styles,young people nowadays are working and helping their communities in their original **styles**.,"['methods', 'manners', 'ways', 'approaches', 'techniques']",[],"['methods', 'manners', 'ways', 'approaches', 'techniques']",[],0,"[1, 1, 0, 3, 2]",[],young people nowadays are working and helping their communities in their original styles.,styles,ways,500,prolex,styles,ways,82,88,"[{""target2"": ""young"", ""target2_offset"": 0, ""target2_end"": 5, ""target2_pos"": ""JJ"", ""target2_rank"": 0, ""candidates"": [""youthful"", ""new"", ""immature""]}, {""target2"": ""people"", ""target2_offset"": 6, ""target2_end"": 12, ""target2_pos"": ""NNS"", ""target2_rank"": 1, ""candidates"": [""mass"", ""masses""]}, {""target2"": ""nowadays"", ""target2_offset"": 13, ""target2_end"": 21, ""target2_pos"": ""NNS"", ""target2_rank"": 2, ""candidates"": [""presents""]}, {""target2"": ""working"", ""target2_offset"": 26, ""target2_end"": 33, ""target2_pos"": ""VBG"", ""target2_rank"": 4, ""candidates"": [""bring"", ""solving"", ""operating"", ""influencing"", ""forming"", ""functioning"", ""exploiting"", ""shaping"", ""going"", ""exercising"", ""acting"", ""making"", ""molding"", ""playing"", ""turning"", ""processing""]}, {""target2"": ""helping"", ""target2_offset"": 38, ""target2_end"": 45, ""target2_pos"": ""VBG"", ""target2_rank"": 6, ""candidates"": [""aiding"", ""serving"", ""assisting"", ""facilitating""]}]",5,26
styles,young people nowadays are working and helping their communities in their original **styles**.,"['methods', 'manners', 'ways', 'approaches', 'techniques']",[],"['methods', 'manners', 'ways', 'approaches', 'techniques']",[],0,"[1, 1, 0, 3, 2]",[],young people nowadays are working and helping their communities in their original styles.,styles,approaches,501,prolex,styles,approaches,82,88,"[{""target2"": ""young"", ""target2_offset"": 0, ""target2_end"": 5, ""target2_pos"": ""JJ"", ""target2_rank"": 0, ""candidates"": [""youthful"", ""new"", ""immature""]}, {""target2"": ""people"", ""target2_offset"": 6, ""target2_end"": 12, ""target2_pos"": ""NNS"", ""target2_rank"": 1, ""candidates"": [""mass"", ""masses""]}, {""target2"": ""nowadays"", ""target2_offset"": 13, ""target2_end"": 21, ""target2_pos"": ""NNS"", ""target2_rank"": 2, ""candidates"": [""presents""]}, {""target2"": ""working"", ""target2_offset"": 26, ""target2_end"": 33, ""target2_pos"": ""VBG"", ""target2_rank"": 4, ""candidates"": [""bring"", ""solving"", ""operating"", ""influencing"", ""forming"", ""functioning"", ""exploiting"", ""shaping"", ""going"", ""exercising"", ""acting"", ""making"", ""molding"", ""playing"", ""turning"", ""processing""]}, {""target2"": ""helping"", ""target2_offset"": 38, ""target2_end"": 45, ""target2_pos"": ""VBG"", ""target2_rank"": 6, ""candidates"": [""aiding"", ""serving"", ""assisting"", ""facilitating""]}]",5,26
styles,young people nowadays are working and helping their communities in their original **styles**.,"['methods', 'manners', 'ways', 'approaches', 'techniques']",[],"['methods', 'manners', 'ways', 'approaches', 'techniques']",[],0,"[1, 1, 0, 3, 2]",[],young people nowadays are working and helping their communities in their original styles.,styles,techniques,502,prolex,styles,techniques,82,88,"[{""target2"": ""young"", ""target2_offset"": 0, ""target2_end"": 5, ""target2_pos"": ""JJ"", ""target2_rank"": 0, ""candidates"": [""youthful"", ""new"", ""immature""]}, {""target2"": ""people"", ""target2_offset"": 6, ""target2_end"": 12, ""target2_pos"": ""NNS"", ""target2_rank"": 1, ""candidates"": [""mass"", ""masses""]}, {""target2"": ""nowadays"", ""target2_offset"": 13, ""target2_end"": 21, ""target2_pos"": ""NNS"", ""target2_rank"": 2, ""candidates"": [""presents""]}, {""target2"": ""working"", ""target2_offset"": 26, ""target2_end"": 33, ""target2_pos"": ""VBG"", ""target2_rank"": 4, ""candidates"": [""bring"", ""solving"", ""operating"", ""influencing"", ""forming"", ""functioning"", ""exploiting"", ""shaping"", ""going"", ""exercising"", ""acting"", ""making"", ""molding"", ""playing"", ""turning"", ""processing""]}, {""target2"": ""helping"", ""target2_offset"": 38, ""target2_end"": 45, ""target2_pos"": ""VBG"", ""target2_rank"": 6, ""candidates"": [""aiding"", ""serving"", ""assisting"", ""facilitating""]}]",5,26
fame,"Because, trying new things and risks breaks the monotony, gives name and **fame**, and also gives soul satisfaction and offers new things and technology to society.","['recognition', 'renown', 'acclaim', 'reputation']",['celebrity'],"['recognition', 'renown', 'acclaim', 'reputation']",[],3,"[3, 4, 5, 3]",[],"Because, trying new things and risks breaks the monotony, gives name and fame, and also gives soul satisfaction and offers new things and technology to society.",fame,recognition,503,prolex,fame,recognition,73,77,"[{""target2"": ""trying"", ""target2_offset"": 9, ""target2_end"": 15, ""target2_pos"": ""VBG"", ""target2_rank"": 2, ""candidates"": [""attempting"", ""seeking"", ""testing"", ""hearing"", ""sampling"", ""tasting"", ""examining"", ""judging"", ""proving"", ""rendering""]}, {""target2"": ""things"", ""target2_offset"": 20, ""target2_end"": 26, ""target2_pos"": ""NNS"", ""target2_rank"": 4, ""candidates"": [""matters"", ""affairs""]}, {""target2"": ""risks"", ""target2_offset"": 31, ""target2_end"": 36, ""target2_pos"": ""NNS"", ""target2_rank"": 6, ""candidates"": [""dangers"", ""hazards""]}, {""target2"": ""breaks"", ""target2_offset"": 37, ""target2_end"": 43, ""target2_pos"": ""VBP"", ""target2_rank"": 7, ""candidates"": [""disclose"", ""reveal"", ""break"", ""pause"", ""collapse"", ""burst"", ""expose"", ""violate"", ""crack"", ""stop"", ""discover"", ""fail"", ""split"", ""die"", ""bust"", ""give"", ""part"", ""better"", ""breach"", ""soften"", ""bankrupt"", ""separate"", ""go"", ""bump"", ""damp"", ""ruin""]}, {""target2"": ""gives"", ""target2_offset"": 58, ""target2_end"": 63, ""target2_pos"": ""VBZ"", ""target2_rank"": 11, ""candidates"": [""holds"", ""pays"", ""hands"", ""contributes"", ""feeds"", ""pass"", ""commits"", ""sacrifices"", ""throws"", ""yields"", ""establishes"", ""leaves"", ""presents"", ""generates"", ""makes"", ""grants"", ""applies"", ""renders"", ""reaches"", ""gifts"", ""opens"", ""breaks"", ""returns"", ""founders""]}]",5,64
fame,"Because, trying new things and risks breaks the monotony, gives name and **fame**, and also gives soul satisfaction and offers new things and technology to society.","['recognition', 'renown', 'acclaim', 'reputation']",['celebrity'],"['recognition', 'renown', 'acclaim', 'reputation']",[],3,"[3, 4, 5, 3]",[],"Because, trying new things and risks breaks the monotony, gives name and fame, and also gives soul satisfaction and offers new things and technology to society.",fame,renown,504,prolex,fame,renown,73,77,"[{""target2"": ""trying"", ""target2_offset"": 9, ""target2_end"": 15, ""target2_pos"": ""VBG"", ""target2_rank"": 2, ""candidates"": [""attempting"", ""seeking"", ""testing"", ""hearing"", ""sampling"", ""tasting"", ""examining"", ""judging"", ""proving"", ""rendering""]}, {""target2"": ""things"", ""target2_offset"": 20, ""target2_end"": 26, ""target2_pos"": ""NNS"", ""target2_rank"": 4, ""candidates"": [""matters"", ""affairs""]}, {""target2"": ""risks"", ""target2_offset"": 31, ""target2_end"": 36, ""target2_pos"": ""NNS"", ""target2_rank"": 6, ""candidates"": [""dangers"", ""hazards""]}, {""target2"": ""breaks"", ""target2_offset"": 37, ""target2_end"": 43, ""target2_pos"": ""VBP"", ""target2_rank"": 7, ""candidates"": [""disclose"", ""reveal"", ""break"", ""pause"", ""collapse"", ""burst"", ""expose"", ""violate"", ""crack"", ""stop"", ""discover"", ""fail"", ""split"", ""die"", ""bust"", ""give"", ""part"", ""better"", ""breach"", ""soften"", ""bankrupt"", ""separate"", ""go"", ""bump"", ""damp"", ""ruin""]}, {""target2"": ""gives"", ""target2_offset"": 58, ""target2_end"": 63, ""target2_pos"": ""VBZ"", ""target2_rank"": 11, ""candidates"": [""holds"", ""pays"", ""hands"", ""contributes"", ""feeds"", ""pass"", ""commits"", ""sacrifices"", ""throws"", ""yields"", ""establishes"", ""leaves"", ""presents"", ""generates"", ""makes"", ""grants"", ""applies"", ""renders"", ""reaches"", ""gifts"", ""opens"", ""breaks"", ""returns"", ""founders""]}]",5,64
fame,"Because, trying new things and risks breaks the monotony, gives name and **fame**, and also gives soul satisfaction and offers new things and technology to society.","['recognition', 'renown', 'acclaim', 'reputation']",['celebrity'],"['recognition', 'renown', 'acclaim', 'reputation']",[],3,"[3, 4, 5, 3]",[],"Because, trying new things and risks breaks the monotony, gives name and fame, and also gives soul satisfaction and offers new things and technology to society.",fame,acclaim,505,prolex,fame,acclaim,73,77,"[{""target2"": ""trying"", ""target2_offset"": 9, ""target2_end"": 15, ""target2_pos"": ""VBG"", ""target2_rank"": 2, ""candidates"": [""attempting"", ""seeking"", ""testing"", ""hearing"", ""sampling"", ""tasting"", ""examining"", ""judging"", ""proving"", ""rendering""]}, {""target2"": ""things"", ""target2_offset"": 20, ""target2_end"": 26, ""target2_pos"": ""NNS"", ""target2_rank"": 4, ""candidates"": [""matters"", ""affairs""]}, {""target2"": ""risks"", ""target2_offset"": 31, ""target2_end"": 36, ""target2_pos"": ""NNS"", ""target2_rank"": 6, ""candidates"": [""dangers"", ""hazards""]}, {""target2"": ""breaks"", ""target2_offset"": 37, ""target2_end"": 43, ""target2_pos"": ""VBP"", ""target2_rank"": 7, ""candidates"": [""disclose"", ""reveal"", ""break"", ""pause"", ""collapse"", ""burst"", ""expose"", ""violate"", ""crack"", ""stop"", ""discover"", ""fail"", ""split"", ""die"", ""bust"", ""give"", ""part"", ""better"", ""breach"", ""soften"", ""bankrupt"", ""separate"", ""go"", ""bump"", ""damp"", ""ruin""]}, {""target2"": ""gives"", ""target2_offset"": 58, ""target2_end"": 63, ""target2_pos"": ""VBZ"", ""target2_rank"": 11, ""candidates"": [""holds"", ""pays"", ""hands"", ""contributes"", ""feeds"", ""pass"", ""commits"", ""sacrifices"", ""throws"", ""yields"", ""establishes"", ""leaves"", ""presents"", ""generates"", ""makes"", ""grants"", ""applies"", ""renders"", ""reaches"", ""gifts"", ""opens"", ""breaks"", ""returns"", ""founders""]}]",5,64
