dataset,source_target_id,source_substitute_id,clean_sentence,target_clean,substitute,prefix,suffix,target_offset,pos,label_score,num_labels,source_row_idx,target1,substitute1,target1_offset,target1_end,target2_options_json,num_target2_options,num_total_candidates2,target2,substitute2,target2_offset,target2_end,target2_pos,target2_selection_status,target2_selection_reason,sentence_with_substitute1,sentence_with_both_substitutions,reject_reason
swords,t:b51a0f93f067c3957bba6eddd9c59f619ae799f9,s:f649e161fd0b4fd5f205bc472964f45513a27361,"Tara stood stock-still, waiting for the first tiny gleam from the scout craft to
appear in the darkness of the wormhole. The gentle constant breeze of recycled
air from the vent above blew an annoying hair against her nose, but she ignored
it.

A gasp from the psychic broke her silent vigil, and she turned.",gentle,serene,"Tara stood stock-still, waiting for the first tiny gleam from the scout craft to
appear in the darkness of the wormhole. The "," constant breeze of recycled
air from the vent above blew an annoying hair against her nose, but she ignored
it.

A gasp from the psychic broke her silent vigil, and she turned.",125,ADJ,0.6,10,1047,gentle,serene,125,131,"[{""target2"": ""stood"", ""target2_offset"": 5, ""target2_end"": 10, ""target2_pos"": ""VBD"", ""target2_rank"": 1, ""candidates"": [""suffered"", ""tolerated"", ""endured"", ""resisted"", ""digested"", ""supported""]}, {""target2"": ""waiting"", ""target2_offset"": 24, ""target2_end"": 31, ""target2_pos"": ""VBG"", ""target2_rank"": 4, ""candidates"": [""awaiting"", ""expecting"", ""looking""]}, {""target2"": ""first"", ""target2_offset"": 40, ""target2_end"": 45, ""target2_pos"": ""JJ"", ""target2_rank"": 7, ""candidates"": [""foremost"", ""inaugural"", ""maiden"", ""beginning"", ""initiative""]}, {""target2"": ""scout"", ""target2_offset"": 66, ""target2_end"": 71, ""target2_pos"": ""NN"", ""target2_rank"": 12, ""candidates"": [""guide"", ""watch""]}, {""target2"": ""craft"", ""target2_offset"": 72, ""target2_end"": 77, ""target2_pos"": ""NN"", ""target2_rank"": 13, ""candidates"": [""trade"", ""cunning""]}]",5,18,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"Tara stood stock-still, waiting for the first tiny gleam from the scout craft to
appear in the darkness of the wormhole. The serene constant breeze of recycled
air from the vent above blew an annoying hair against her nose, but she ignored
it.

A gasp from the psychic broke her silent vigil, and she turned.","Tara stood stock-still, waiting for the first tiny gleam from the scout craft to
appear in the darkness of the wormhole. The serene constant breeze of recycled
air from the vent above blew an annoying hair against her nose, but she ignored
it.

A gasp from the psychic broke her silent vigil, and she turned.",target2_not_selected;missing_target2;missing_substitute2;missing_target2_offsets
swords,t:86805640ce206614bca1a1bc258b990a0b9237be,s:123948bcf0e1326c7cffb4fa809e1eabef9cd8ce,"By comparison, for the first nine months, Xerox earned $492 million, or $4.55 a share, on revenue of $12.97 billion.  

Earnings at Xerox's financial-services operations actually rose slightly, but that was largely because capital gains at Crum & Forster offset Hurricane Hugo payments and the reserves set up to cover future payments.  

Property/casualty insurance has been a tough business in recent quarters, as pricing has been cutthroat and natural disasters such as Hurricane Hugo and the California earthquake have resulted in huge payments.",slightly,marginally,"By comparison, for the first nine months, Xerox earned $492 million, or $4.55 a share, on revenue of $12.97 billion.  

Earnings at Xerox's financial-services operations actually rose ",", but that was largely because capital gains at Crum & Forster offset Hurricane Hugo payments and the reserves set up to cover future payments.  

Property/casualty insurance has been a tough business in recent quarters, as pricing has been cutthroat and natural disasters such as Hurricane Hugo and the California earthquake have resulted in huge payments.",184,ADV,0.7,10,1049,slightly,marginally,184,192,"[{""target2"": ""comparison"", ""target2_offset"": 3, ""target2_end"": 13, ""target2_pos"": ""NN"", ""target2_rank"": 1, ""candidates"": [""compare"", ""comparing"", ""equivalence""]}, {""target2"": ""first"", ""target2_offset"": 23, ""target2_end"": 28, ""target2_pos"": ""JJ"", ""target2_rank"": 5, ""candidates"": [""foremost"", ""inaugural"", ""maiden"", ""beginning"", ""initiative""]}, {""target2"": ""earned"", ""target2_offset"": 48, ""target2_end"": 54, ""target2_pos"": ""VBD"", ""target2_rank"": 10, ""candidates"": [""realized"", ""gained"", ""cleared"", ""realised""]}, {""target2"": ""share"", ""target2_offset"": 80, ""target2_end"": 85, ""target2_pos"": ""NN"", ""target2_rank"": 19, ""candidates"": [""contribution"", ""part"", ""percentage"", ""portion"", ""parcel""]}, {""target2"": ""revenue"", ""target2_offset"": 90, ""target2_end"": 97, ""target2_pos"": ""NN"", ""target2_rank"": 22, ""candidates"": [""receipts"", ""gross"", ""taxation""]}]",5,20,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"By comparison, for the first nine months, Xerox earned $492 million, or $4.55 a share, on revenue of $12.97 billion.  

Earnings at Xerox's financial-services operations actually rose marginally, but that was largely because capital gains at Crum & Forster offset Hurricane Hugo payments and the reserves set up to cover future payments.  

Property/casualty insurance has been a tough business in recent quarters, as pricing has been cutthroat and natural disasters such as Hurricane Hugo and the California earthquake have resulted in huge payments.","By comparison, for the first nine months, Xerox earned $492 million, or $4.55 a share, on revenue of $12.97 billion.  

Earnings at Xerox's financial-services operations actually rose marginally, but that was largely because capital gains at Crum & Forster offset Hurricane Hugo payments and the reserves set up to cover future payments.  

Property/casualty insurance has been a tough business in recent quarters, as pricing has been cutthroat and natural disasters such as Hurricane Hugo and the California earthquake have resulted in huge payments.",target2_not_selected;missing_target2;missing_substitute2;missing_target2_offsets
swords,t:a129d81a877113218405e290913d61ccc733299f,s:739043efc1cc923cc7688f515e4609ab15bfd9bb,"Guess what?"" 
                 My mind was on other things. ""You wish to become pregnant?",mind,thoughts,"Guess what?"" 
                 My "," was on other things. ""You wish to become pregnant?",34,NOUN,0.8,10,1052,mind,thoughts,34,38,"[{""target2"": ""other"", ""target2_offset"": 46, ""target2_end"": 51, ""target2_pos"": ""JJ"", ""target2_rank"": 8, ""candidates"": [""early"", ""former""]}, {""target2"": ""wish"", ""target2_offset"": 65, ""target2_end"": 69, ""target2_pos"": ""VBP"", ""target2_rank"": 12, ""candidates"": [""like"", ""care"", ""bid""]}, {""target2"": ""become"", ""target2_offset"": 73, ""target2_end"": 79, ""target2_pos"": ""VB"", ""target2_rank"": 14, ""candidates"": [""get"", ""go"", ""turn"", ""suit""]}, {""target2"": ""pregnant"", ""target2_offset"": 80, ""target2_end"": 88, ""target2_pos"": ""JJ"", ""target2_rank"": 15, ""candidates"": [""significant"", ""meaning""]}]",4,11,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"Guess what?"" 
                 My thoughts was on other things. ""You wish to become pregnant?","Guess what?"" 
                 My thoughts was on other things. ""You wish to become pregnant?",target2_not_selected;missing_target2;missing_substitute2;missing_target2_offsets
swords,t:f94d9ac366377c77ff831c7c1412ed414ecda6e3,s:14102496bbf77e919f2698f4cabd74acfdddbb3b,"In fiscal 1989, Elco earned $7.8 million, or $1.65 a share. The company's stock fell $1.125 to $13.625 in over-the-counter trading yesterday.",fell,descend,"In fiscal 1989, Elco earned $7.8 million, or $1.65 a share. The company's stock ", $1.125 to $13.625 in over-the-counter trading yesterday.,80,VERB,0.6,10,1055,fell,descend,80,84,"[{""target2"": ""fiscal"", ""target2_offset"": 3, ""target2_end"": 9, ""target2_pos"": ""JJ"", ""target2_rank"": 1, ""candidates"": [""financial""]}, {""target2"": ""earned"", ""target2_offset"": 21, ""target2_end"": 27, ""target2_pos"": ""VBD"", ""target2_rank"": 5, ""candidates"": [""realized"", ""gained"", ""cleared"", ""realised""]}, {""target2"": ""company"", ""target2_offset"": 64, ""target2_end"": 71, ""target2_pos"": ""NN"", ""target2_rank"": 16, ""candidates"": [""party"", ""caller"", ""fellowship"", ""society""]}, {""target2"": ""stock"", ""target2_offset"": 74, ""target2_end"": 79, ""target2_pos"": ""NN"", ""target2_rank"": 18, ""candidates"": [""livestock"", ""store"", ""fund"", ""ancestry"", ""line"", ""strain"", ""lineage"", ""inventory"", ""blood"", ""breed"", ""broth"", ""origin"", ""descent""]}]",4,22,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"In fiscal 1989, Elco earned $7.8 million, or $1.65 a share. The company's stock descend $1.125 to $13.625 in over-the-counter trading yesterday.","In fiscal 1989, Elco earned $7.8 million, or $1.65 a share. The company's stock descend $1.125 to $13.625 in over-the-counter trading yesterday.",target2_not_selected;missing_target2;missing_substitute2;missing_target2_offsets
swords,t:0b7a2575d14a7bb2f72f478d4604bd881d2eee41,s:0d77f70eba3ee518192a351879b9ce5c6d1637ed,"In the year-ago quarter, the company reported net income of $1.9 million, or 29 cents a share. The company also adopted an anti-takeover plan.",also,additionally,"In the year-ago quarter, the company reported net income of $1.9 million, or 29 cents a share. The company ", adopted an anti-takeover plan.,107,ADV,0.7,10,1057,also,additionally,107,111,"[{""target2"": ""quarter"", ""target2_offset"": 16, ""target2_end"": 23, ""target2_pos"": ""NN"", ""target2_rank"": 3, ""candidates"": [""stern"", ""tail"", ""fourth""]}, {""target2"": ""company"", ""target2_offset"": 29, ""target2_end"": 36, ""target2_pos"": ""NN"", ""target2_rank"": 6, ""candidates"": [""party"", ""caller"", ""fellowship"", ""society""]}, {""target2"": ""reported"", ""target2_offset"": 37, ""target2_end"": 45, ""target2_pos"": ""VBD"", ""target2_rank"": 7, ""candidates"": [""described"", ""covered"", ""accounted""]}, {""target2"": ""company"", ""target2_offset"": 99, ""target2_end"": 106, ""target2_pos"": ""NN"", ""target2_rank"": 21, ""candidates"": [""party"", ""caller"", ""fellowship"", ""society""]}, {""target2"": ""adopted"", ""target2_offset"": 112, ""target2_end"": 119, ""target2_pos"": ""VBD"", ""target2_rank"": 23, ""candidates"": [""assumed"", ""followed"", ""acquired"", ""borrowed"", ""embraced""]}]",5,19,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"In the year-ago quarter, the company reported net income of $1.9 million, or 29 cents a share. The company additionally adopted an anti-takeover plan.","In the year-ago quarter, the company reported net income of $1.9 million, or 29 cents a share. The company additionally adopted an anti-takeover plan.",target2_not_selected;missing_target2;missing_substitute2;missing_target2_offsets
swords,t:d9d237460c7b8f124682a848251720d3e3475b78,s:1229cd5afd1d087f3bcbd7d418c81e4c5a420f1e,"""I'll take it. Exactly as it is."" 
                 ""You will?""",Exactly,precisely,"""I'll take it. "," as it is."" 
                 ""You will?""",15,ADV,0.8,10,1060,Exactly,precisely,15,22,"[{""target2"": ""take"", ""target2_offset"": 6, ""target2_end"": 10, ""target2_pos"": ""VB"", ""target2_rank"": 3, ""candidates"": [""require"", ""bring"", ""need"", ""remove"", ""choose"", ""select"", ""have"", ""lead"", ""consider"", ""carry"", ""accept"", ""demand"", ""deal"", ""study"", ""assume"", ""involve"", ""guide"", ""aim"", ""shoot"", ""fill"", ""read"", ""direct"", ""acquire"", ""get"", ""claim"", ""learn"", ""consume"", ""film"", ""adopt""]}]",1,29,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"""I'll take it. precisely as it is."" 
                 ""You will?""","""I'll take it. precisely as it is."" 
                 ""You will?""",target2_not_selected;missing_target2;missing_substitute2;missing_target2_offsets
swords,t:1de68a66f32700a8447ab61bfafe2d912f903064,s:23a692bd9df8857b1b1a5c4da6dbfd9ac66caec5,"""What?"" 
                 ""My guess."" 
                 She batted at my nose like a cat.",guess,hypothesis,"""What?"" 
                 ""My ","."" 
                 She batted at my nose like a cat.",30,VERB,0.6,10,1068,guess,hypothesis,30,35,"[{""target2"": ""nose"", ""target2_offset"": 73, ""target2_end"": 77, ""target2_pos"": ""NN"", ""target2_rank"": 12, ""candidates"": [""nozzle""]}]",1,1,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"""What?"" 
                 ""My hypothesis."" 
                 She batted at my nose like a cat.","""What?"" 
                 ""My hypothesis."" 
                 She batted at my nose like a cat.",target2_not_selected;missing_target2;missing_substitute2;missing_target2_offsets
swords,t:0b2ceaac5b186ca976182212bb786027b686c028,s:97eb08a40f4be4729770aa53abd58fabd0274d9f,"""She handles surprise surprisingly well."" 
                 ""What would it hurt?"" 
                 ""True.",hurt,damage,"""She handles surprise surprisingly well."" 
                 ""What would it ","?"" 
                 ""True.",75,VERB,0.6,10,1070,hurt,damage,75,79,"[{""target2"": ""handles"", ""target2_offset"": 5, ""target2_end"": 12, ""target2_pos"": ""VBZ"", ""target2_rank"": 2, ""candidates"": [""deals"", ""treats"", ""covers"", ""manages"", ""cares"", ""palms"", ""address""]}]",1,7,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"""She handles surprise surprisingly well."" 
                 ""What would it damage?"" 
                 ""True.","""She handles surprise surprisingly well."" 
                 ""What would it damage?"" 
                 ""True.",target2_not_selected;missing_target2;missing_substitute2;missing_target2_offsets
swords,t:981047bca416c04a2a07efd334fb278d4ba01017,s:c2e3912ae18f2b8c20a20d7e6c9e7e5304005c10,"At Monterrey, publisher Luis Gabriel Cano, although shaken by the murders, issued a statement saying: ""We will not cease our fight against drug trafficking.
They want to terrify the press and in particular El Espectador because it has always been a torchbearer in this war.""
This comes from a man whose brother, Guillermo, was murdered in 1986.",war,conflict,"At Monterrey, publisher Luis Gabriel Cano, although shaken by the murders, issued a statement saying: ""We will not cease our fight against drug trafficking.
They want to terrify the press and in particular El Espectador because it has always been a torchbearer in this ",".""
This comes from a man whose brother, Guillermo, was murdered in 1986.",269,NOUN,0.6,10,1073,war,conflict,269,272,"[{""target2"": ""shaken"", ""target2_offset"": 52, ""target2_end"": 58, ""target2_pos"": ""VBN"", ""target2_rank"": 9, ""candidates"": [""stimulated"", ""excited"", ""agitated""]}, {""target2"": ""issued"", ""target2_offset"": 75, ""target2_end"": 81, ""target2_pos"": ""VBD"", ""target2_rank"": 14, ""candidates"": [""published"", ""emerged"", ""released""]}, {""target2"": ""statement"", ""target2_offset"": 84, ""target2_end"": 93, ""target2_pos"": ""NN"", ""target2_rank"": 16, ""candidates"": [""argument"", ""assertion"", ""command"", ""instruction""]}, {""target2"": ""saying"", ""target2_offset"": 94, ""target2_end"": 100, ""target2_pos"": ""VBG"", ""target2_rank"": 17, ""candidates"": [""telling"", ""stating"", ""ordering"", ""reading"", ""alleging""]}, {""target2"": ""cease"", ""target2_offset"": 115, ""target2_end"": 120, ""target2_pos"": ""VB"", ""target2_rank"": 23, ""candidates"": [""stop"", ""end"", ""quit"", ""finish"", ""terminate""]}]",5,20,statement,assertion,84,93,NN,selected,high-confidence synonym from provided candidates,"At Monterrey, publisher Luis Gabriel Cano, although shaken by the murders, issued a statement saying: ""We will not cease our fight against drug trafficking.
They want to terrify the press and in particular El Espectador because it has always been a torchbearer in this conflict.""
This comes from a man whose brother, Guillermo, was murdered in 1986.","At Monterrey, publisher Luis Gabriel Cano, although shaken by the murders, issued a assertion saying: ""We will not cease our fight against drug trafficking.
They want to terrify the press and in particular El Espectador because it has always been a torchbearer in this conflict.""
This comes from a man whose brother, Guillermo, was murdered in 1986.",obvious_article_error
swords,t:5926fc6fa10f32dc623838907f30b6f0faf69866,s:1b768a6c0ed4a3ee9cd807fe47d715dec5cfc8e0,"""Emil!"" She leapt up. ""I
                    did not expect you --""",leapt,jump,"""Emil!"" She "," up. ""I
                    did not expect you --""",12,VERB,0.6,10,1077,leapt,jump,12,17,"[{""target2"": ""expect"", ""target2_offset"": 53, ""target2_end"": 59, ""target2_pos"": ""VB"", ""target2_rank"": 11, ""candidates"": [""wait"", ""await"", ""require"", ""anticipate"", ""ask"", ""look"", ""bear"", ""carry""]}]",1,8,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"""Emil!"" She jump up. ""I
                    did not expect you --""","""Emil!"" She jump up. ""I
                    did not expect you --""",target2_not_selected;missing_target2;missing_substitute2;missing_target2_offsets
swords,t:b51a0f93f067c3957bba6eddd9c59f619ae799f9,s:faca8124950d2d6440cd3cc50991447693d2a7da,"Tara stood stock-still, waiting for the first tiny gleam from the scout craft to
appear in the darkness of the wormhole. The gentle constant breeze of recycled
air from the vent above blew an annoying hair against her nose, but she ignored
it.

A gasp from the psychic broke her silent vigil, and she turned.",gentle,slow,"Tara stood stock-still, waiting for the first tiny gleam from the scout craft to
appear in the darkness of the wormhole. The "," constant breeze of recycled
air from the vent above blew an annoying hair against her nose, but she ignored
it.

A gasp from the psychic broke her silent vigil, and she turned.",125,ADJ,0.6,10,1078,gentle,slow,125,131,"[{""target2"": ""stood"", ""target2_offset"": 5, ""target2_end"": 10, ""target2_pos"": ""VBD"", ""target2_rank"": 1, ""candidates"": [""suffered"", ""tolerated"", ""endured"", ""resisted"", ""digested"", ""supported""]}, {""target2"": ""waiting"", ""target2_offset"": 24, ""target2_end"": 31, ""target2_pos"": ""VBG"", ""target2_rank"": 4, ""candidates"": [""awaiting"", ""expecting"", ""looking""]}, {""target2"": ""first"", ""target2_offset"": 40, ""target2_end"": 45, ""target2_pos"": ""JJ"", ""target2_rank"": 7, ""candidates"": [""foremost"", ""inaugural"", ""maiden"", ""beginning"", ""initiative""]}, {""target2"": ""scout"", ""target2_offset"": 66, ""target2_end"": 71, ""target2_pos"": ""NN"", ""target2_rank"": 12, ""candidates"": [""guide"", ""watch""]}, {""target2"": ""craft"", ""target2_offset"": 72, ""target2_end"": 77, ""target2_pos"": ""NN"", ""target2_rank"": 13, ""candidates"": [""trade"", ""cunning""]}]",5,18,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"Tara stood stock-still, waiting for the first tiny gleam from the scout craft to
appear in the darkness of the wormhole. The slow constant breeze of recycled
air from the vent above blew an annoying hair against her nose, but she ignored
it.

A gasp from the psychic broke her silent vigil, and she turned.","Tara stood stock-still, waiting for the first tiny gleam from the scout craft to
appear in the darkness of the wormhole. The slow constant breeze of recycled
air from the vent above blew an annoying hair against her nose, but she ignored
it.

A gasp from the psychic broke her silent vigil, and she turned.",target2_not_selected;missing_target2;missing_substitute2;missing_target2_offsets
swords,t:819ccec896941bef0f55f5d4b8b2506567fc7ae1,s:e69d2632aa604156a61d2606bf34c9f8edb16c2a,"""Well. What's this more-famous-than-me person like?"" 
                 ""I didn't meet him, jealous old one.""",person,man,"""Well. What's this more-famous-than-me "," like?"" 
                 ""I didn't meet him, jealous old one.""",39,NOUN,0.7,10,1085,person,man,39,45,"[{""target2"": ""meet"", ""target2_offset"": 81, ""target2_end"": 85, ""target2_pos"": ""VB"", ""target2_rank"": 14, ""candidates"": [""see"", ""encounter"", ""assemble"", ""fit"", ""satisfy"", ""gather"", ""fill"", ""touch"", ""fulfill"", ""fulfil"", ""receive"", ""converge"", ""play"", ""match"", ""suffer"", ""contact""]}]",1,16,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"""Well. What's this more-famous-than-me man like?"" 
                 ""I didn't meet him, jealous old one.""","""Well. What's this more-famous-than-me man like?"" 
                 ""I didn't meet him, jealous old one.""",target2_not_selected;missing_target2;missing_substitute2;missing_target2_offsets
swords,t:dd2fe3877f7880fbd7226a63dc7018b35abbe4fa,s:6ff27d2d2d67ff3042ca3b52bf357f7b74da2b09,"His pointed ears swiveled back and forth,
catching every sound from the bridge, while his long tail swished to the rhythm
of his thoughts. Only those of the Arrallin Insurrection inner team knew he was
no common 'beta furry'. His silken fur, which would be tawny golden and striped
with jet black bands, was dyed perfectly to a pure black, and his mane trimmed
and thinned as to be indistinguishable from the rest of his coat.",team,circle,"His pointed ears swiveled back and forth,
catching every sound from the bridge, while his long tail swished to the rhythm
of his thoughts. Only those of the Arrallin Insurrection inner "," knew he was
no common 'beta furry'. His silken fur, which would be tawny golden and striped
with jet black bands, was dyed perfectly to a pure black, and his mane trimmed
and thinned as to be indistinguishable from the rest of his coat.",185,NOUN,0.6,10,1087,team,circle,185,189,"[{""target2"": ""ears"", ""target2_offset"": 12, ""target2_end"": 16, ""target2_pos"": ""NNS"", ""target2_rank"": 2, ""candidates"": [""spikes""]}, {""target2"": ""back"", ""target2_offset"": 26, ""target2_end"": 30, ""target2_pos"": ""RB"", ""target2_rank"": 4, ""candidates"": [""backward"", ""backwards""]}, {""target2"": ""catching"", ""target2_offset"": 42, ""target2_end"": 50, ""target2_pos"": ""VBG"", ""target2_rank"": 8, ""candidates"": [""watching"", ""capturing"", ""viewing"", ""charming"", ""arresting"", ""fascinating""]}, {""target2"": ""sound"", ""target2_offset"": 57, ""target2_end"": 62, ""target2_pos"": ""NN"", ""target2_rank"": 10, ""candidates"": [""audio"", ""phone""]}, {""target2"": ""bridge"", ""target2_offset"": 72, ""target2_end"": 78, ""target2_pos"": ""NN"", ""target2_rank"": 13, ""candidates"": [""span""]}]",5,12,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"His pointed ears swiveled back and forth,
catching every sound from the bridge, while his long tail swished to the rhythm
of his thoughts. Only those of the Arrallin Insurrection inner circle knew he was
no common 'beta furry'. His silken fur, which would be tawny golden and striped
with jet black bands, was dyed perfectly to a pure black, and his mane trimmed
and thinned as to be indistinguishable from the rest of his coat.","His pointed ears swiveled back and forth,
catching every sound from the bridge, while his long tail swished to the rhythm
of his thoughts. Only those of the Arrallin Insurrection inner circle knew he was
no common 'beta furry'. His silken fur, which would be tawny golden and striped
with jet black bands, was dyed perfectly to a pure black, and his mane trimmed
and thinned as to be indistinguishable from the rest of his coat.",target2_not_selected;missing_target2;missing_substitute2;missing_target2_offsets
swords,t:750a6be101bd70db13bae209d0eee5e12b407869,s:375bca625b1b53b14b53c39d9d3c577893f55f68,"Tara stood stock-still, waiting for the first tiny gleam from the scout craft to
appear in the darkness of the wormhole. The gentle constant breeze of recycled
air from the vent above blew an annoying hair against her nose, but she ignored
it.",stood,remain,Tara ," stock-still, waiting for the first tiny gleam from the scout craft to
appear in the darkness of the wormhole. The gentle constant breeze of recycled
air from the vent above blew an annoying hair against her nose, but she ignored
it.",5,VERB,0.7,10,1088,stood,remain,5,10,"[{""target2"": ""waiting"", ""target2_offset"": 24, ""target2_end"": 31, ""target2_pos"": ""VBG"", ""target2_rank"": 4, ""candidates"": [""awaiting"", ""expecting"", ""looking""]}, {""target2"": ""first"", ""target2_offset"": 40, ""target2_end"": 45, ""target2_pos"": ""JJ"", ""target2_rank"": 7, ""candidates"": [""foremost"", ""inaugural"", ""maiden"", ""beginning"", ""initiative""]}, {""target2"": ""scout"", ""target2_offset"": 66, ""target2_end"": 71, ""target2_pos"": ""NN"", ""target2_rank"": 12, ""candidates"": [""guide"", ""watch""]}, {""target2"": ""craft"", ""target2_offset"": 72, ""target2_end"": 77, ""target2_pos"": ""NN"", ""target2_rank"": 13, ""candidates"": [""trade"", ""cunning""]}, {""target2"": ""appear"", ""target2_offset"": 81, ""target2_end"": 87, ""target2_pos"": ""VB"", ""target2_rank"": 15, ""candidates"": [""seem"", ""look""]}]",5,14,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"Tara remain stock-still, waiting for the first tiny gleam from the scout craft to
appear in the darkness of the wormhole. The gentle constant breeze of recycled
air from the vent above blew an annoying hair against her nose, but she ignored
it.","Tara remain stock-still, waiting for the first tiny gleam from the scout craft to
appear in the darkness of the wormhole. The gentle constant breeze of recycled
air from the vent above blew an annoying hair against her nose, but she ignored
it.",target2_not_selected;missing_target2;missing_substitute2;missing_target2_offsets
swords,t:95a029c9dece2f8a5729555cdc88996e91c92d19,s:de372b048540f1af2a7b3cb807197d65dba41c75,"You see the inspiration for my latest play, ""Captured Moments."" The mindwipe
                    will take its creation from my future self --but time too often does that
                    without aid. The play's second act concludes with the last fight between Tasha
                    and me.",take,draw,"You see the inspiration for my latest play, ""Captured Moments."" The mindwipe
                    will "," its creation from my future self --but time too often does that
                    without aid. The play's second act concludes with the last fight between Tasha
                    and me.",102,VERB,0.6,10,1089,take,draw,102,106,"[{""target2"": ""inspiration"", ""target2_offset"": 12, ""target2_end"": 23, ""target2_pos"": ""NN"", ""target2_rank"": 3, ""candidates"": [""inhalation"", ""intake"", ""stirring"", ""aspiration""]}, {""target2"": ""latest"", ""target2_offset"": 31, ""target2_end"": 37, ""target2_pos"": ""JJS"", ""target2_rank"": 6, ""candidates"": [""late"", ""previous"", ""recent"", ""former"", ""later""]}, {""target2"": ""play"", ""target2_offset"": 38, ""target2_end"": 42, ""target2_pos"": ""NN"", ""target2_rank"": 7, ""candidates"": [""drama"", ""turn"", ""gambling"", ""fun"", ""bid"", ""sport"", ""gaming"", ""maneuver""]}, {""target2"": ""creation"", ""target2_offset"": 111, ""target2_end"": 119, ""target2_pos"": ""NN"", ""target2_rank"": 18, ""candidates"": [""world"", ""universe"", ""founding"", ""conception"", ""existence"", ""initiation"", ""institution"", ""foundation"", ""innovation"", ""introduction""]}, {""target2"": ""future"", ""target2_offset"": 128, ""target2_end"": 134, ""target2_pos"": ""NN"", ""target2_rank"": 21, ""candidates"": [""hereafter""]}]",5,28,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"You see the inspiration for my latest play, ""Captured Moments."" The mindwipe
                    will draw its creation from my future self --but time too often does that
                    without aid. The play's second act concludes with the last fight between Tasha
                    and me.","You see the inspiration for my latest play, ""Captured Moments."" The mindwipe
                    will draw its creation from my future self --but time too often does that
                    without aid. The play's second act concludes with the last fight between Tasha
                    and me.",target2_not_selected;missing_target2;missing_substitute2;missing_target2_offsets
swords,t:e75fab9e2cbf0c77f57251d787fd0c348a43a56f,s:bf8907d57863defebf952d4a89255650ece13563,"Odd-year elections attract relatively few ballot issues. But the 1989 fall total of 80, while well below 1988 activity, shows ""a steady ratcheting up in citizen referenda and initiatives,"" says Patrick McGuigan, editor of Family, Law and Democracy Report. He says the 10 citizen-sparked issues on state ballots this fall represent the most in any odd-year this decade.",shows,indicate,"Odd-year elections attract relatively few ballot issues. But the 1989 fall total of 80, while well below 1988 activity, "," ""a steady ratcheting up in citizen referenda and initiatives,"" says Patrick McGuigan, editor of Family, Law and Democracy Report. He says the 10 citizen-sparked issues on state ballots this fall represent the most in any odd-year this decade.",120,VERB,0.6,10,1090,shows,indicate,120,125,"[{""target2"": ""attract"", ""target2_offset"": 19, ""target2_end"": 26, ""target2_pos"": ""VBP"", ""target2_rank"": 2, ""candidates"": [""pull"", ""appeal"", ""draw""]}, {""target2"": ""relatively"", ""target2_offset"": 27, ""target2_end"": 37, ""target2_pos"": ""RB"", ""target2_rank"": 3, ""candidates"": [""comparatively""]}, {""target2"": ""ballot"", ""target2_offset"": 42, ""target2_end"": 48, ""target2_pos"": ""NN"", ""target2_rank"": 5, ""candidates"": [""vote"", ""voting""]}, {""target2"": ""fall"", ""target2_offset"": 70, ""target2_end"": 74, ""target2_pos"": ""NN"", ""target2_rank"": 10, ""candidates"": [""autumn"", ""dusk"", ""drop"", ""dip"", ""pin"", ""spill"", ""decline"", ""descent"", ""surrender""]}, {""target2"": ""total"", ""target2_offset"": 75, ""target2_end"": 80, ""target2_pos"": ""NN"", ""target2_rank"": 11, ""candidates"": [""amount"", ""sum"", ""aggregate"", ""totality""]}]",5,19,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"Odd-year elections attract relatively few ballot issues. But the 1989 fall total of 80, while well below 1988 activity, indicate ""a steady ratcheting up in citizen referenda and initiatives,"" says Patrick McGuigan, editor of Family, Law and Democracy Report. He says the 10 citizen-sparked issues on state ballots this fall represent the most in any odd-year this decade.","Odd-year elections attract relatively few ballot issues. But the 1989 fall total of 80, while well below 1988 activity, indicate ""a steady ratcheting up in citizen referenda and initiatives,"" says Patrick McGuigan, editor of Family, Law and Democracy Report. He says the 10 citizen-sparked issues on state ballots this fall represent the most in any odd-year this decade.",target2_not_selected;missing_target2;missing_substitute2;missing_target2_offsets
