dataset,source_target_id,source_substitute_id,clean_sentence,target_clean,substitute,prefix,suffix,target_offset,pos,label_score,num_labels,source_row_idx,target1,substitute1,target1_offset,target1_end,target2_options_json,num_target2_options,num_total_candidates2,target2,substitute2,target2_offset,target2_end,target2_pos,target2_selection_status,target2_selection_reason,sentence_with_substitute1,sentence_with_both_substitutions
swords,t:fe1b75f8c8f905c481bc77cd221a12e7e5b7d2c7,s:6d8fcd6ffeff5038c736bba495123591baf4ecbe,"(I do
                    not remember any of this well, just now, nor do I care to. Those who are truly
                    curious may look at the last act of ""Captured Moments."") I remember suggesting,
                    with characteristic tact, that she add Emil to her small list of major
                    accomplishments.",last,concluding,"(I do
                    not remember any of this well, just now, nor do I care to. Those who are truly
                    curious may look at the "," act of ""Captured Moments."") I remember suggesting,
                    with characteristic tact, that she add Emil to her small list of major
                    accomplishments.",149,ADJ,0.7,10,1113,last,concluding,149,153,"[{""target2"": ""remember"", ""target2_offset"": 30, ""target2_end"": 38, ""target2_pos"": ""VB"", ""target2_rank"": 4, ""candidates"": [""recall"", ""think"", ""commend"", ""retrieve""]}, {""target2"": ""just"", ""target2_offset"": 57, ""target2_end"": 61, ""target2_pos"": ""RB"", ""target2_rank"": 10, ""candidates"": [""only"", ""merely"", ""simply"", ""hardly"", ""exactly"", ""precisely"", ""barely"", ""scarcely"", ""but"", ""scarce""]}, {""target2"": ""care"", ""target2_offset"": 76, ""target2_end"": 80, ""target2_pos"": ""VB"", ""target2_rank"": 16, ""candidates"": [""like"", ""handle"", ""wish"", ""worry"", ""manage"", ""deal""]}, {""target2"": ""truly"", ""target2_offset"": 99, ""target2_end"": 104, ""target2_pos"": ""RB"", ""target2_rank"": 21, ""candidates"": [""really"", ""sincerely"", ""genuinely""]}, {""target2"": ""curious"", ""target2_offset"": 125, ""target2_end"": 132, ""target2_pos"": ""JJ"", ""target2_rank"": 22, ""candidates"": [""funny"", ""queer"", ""peculiar"", ""odd"", ""singular"", ""rum""]}]",5,29,remember,recall,30,38,VB,selected,high-confidence synonym from provided candidates,"(I do
                    not remember any of this well, just now, nor do I care to. Those who are truly
                    curious may look at the concluding act of ""Captured Moments."") I remember suggesting,
                    with characteristic tact, that she add Emil to her small list of major
                    accomplishments.","(I do
                    not recall any of this well, just now, nor do I care to. Those who are truly
                    curious may look at the concluding act of ""Captured Moments."") I remember suggesting,
                    with characteristic tact, that she add Emil to her small list of major
                    accomplishments."
swords,t:ceb80fcbd5574b4bf5e3eacd11c70de37425eeb5,s:9a2f95df2101953fe68960226199598d9e5598d3,"Her brows drew
                    together, creasing the lovely, caramel-colored skin around her eyes and showing
                    the pattern for an old woman's wrinkles on her forehead. Her lower lip (a trifle
                    too narrow for her face, perhaps her only physical flaw) thrust forward slightly
                    as she started to speak. She caught herself, slid her jaw infinitesimally back
                    into place, and said, ""You don't like it?""",flaw,blemish,"Her brows drew
                    together, creasing the lovely, caramel-colored skin around her eyes and showing
                    the pattern for an old woman's wrinkles on her forehead. Her lower lip (a trifle
                    too narrow for her face, perhaps her only physical ",") thrust forward slightly
                    as she started to speak. She caught herself, slid her jaw infinitesimally back
                    into place, and said, ""You don't like it?""",287,NOUN,0.6,10,1114,flaw,blemish,287,291,"[{""target2"": ""brows"", ""target2_offset"": 4, ""target2_end"": 9, ""target2_pos"": ""NNS"", ""target2_rank"": 1, ""candidates"": [""eyebrows""]}, {""target2"": ""drew"", ""target2_offset"": 10, ""target2_end"": 14, ""target2_pos"": ""VB"", ""target2_rank"": 2, ""candidates"": [""describe"", ""pull"", ""make"", ""attract"", ""draw"", ""depict"", ""tie"", ""trace"", ""absorb"", ""pass"", ""run"", ""string"", ""drag"", ""puff"", ""force"", ""get"", ""cast"", ""line"", ""suck"", ""guide"", ""thread"", ""quarter"", ""withdraw""]}, {""target2"": ""lovely"", ""target2_offset"": 58, ""target2_end"": 64, ""target2_pos"": ""JJ"", ""target2_rank"": 7, ""candidates"": [""adorable""]}, {""target2"": ""skin"", ""target2_offset"": 82, ""target2_end"": 86, ""target2_pos"": ""NN"", ""target2_rank"": 10, ""candidates"": [""hide"", ""peel""]}, {""target2"": ""eyes"", ""target2_offset"": 98, ""target2_end"": 102, ""target2_pos"": ""NNS"", ""target2_rank"": 13, ""candidates"": [""centers"", ""hearts"", ""optics"", ""centres""]}]",5,31,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"Her brows drew
                    together, creasing the lovely, caramel-colored skin around her eyes and showing
                    the pattern for an old woman's wrinkles on her forehead. Her lower lip (a trifle
                    too narrow for her face, perhaps her only physical blemish) thrust forward slightly
                    as she started to speak. She caught herself, slid her jaw infinitesimally back
                    into place, and said, ""You don't like it?""","Her brows drew
                    together, creasing the lovely, caramel-colored skin around her eyes and showing
                    the pattern for an old woman's wrinkles on her forehead. Her lower lip (a trifle
                    too narrow for her face, perhaps her only physical blemish) thrust forward slightly
                    as she started to speak. She caught herself, slid her jaw infinitesimally back
                    into place, and said, ""You don't like it?"""
swords,t:feb880489e26bf28722619f0edf46abfae3dc278,s:620c36828799e74d1af974768b2871215b671564,"""This is cosmetic?"" 
                 ""He's not that ugly. I think they're his natural features.""",ugly,unlovely,"""This is cosmetic?"" 
                 ""He's not that ",". I think they're his natural features.""",53,ADJ,0.6,10,1115,ugly,unlovely,53,57,"[{""target2"": ""cosmetic"", ""target2_offset"": 9, ""target2_end"": 17, ""target2_pos"": ""JJ"", ""target2_rank"": 3, ""candidates"": [""decorative""]}, {""target2"": ""think"", ""target2_offset"": 61, ""target2_end"": 66, ""target2_pos"": ""VBP"", ""target2_rank"": 13, ""candidates"": [""remember"", ""believe"", ""recall"", ""guess"", ""intend"", ""suppose"", ""mean"", ""imagine"", ""conceive"", ""reckon"", ""consider"", ""retrieve""]}, {""target2"": ""natural"", ""target2_offset"": 79, ""target2_end"": 86, ""target2_pos"": ""JJ"", ""target2_rank"": 17, ""candidates"": [""raw"", ""born"", ""rude"", ""innate""]}, {""target2"": ""features"", ""target2_offset"": 87, ""target2_end"": 95, ""target2_pos"": ""NNS"", ""target2_rank"": 18, ""candidates"": [""characteristics""]}]",4,18,cosmetic,decorative,9,17,JJ,selected,high-confidence synonym from provided candidates,"""This is cosmetic?"" 
                 ""He's not that unlovely. I think they're his natural features.""","""This is decorative?"" 
                 ""He's not that unlovely. I think they're his natural features."""
swords,t:b55d3c3c6c9b30319e30e74b72548d1f13897077,s:38d14b28592c42bc796175f43cc93b10f676200d,"Concerned about shrinking landfills and the safety of chemicals used in super-absorbent disposables, parents are returning to the cloth diaper. Tiny Tots Inc., Campbell, Calif., says business is up 35% in the past year. ""We're gaining 1,200 new customers each week,"" says Jack Mogavero of General Health Care Corp., Piscataway, N.J. In Syracuse, N.Y., DyDee Service's new marketing push stresses environmental awareness.",business,biz,"Concerned about shrinking landfills and the safety of chemicals used in super-absorbent disposables, parents are returning to the cloth diaper. Tiny Tots Inc., Campbell, Calif., says "," is up 35% in the past year. ""We're gaining 1,200 new customers each week,"" says Jack Mogavero of General Health Care Corp., Piscataway, N.J. In Syracuse, N.Y., DyDee Service's new marketing push stresses environmental awareness.",183,NOUN,0.6,10,1116,business,biz,183,191,"[{""target2"": ""shrinking"", ""target2_offset"": 16, ""target2_end"": 25, ""target2_pos"": ""VBG"", ""target2_rank"": 2, ""candidates"": [""reducing"", ""contracting""]}, {""target2"": ""safety"", ""target2_offset"": 44, ""target2_end"": 50, ""target2_pos"": ""NN"", ""target2_rank"": 6, ""candidates"": [""guard"", ""safe"", ""condom"", ""refuge"", ""rubber"", ""prophylactic""]}, {""target2"": ""used"", ""target2_offset"": 64, ""target2_end"": 68, ""target2_pos"": ""VBN"", ""target2_rank"": 9, ""candidates"": [""employed"", ""utilized"", ""expended"", ""practiced""]}, {""target2"": ""returning"", ""target2_offset"": 113, ""target2_end"": 122, ""target2_pos"": ""VBG"", ""target2_rank"": 16, ""candidates"": [""giving"", ""yielding"", ""recalling"", ""generating"", ""rendering"", ""delivering"", ""falling"", ""passing""]}, {""target2"": ""cloth"", ""target2_offset"": 130, ""target2_end"": 135, ""target2_pos"": ""NN"", ""target2_rank"": 19, ""candidates"": [""fabric"", ""textile"", ""material""]}]",5,23,used,employed,64,68,VBN,selected,contextual verb synonym from provided candidates,"Concerned about shrinking landfills and the safety of chemicals used in super-absorbent disposables, parents are returning to the cloth diaper. Tiny Tots Inc., Campbell, Calif., says biz is up 35% in the past year. ""We're gaining 1,200 new customers each week,"" says Jack Mogavero of General Health Care Corp., Piscataway, N.J. In Syracuse, N.Y., DyDee Service's new marketing push stresses environmental awareness.","Concerned about shrinking landfills and the safety of chemicals employed in super-absorbent disposables, parents are returning to the cloth diaper. Tiny Tots Inc., Campbell, Calif., says biz is up 35% in the past year. ""We're gaining 1,200 new customers each week,"" says Jack Mogavero of General Health Care Corp., Piscataway, N.J. In Syracuse, N.Y., DyDee Service's new marketing push stresses environmental awareness."
swords,t:e151b880e6ab6d3800aead3b8ad6dc39ec3445e1,s:f21714c8bee2608a0edcdcd319236811d414f4dd,"Call me
                    Bernardo."" 
                 ""If you wish."" 
                 ""I beg you, change the color of the walls, at the very least.""",wish,want,"Call me
                    Bernardo."" 
                 ""If you ","."" 
                 ""I beg you, change the color of the walls, at the very least.""",65,VERB,0.7,10,1117,wish,want,65,69,"[{""target2"": ""Call"", ""target2_offset"": 0, ""target2_end"": 4, ""target2_pos"": ""VB"", ""target2_rank"": 0, ""candidates"": [""Name"", ""Predict"", ""Cry"", ""Visit"", ""Phone"", ""Promise"", ""Ring"", ""Address""]}, {""target2"": ""change"", ""target2_offset"": 102, ""target2_end"": 108, ""target2_pos"": ""VB"", ""target2_rank"": 14, ""candidates"": [""vary"", ""alter"", ""exchange"", ""convert"", ""switch"", ""transfer"", ""shift"", ""modify"", ""commute"", ""interchange""]}, {""target2"": ""color"", ""target2_offset"": 113, ""target2_end"": 118, ""target2_pos"": ""NN"", ""target2_rank"": 16, ""candidates"": [""gloss"", ""colour"", ""coloring""]}, {""target2"": ""very"", ""target2_offset"": 140, ""target2_end"": 144, ""target2_pos"": ""RB"", ""target2_rank"": 23, ""candidates"": [""real"", ""really""]}]",4,23,color,colour,113,118,NN,selected,high-confidence synonym from provided candidates,"Call me
                    Bernardo."" 
                 ""If you want."" 
                 ""I beg you, change the color of the walls, at the very least.""","Call me
                    Bernardo."" 
                 ""If you want."" 
                 ""I beg you, change the colour of the walls, at the very least."""
swords,t:6a1547a9a934239c137afc5d3a3b6d6691ea028c,s:aec51b9d2f41fce1e8da5b6582a546e4630068f5,"From the
                    living room, the view of the beach struck me with such intensity that Tasha
                    asked if I felt ill. All I could say was, ""No. I'm in love.""",say,express,"From the
                    living room, the view of the beach struck me with such intensity that Tasha
                    asked if I felt ill. All I could "," was, ""No. I'm in love.""",158,VERB,0.8,10,1118,say,express,158,161,"[{""target2"": ""living"", ""target2_offset"": 29, ""target2_end"": 35, ""target2_pos"": ""NN"", ""target2_rank"": 2, ""candidates"": [""life"", ""support"", ""livelihood"", ""keep"", ""animation""]}, {""target2"": ""room"", ""target2_offset"": 36, ""target2_end"": 40, ""target2_pos"": ""NN"", ""target2_rank"": 3, ""candidates"": [""way""]}, {""target2"": ""view"", ""target2_offset"": 46, ""target2_end"": 50, ""target2_pos"": ""NN"", ""target2_rank"": 6, ""candidates"": [""opinion"", ""position"", ""scene"", ""horizon"", ""sentiment"", ""perspective"", ""sight"", ""aspect"", ""vista"", ""survey"", ""thought"", ""prospect""]}, {""target2"": ""struck"", ""target2_offset"": 64, ""target2_end"": 70, ""target2_pos"": ""VBD"", ""target2_rank"": 10, ""candidates"": [""impressed"", ""discovered"", ""moved"", ""assumed"", ""excised"", ""coined"", ""affected"", ""attained"", ""scratched""]}, {""target2"": ""intensity"", ""target2_offset"": 84, ""target2_end"": 93, ""target2_pos"": ""NN"", ""target2_rank"": 14, ""candidates"": [""volume"", ""strength"", ""saturation""]}]",5,30,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"From the
                    living room, the view of the beach struck me with such intensity that Tasha
                    asked if I felt ill. All I could express was, ""No. I'm in love.""","From the
                    living room, the view of the beach struck me with such intensity that Tasha
                    asked if I felt ill. All I could express was, ""No. I'm in love."""
swords,t:9ffe14d8673986e306b4225a45fb421c068adb3b,s:03112fbc93969a38401573819a0671c33a62861c,"He's not even bringing them back through for a face to face
briefing. He says we should come through now, immediately, before the probe is
reported late.""

""Harmon, tell that good for nothing son of a beta to get his hindquarters
through the gate and back here NOW, or I'll open fire on him when we come back
through.""",immediately,hurried,"He's not even bringing them back through for a face to face
briefing. He says we should come through now, ",", before the probe is
reported late.""

""Harmon, tell that good for nothing son of a beta to get his hindquarters
through the gate and back here NOW, or I'll open fire on him when we come back
through.""",106,ADV,0.6,10,1119,immediately,hurried,106,117,"[{""target2"": ""even"", ""target2_offset"": 9, ""target2_end"": 13, ""target2_pos"": ""RB"", ""target2_rank"": 3, ""candidates"": [""still"", ""yet""]}, {""target2"": ""bringing"", ""target2_offset"": 14, ""target2_end"": 22, ""target2_pos"": ""VBG"", ""target2_rank"": 4, ""candidates"": [""bring"", ""taking"", ""contributing"", ""adding"", ""lending"", ""landing"", ""working"", ""playing"", ""conveying""]}, {""target2"": ""back"", ""target2_offset"": 28, ""target2_end"": 32, ""target2_pos"": ""RP"", ""target2_rank"": 6, ""candidates"": [""backward"", ""backwards""]}, {""target2"": ""face"", ""target2_offset"": 47, ""target2_end"": 51, ""target2_pos"": ""NN"", ""target2_rank"": 10, ""candidates"": [""look"", ""expression"", ""side"", ""brass"", ""case"", ""font"", ""cheek"", ""nerve"", ""aspect""]}, {""target2"": ""face"", ""target2_offset"": 55, ""target2_end"": 59, ""target2_pos"": ""VB"", ""target2_rank"": 12, ""candidates"": [""confront"", ""front"", ""look"", ""present""]}]",5,26,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"He's not even bringing them back through for a face to face
briefing. He says we should come through now, hurried, before the probe is
reported late.""

""Harmon, tell that good for nothing son of a beta to get his hindquarters
through the gate and back here NOW, or I'll open fire on him when we come back
through.""","He's not even bringing them back through for a face to face
briefing. He says we should come through now, hurried, before the probe is
reported late.""

""Harmon, tell that good for nothing son of a beta to get his hindquarters
through the gate and back here NOW, or I'll open fire on him when we come back
through."""
swords,t:74c737504674670ffe053a972a93173a4f44cca6,s:05f775e755a55a6728fefc0123dccd7f9a76f61d,"Tiny Tots Inc., Campbell, Calif., says business is up 35% in the past year. ""We're gaining 1,200 new customers each week,"" says Jack Mogavero of General Health Care Corp., Piscataway, N.J. In Syracuse, N.Y., DyDee Service's new marketing push stresses environmental awareness. Among its new customers: day-care centers that previously spurned the service.",push,initiative,"Tiny Tots Inc., Campbell, Calif., says business is up 35% in the past year. ""We're gaining 1,200 new customers each week,"" says Jack Mogavero of General Health Care Corp., Piscataway, N.J. In Syracuse, N.Y., DyDee Service's new marketing ", stresses environmental awareness. Among its new customers: day-care centers that previously spurned the service.,238,NOUN,0.7,10,1120,push,initiative,238,242,"[{""target2"": ""says"", ""target2_offset"": 34, ""target2_end"": 38, ""target2_pos"": ""VBZ"", ""target2_rank"": 8, ""candidates"": [""tells"", ""states"", ""orders"", ""reads"", ""alleges""]}, {""target2"": ""business"", ""target2_offset"": 39, ""target2_end"": 47, ""target2_pos"": ""NN"", ""target2_rank"": 9, ""candidates"": [""job"", ""occupation"", ""line"", ""concern""]}, {""target2"": ""past"", ""target2_offset"": 65, ""target2_end"": 69, ""target2_pos"": ""JJ"", ""target2_rank"": 16, ""candidates"": [""retiring"", ""preceding""]}, {""target2"": ""gaining"", ""target2_offset"": 83, ""target2_end"": 90, ""target2_pos"": ""VBG"", ""target2_rank"": 21, ""candidates"": [""reaching"", ""earning"", ""making"", ""deriving"", ""advancing"", ""realizing"", ""clearing"", ""acquiring"", ""gathering""]}, {""target2"": ""customers"", ""target2_offset"": 101, ""target2_end"": 110, ""target2_pos"": ""NNS"", ""target2_rank"": 24, ""candidates"": [""clients""]}]",5,21,says,states,34,38,VBZ,selected,high-confidence synonym from provided candidates,"Tiny Tots Inc., Campbell, Calif., says business is up 35% in the past year. ""We're gaining 1,200 new customers each week,"" says Jack Mogavero of General Health Care Corp., Piscataway, N.J. In Syracuse, N.Y., DyDee Service's new marketing initiative stresses environmental awareness. Among its new customers: day-care centers that previously spurned the service.","Tiny Tots Inc., Campbell, Calif., states business is up 35% in the past year. ""We're gaining 1,200 new customers each week,"" says Jack Mogavero of General Health Care Corp., Piscataway, N.J. In Syracuse, N.Y., DyDee Service's new marketing initiative stresses environmental awareness. Among its new customers: day-care centers that previously spurned the service."
swords,t:018546220a94317a9aea7a103f7786ed2c4df356,s:33182b86b6f779f315ff2a1b9e723d52f062dc37,"But I was probably only looking at
                    my reflection in the capturador's lens. Had he said then that I should use it on
                    myself, I might have. 
                 That moment passed.",use,try,"But I was probably only looking at
                    my reflection in the capturador's lens. Had he said then that I should "," it on
                    myself, I might have. 
                 That moment passed.",126,VERB,0.9,10,1121,use,try,126,129,"[{""target2"": ""probably"", ""target2_offset"": 10, ""target2_end"": 18, ""target2_pos"": ""RB"", ""target2_rank"": 3, ""candidates"": [""likely""]}, {""target2"": ""only"", ""target2_offset"": 19, ""target2_end"": 23, ""target2_pos"": ""RB"", ""target2_rank"": 4, ""candidates"": [""just"", ""merely"", ""simply"", ""alone"", ""solely"", ""exclusively"", ""but"", ""entirely""]}, {""target2"": ""looking"", ""target2_offset"": 24, ""target2_end"": 31, ""target2_pos"": ""VBG"", ""target2_rank"": 5, ""candidates"": [""seeming"", ""appearing"", ""waiting"", ""awaiting"", ""facing"", ""expecting"", ""searching"", ""attending"", ""counting"", ""depending"", ""calculating""]}, {""target2"": ""reflection"", ""target2_offset"": 58, ""target2_end"": 68, ""target2_pos"": ""NN"", ""target2_rank"": 8, ""candidates"": [""expression"", ""observation"", ""manifestation""]}, {""target2"": ""said"", ""target2_offset"": 102, ""target2_end"": 106, ""target2_pos"": ""VBD"", ""target2_rank"": 16, ""candidates"": [""stated"", ""supposed"", ""ordered"", ""alleged"", ""pronounced"", ""articulated""]}]",5,29,only,just,19,23,RB,selected,contextual adverb synonym from provided candidates,"But I was probably only looking at
                    my reflection in the capturador's lens. Had he said then that I should try it on
                    myself, I might have. 
                 That moment passed.","But I was probably just looking at
                    my reflection in the capturador's lens. Had he said then that I should try it on
                    myself, I might have. 
                 That moment passed."
swords,t:d547ce3c6733d12a04f245307f79bf8c36b4e1de,s:fb505fbef737fdc808fe07aa0014b3f2fe226c85,"""He's not that ugly. I think they're his natural features."" 
                 ""Interesting.""",natural,genuine,"""He's not that ugly. I think they're his "," features."" 
                 ""Interesting.""",41,ADJ,0.6,10,1122,natural,genuine,41,48,"[{""target2"": ""think"", ""target2_offset"": 23, ""target2_end"": 28, ""target2_pos"": ""VBP"", ""target2_rank"": 7, ""candidates"": [""remember"", ""believe"", ""recall"", ""guess"", ""intend"", ""suppose"", ""mean"", ""imagine"", ""conceive"", ""reckon"", ""consider"", ""retrieve""]}]",1,12,think,believe,23,28,VBP,selected,contextual cognition-verb synonym from provided candidates,"""He's not that ugly. I think they're his genuine features."" 
                 ""Interesting.""","""He's not that ugly. I believe they're his genuine features."" 
                 ""Interesting."""
swords,t:9ce1572d4787ba291097c0b2066de3847b0072cd,s:8dfdd14266e6644358c1a8f59ed41e9440b65129,"""And stop calling me 'señor'. Not even Los Mundos is so polite. Call me
                    Bernardo.""",polite,gracious,"""And stop calling me 'señor'. Not even Los Mundos is so ",". Call me
                    Bernardo.""",56,ADJ,0.6,10,1123,polite,gracious,56,62,"[{""target2"": ""stop"", ""target2_offset"": 5, ""target2_end"": 9, ""target2_pos"": ""VB"", ""target2_rank"": 2, ""candidates"": [""end"", ""cease"", ""quit"", ""finish"", ""halt"", ""block"", ""bar"", ""intercept"", ""break"", ""arrest"", ""terminate"", ""check"", ""contain"", ""blockade""]}, {""target2"": ""calling"", ""target2_offset"": 10, ""target2_end"": 17, ""target2_pos"": ""VBG"", ""target2_rank"": 3, ""candidates"": [""naming"", ""predicting"", ""screaming"", ""yelling"", ""shouting"", ""crying"", ""visiting"", ""promising"", ""ring"", ""addressing""]}, {""target2"": ""even"", ""target2_offset"": 34, ""target2_end"": 38, ""target2_pos"": ""RB"", ""target2_rank"": 7, ""candidates"": [""still"", ""yet""]}, {""target2"": ""Call"", ""target2_offset"": 64, ""target2_end"": 68, ""target2_pos"": ""NNP"", ""target2_rank"": 13, ""candidates"": [""Cry"", ""Song"", ""Claim""]}]",4,29,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"""And stop calling me 'señor'. Not even Los Mundos is so gracious. Call me
                    Bernardo.""","""And stop calling me 'señor'. Not even Los Mundos is so gracious. Call me
                    Bernardo."""
swords,t:974ad8f66efff1a80fa0773f42182f29ff33c2c4,s:046164d2af17d424d2b707c6f7e5b9af2a0c0c81,"Subcontractors will be offered a settlement and a swift transition to new management is expected to avert an exodus of skilled workers from Waertsilae Marine's two big shipyards, government officials said.  

Under an accord signed yesterday, the government and Union Bank of Finland would become major shareholders in the new company, each injecting 100 million Finnish markkaa ($23.5 million). Oy Waertsilae is to contribute 200 million markkaa, most of it as subordinated debt, and take a minority stake in the new company.",accord,agreement,"Subcontractors will be offered a settlement and a swift transition to new management is expected to avert an exodus of skilled workers from Waertsilae Marine's two big shipyards, government officials said.  

Under an "," signed yesterday, the government and Union Bank of Finland would become major shareholders in the new company, each injecting 100 million Finnish markkaa ($23.5 million). Oy Waertsilae is to contribute 200 million markkaa, most of it as subordinated debt, and take a minority stake in the new company.",218,NOUN,0.6,10,1124,accord,agreement,218,224,"[{""target2"": ""offered"", ""target2_offset"": 23, ""target2_end"": 30, ""target2_pos"": ""VBN"", ""target2_rank"": 3, ""candidates"": [""extended"", ""provided"", ""proffered"", ""volunteered"", ""proposed""]}, {""target2"": ""settlement"", ""target2_offset"": 33, ""target2_end"": 43, ""target2_pos"": ""NN"", ""target2_rank"": 5, ""candidates"": [""village"", ""colony"", ""resolution"", ""closure"", ""colonization""]}, {""target2"": ""swift"", ""target2_offset"": 50, ""target2_end"": 55, ""target2_pos"": ""JJ"", ""target2_rank"": 8, ""candidates"": [""fleet""]}, {""target2"": ""transition"", ""target2_offset"": 56, ""target2_end"": 66, ""target2_pos"": ""NN"", ""target2_rank"": 9, ""candidates"": [""conversion"", ""passage"", ""modulation""]}, {""target2"": ""management"", ""target2_offset"": 74, ""target2_end"": 84, ""target2_pos"": ""NN"", ""target2_rank"": 12, ""candidates"": [""direction""]}]",5,15,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"Subcontractors will be offered a settlement and a swift transition to new management is expected to avert an exodus of skilled workers from Waertsilae Marine's two big shipyards, government officials said.  

Under an agreement signed yesterday, the government and Union Bank of Finland would become major shareholders in the new company, each injecting 100 million Finnish markkaa ($23.5 million). Oy Waertsilae is to contribute 200 million markkaa, most of it as subordinated debt, and take a minority stake in the new company.","Subcontractors will be offered a settlement and a swift transition to new management is expected to avert an exodus of skilled workers from Waertsilae Marine's two big shipyards, government officials said.  

Under an agreement signed yesterday, the government and Union Bank of Finland would become major shareholders in the new company, each injecting 100 million Finnish markkaa ($23.5 million). Oy Waertsilae is to contribute 200 million markkaa, most of it as subordinated debt, and take a minority stake in the new company."
swords,t:52b58f4ebfc8b1f2d03279f947e20ae81af0b90f,s:c759955d62b873d039dfc32a0f8779272bf0abbb,"First of America Bank Corp. said it completed its acquisition of Midwest Financial Group Inc. for about $250 million. First of America, which now has 45 banks and $12.5 billion in assets, announced an agreement to acquire the Peoria, Ill., bank holding company in January.",said,affirm,First of America Bank Corp. ," it completed its acquisition of Midwest Financial Group Inc. for about $250 million. First of America, which now has 45 banks and $12.5 billion in assets, announced an agreement to acquire the Peoria, Ill., bank holding company in January.",28,VERB,0.7,10,1125,said,affirm,28,32,"[{""target2"": ""First"", ""target2_offset"": 0, ""target2_end"": 5, ""target2_pos"": ""NNP"", ""target2_rank"": 0, ""candidates"": [""Beginning"", ""Start"", ""Low"", ""Offset""]}, {""target2"": ""America"", ""target2_offset"": 9, ""target2_end"": 16, ""target2_pos"": ""NNP"", ""target2_rank"": 2, ""candidates"": [""Us""]}, {""target2"": ""Bank"", ""target2_offset"": 17, ""target2_end"": 21, ""target2_pos"": ""NNP"", ""target2_rank"": 3, ""candidates"": [""Cant""]}, {""target2"": ""completed"", ""target2_offset"": 36, ""target2_end"": 45, ""target2_pos"": ""VBD"", ""target2_rank"": 7, ""candidates"": [""finished"", ""discharged"", ""dispatched""]}, {""target2"": ""acquisition"", ""target2_offset"": 50, ""target2_end"": 61, ""target2_pos"": ""NN"", ""target2_rank"": 9, ""candidates"": [""skill"", ""learning"", ""attainment"", ""accomplishment""]}]",5,13,completed,finished,36,45,VBD,selected,high-confidence synonym from provided candidates,"First of America Bank Corp. affirm it completed its acquisition of Midwest Financial Group Inc. for about $250 million. First of America, which now has 45 banks and $12.5 billion in assets, announced an agreement to acquire the Peoria, Ill., bank holding company in January.","First of America Bank Corp. affirm it finished its acquisition of Midwest Financial Group Inc. for about $250 million. First of America, which now has 45 banks and $12.5 billion in assets, announced an agreement to acquire the Peoria, Ill., bank holding company in January."
swords,t:70791c7688a670ab68807d9e6ca9ac75a688a7d0,s:89cb2bee39cbc7f1506be76cd9b2c8e0cab572f3,"No successor was named, and Mr. Reupke's duties will be split among three other senior Reuters executives, the company said.  

In a telephone interview, Mr. Reupke said his departure was for ""personal reasons,"" which he declined to specify. ""There is no business reason for my departure,"" nor any disagreement over policy, he added.",interview,talk,"No successor was named, and Mr. Reupke's duties will be split among three other senior Reuters executives, the company said.  

In a telephone ",", Mr. Reupke said his departure was for ""personal reasons,"" which he declined to specify. ""There is no business reason for my departure,"" nor any disagreement over policy, he added.",143,NOUN,0.6,10,1126,interview,talk,143,152,"[{""target2"": ""successor"", ""target2_offset"": 3, ""target2_end"": 12, ""target2_pos"": ""NN"", ""target2_rank"": 1, ""candidates"": [""heir"", ""replacement""]}, {""target2"": ""named"", ""target2_offset"": 17, ""target2_end"": 22, ""target2_pos"": ""VBN"", ""target2_rank"": 3, ""candidates"": [""called"", ""mentioned"", ""listed"", ""cited"", ""appointed"", ""diagnosed"", ""described"", ""constituted"", ""nominated"", ""discovered"", ""distinguished""]}, {""target2"": ""duties"", ""target2_offset"": 41, ""target2_end"": 47, ""target2_pos"": ""NNS"", ""target2_rank"": 9, ""candidates"": [""responsibilities"", ""obligations"", ""tariffs""]}, {""target2"": ""split"", ""target2_offset"": 56, ""target2_end"": 61, ""target2_pos"": ""VBN"", ""target2_rank"": 12, ""candidates"": [""divided"", ""separated"", ""parted"", ""cleaved""]}, {""target2"": ""other"", ""target2_offset"": 74, ""target2_end"": 79, ""target2_pos"": ""JJ"", ""target2_rank"": 15, ""candidates"": [""early"", ""former""]}]",5,22,named,called,17,22,VBN,selected,high-confidence synonym from provided candidates,"No successor was named, and Mr. Reupke's duties will be split among three other senior Reuters executives, the company said.  

In a telephone talk, Mr. Reupke said his departure was for ""personal reasons,"" which he declined to specify. ""There is no business reason for my departure,"" nor any disagreement over policy, he added.","No successor was called, and Mr. Reupke's duties will be split among three other senior Reuters executives, the company said.  

In a telephone talk, Mr. Reupke said his departure was for ""personal reasons,"" which he declined to specify. ""There is no business reason for my departure,"" nor any disagreement over policy, he added."
