row_idx,dataset,sentence,changed_sentence_two,target1,substitute1,target1_offset,target1_end,target2,substitute2,target2_offset,target2_end,orig1_logp,orig2_logp,orig_two_logp,ind_sub1_logp,ind_sub2_logp,sub_two_independent_logp,independent_score,seq_sub1_logp,seq_sub2_logp,sub_two_sequential_logp,sequential_score,orig_context_mean_nll,sub_context_mean_nll,orig_context_sum_nll,sub_context_sum_nll,orig_context_num_tokens,sub_context_num_tokens,context_score,orig_sentence_avg_logp,sub_sentence_avg_logp,whole_sentence_avg_logp_score,orig1_token_ids,orig2_token_ids,ind_sub1_token_ids,ind_sub2_token_ids,seq_sub1_token_ids,seq_sub2_token_ids,orig1_tokens,orig2_tokens,ind_sub1_tokens,ind_sub2_tokens,seq_sub1_tokens,seq_sub2_tokens
215,prolex,"in the past the numbers of cars was very little respect today, few people had the car only the most rich of the village, today everybody has a.car.","in the past the numbers of automobiles was very little respect today, few people had the car only the most rich of the community, today everybody has a.car.",village,community,112,119,cars,automobiles,27,31,-6.15625,-5.875,-12.03125,-5.53125,-8.6875,-14.21875,2.1875,-5.9375,-8.6875,-14.625,2.59375,4.5751953125,4.620361328125,146.40625,147.8515625,32,32,0.045166015625,-4.5751953125,-4.620361328125,0.045166015625,[7773],[8458],[3114],[45056],[3114],[45056],"[""Ġvillage""]","[""Ġcars""]","[""Ġcommunity""]","[""Ġautomobiles""]","[""Ġcommunity""]","[""Ġautomobiles""]"
216,prolex,but after buying it i found it was a big mistake to buy it because it spent only one week and after that it completely destroyed.,but after purchasing it i found it was a big mistake to buy it because it spent only one week and after that it utterly destroyed.,completely,utterly,108,118,buying,purchasing,10,16,-5.71875,-6.65625,-12.375,-12.375,-7.9375,-20.3125,7.9375,-12.0625,-7.96875,-20.03125,7.65625,3.1612079326923075,3.4359975961538463,82.19140625,89.3359375,26,26,0.27478966346153877,-3.1612079326923075,-3.4359975961538463,0.27478966346153877,[4336],[11280],[23228],[21016],[23228],[21016],"[""Ġcompletely""]","[""Ġbuying""]","[""Ġutterly""]","[""Ġpurchasing""]","[""Ġutterly""]","[""Ġpurchasing""]"
217,prolex,but after buying it i found it was a big mistake to buy it because it spent only one week and after that it completely destroyed.,but after purchasing it i found it was a big mistake to buy it because it spent only one week and after that it totally destroyed.,completely,totally,108,118,buying,purchasing,10,16,-5.71875,-6.65625,-12.375,-6.03125,-7.9375,-13.96875,1.59375,-5.8125,-7.96875,-13.78125,1.40625,3.1612079326923075,3.229266826923077,82.19140625,83.9609375,26,26,0.0680588942307696,-3.1612079326923075,-3.229266826923077,0.0680588942307696,[4336],[11280],[9106],[21016],[9106],[21016],"[""Ġcompletely""]","[""Ġbuying""]","[""Ġtotally""]","[""Ġpurchasing""]","[""Ġtotally""]","[""Ġpurchasing""]"
218,prolex,but after buying it i found it was a big mistake to buy it because it spent only one week and after that it completely destroyed.,but after purchasing it i found it was a big mistake to buy it because it spent only one week and after that it fully destroyed.,completely,fully,108,118,buying,purchasing,10,16,-5.71875,-6.65625,-12.375,-9.1875,-7.9375,-17.125,4.75,-8.9375,-7.96875,-16.90625,4.53125,3.1612079326923075,3.352764423076923,82.19140625,87.171875,26,26,0.19155649038461542,-3.1612079326923075,-3.352764423076923,0.19155649038461542,[4336],[11280],[4751],[21016],[4751],[21016],"[""Ġcompletely""]","[""Ġbuying""]","[""Ġfully""]","[""Ġpurchasing""]","[""Ġfully""]","[""Ġpurchasing""]"
219,prolex,but after buying it i found it was a big mistake to buy it because it spent only one week and after that it completely destroyed.,but after purchasing it i found it was a big mistake to buy it because it spent only one week and after that it entirely destroyed.,completely,entirely,108,118,buying,purchasing,10,16,-5.71875,-6.65625,-12.375,-10.9375,-7.9375,-18.875,6.5,-10.3125,-7.96875,-18.28125,5.90625,3.1612079326923075,3.4161658653846154,82.19140625,88.8203125,26,26,0.25495793269230793,-3.1612079326923075,-3.4161658653846154,0.25495793269230793,[4336],[11280],[7094],[21016],[7094],[21016],"[""Ġcompletely""]","[""Ġbuying""]","[""Ġentirely""]","[""Ġpurchasing""]","[""Ġentirely""]","[""Ġpurchasing""]"
220,prolex,"So in summary, young people enjoy life more than older people not only because they have enough time and spirits but they also meet and accept some new ways of enjoying life.","So in summary, youthful people enjoy life more than older people not only because they have enough time and energy but they also meet and accept some new ways of enjoying life.",spirits,energy,105,112,young,youthful,15,20,-11.6875,-9.75,-21.4375,-0.984375,-14.375,-15.359375,-6.078125,-0.875,-14.375,-15.25,-6.1875,3.587180397727273,3.412405303030303,118.376953125,112.609375,33,33,-0.17477509469696972,-3.587180397727273,-3.412405303030303,-0.17477509469696972,[19851],[2872],[2341],[44098],[2341],[44098],"[""Ġspirits""]","[""Ġyoung""]","[""Ġenergy""]","[""Ġyouthful""]","[""Ġenergy""]","[""Ġyouthful""]"
221,prolex,"So in summary, young people enjoy life more than older people not only because they have enough time and spirits but they also meet and accept some new ways of enjoying life.","So in summary, youthful people enjoy life more than older people not only because they have enough time and enthusiasm but they also meet and accept some new ways of enjoying life.",spirits,enthusiasm,105,112,young,youthful,15,20,-11.6875,-9.75,-21.4375,-6.25,-14.375,-20.625,-0.8125,-6.125,-14.375,-20.5,-0.9375,3.587180397727273,3.5665838068181817,118.376953125,117.697265625,33,33,-0.020596590909091272,-3.587180397727273,-3.5665838068181817,-0.020596590909091272,[19851],[2872],[23027],[44098],[23027],[44098],"[""Ġspirits""]","[""Ġyoung""]","[""Ġenthusiasm""]","[""Ġyouthful""]","[""Ġenthusiasm""]","[""Ġyouthful""]"
223,prolex,"So in summary, young people enjoy life more than older people not only because they have enough time and spirits but they also meet and accept some new ways of enjoying life.","So in summary, youthful people enjoy life more than older people not only because they have enough time and vitality but they also meet and accept some new ways of enjoying life.",spirits,vitality,105,112,young,youthful,15,20,-11.6875,-9.75,-21.4375,-6.4375,-14.375,-20.8125,-0.625,-6.0,-14.375,-20.375,-1.0625,3.587180397727273,3.569602272727273,118.376953125,117.796875,33,33,-0.017578125,-3.587180397727273,-3.569602272727273,-0.017578125,[19851],[2872],[47065],[44098],[47065],[44098],"[""Ġspirits""]","[""Ġyoung""]","[""Ġvitality""]","[""Ġyouthful""]","[""Ġvitality""]","[""Ġyouthful""]"
227,prolex,Because the truth of the thing is always the right way for everything.,Because the reality of the thing is invariably the right way for everything.,truth,reality,12,17,always,invariably,34,40,-6.96875,-6.53125,-13.5,-7.65625,-10.875,-18.53125,5.03125,-7.65625,-11.5625,-19.21875,5.71875,3.6688701923076925,4.269681490384615,47.6953125,55.505859375,13,13,0.6008112980769225,-3.6688701923076925,-4.269681490384615,0.6008112980769225,[5083],[1900],[6612],[37504],[6612],[37504],"[""Ġtruth""]","[""Ġalways""]","[""Ġreality""]","[""Ġinvariably""]","[""Ġreality""]","[""Ġinvariably""]"
228,prolex,Because the truth of the thing is always the right way for everything.,Because the fact of the thing is invariably the right way for everything.,truth,fact,12,17,always,invariably,34,40,-6.96875,-6.53125,-13.5,-6.96875,-10.875,-17.84375,4.34375,-6.96875,-12.25,-19.21875,5.71875,3.6688701923076925,4.1416766826923075,47.6953125,53.841796875,13,13,0.472806490384615,-3.6688701923076925,-4.1416766826923075,0.472806490384615,[5083],[1900],[958],[37504],[958],[37504],"[""Ġtruth""]","[""Ġalways""]","[""Ġfact""]","[""Ġinvariably""]","[""Ġfact""]","[""Ġinvariably""]"
229,prolex,Because the truth of the thing is always the right way for everything.,Because the authenticity of the thing is invariably the right way for everything.,truth,authenticity,12,17,always,invariably,34,40,-6.96875,-6.53125,-13.5,-10.8125,-10.875,-21.6875,8.1875,-10.75,-9.6875,-20.4375,6.9375,3.6688701923076925,4.4227764423076925,47.6953125,57.49609375,13,13,0.75390625,-3.6688701923076925,-4.4227764423076925,0.75390625,[5083],[1900],[40318],[37504],[40318],[37504],"[""Ġtruth""]","[""Ġalways""]","[""Ġauthenticity""]","[""Ġinvariably""]","[""Ġauthenticity""]","[""Ġinvariably""]"
231,prolex,"On the other hand, for the boy it is also a great pleasure to be able to watch tv instead of working.","On the other hand, for the lad it is likewise a great pleasure to be able to watch tv instead of working.",boy,lad,27,30,also,likewise,37,41,-9.6875,-4.125,-13.8125,-10.9375,-8.25,-19.1875,5.375,-10.875,-8.1875,-19.0625,5.25,2.997489597486413,3.392774498980978,68.9422607421875,78.0338134765625,23,23,0.39528490149456497,-2.997489597486413,-3.392774498980978,0.39528490149456497,[5006],[671],[9931],[21223],[9931],[21223],"[""Ġboy""]","[""Ġalso""]","[""Ġlad""]","[""Ġlikewise""]","[""Ġlad""]","[""Ġlikewise""]"
233,prolex,"On the other hand, for the boy it is also a great pleasure to be able to watch tv instead of working.","On the other hand, for the kid it is likewise a great pleasure to be able to watch tv instead of working.",boy,kid,27,30,also,likewise,37,41,-9.6875,-4.125,-13.8125,-9.5625,-8.25,-17.8125,4.0,-9.625,-8.375,-18.0,4.1875,2.997489597486413,3.316148840862772,68.9422607421875,76.27142333984375,23,23,0.31865924337635887,-2.997489597486413,-3.316148840862772,0.31865924337635887,[5006],[671],[5772],[21223],[5772],[21223],"[""Ġboy""]","[""Ġalso""]","[""Ġkid""]","[""Ġlikewise""]","[""Ġkid""]","[""Ġlikewise""]"
234,prolex,"On the other hand, for the boy it is also a great pleasure to be able to watch tv instead of working.","On the other hand, for the child it is likewise a great pleasure to be able to watch tv instead of working.",boy,child,27,30,also,likewise,37,41,-9.6875,-4.125,-13.8125,-7.75,-8.25,-16.0,2.1875,-7.75,-8.5625,-16.3125,2.5,2.997489597486413,3.2057388969089673,68.9422607421875,73.73199462890625,23,23,0.2082492994225542,-2.997489597486413,-3.2057388969089673,0.2082492994225542,[5006],[671],[1429],[21223],[1429],[21223],"[""Ġboy""]","[""Ġalso""]","[""Ġchild""]","[""Ġlikewise""]","[""Ġchild""]","[""Ġlikewise""]"
235,prolex,"On the other hand, for the boy it is also a great pleasure to be able to watch tv instead of working.","On the other hand, for the youth it is likewise a great pleasure to be able to watch tv instead of working.",boy,youth,27,30,also,likewise,37,41,-9.6875,-4.125,-13.8125,-8.75,-8.25,-17.0,3.1875,-8.75,-8.625,-17.375,3.5625,2.997489597486413,3.359980044157609,68.9422607421875,77.279541015625,23,23,0.3624904466711958,-2.997489597486413,-3.359980044157609,0.3624904466711958,[5006],[671],[8920],[21223],[8920],[21223],"[""Ġboy""]","[""Ġalso""]","[""Ġyouth""]","[""Ġlikewise""]","[""Ġyouth""]","[""Ġlikewise""]"
236,prolex,"But I still did not give up, I said we could ask the salesman whether the MP3 was good or not.","But I still did not give up, I stated we could question the salesman whether the MP3 was good or not.",ask,question,45,48,said,stated,31,35,-5.625,-4.46875,-10.09375,-11.125,-10.25,-21.375,11.28125,-9.875,-10.3125,-20.1875,10.09375,3.4146728515625,3.8881429036458335,81.9521484375,93.3154296875,24,24,0.4734700520833335,-3.4146728515625,-3.8881429036458335,0.4734700520833335,[1642],[753],[1953],[4767],[1953],[4767],"[""Ġask""]","[""Ġsaid""]","[""Ġquestion""]","[""Ġstated""]","[""Ġquestion""]","[""Ġstated""]"
237,prolex,"But I still did not give up, I said we could ask the salesman whether the MP3 was good or not.","But I still did not give up, I stated we could consult the salesman whether the MP3 was good or not.",ask,consult,45,48,said,stated,31,35,-5.625,-4.46875,-10.09375,-9.1875,-10.25,-19.4375,9.34375,-8.0625,-10.3125,-18.375,8.28125,3.4146728515625,3.8516031901041665,81.9521484375,92.4384765625,24,24,0.4369303385416665,-3.4146728515625,-3.8516031901041665,0.4369303385416665,[1642],[753],[7279],[4767],[7279],[4767],"[""Ġask""]","[""Ġsaid""]","[""Ġconsult""]","[""Ġstated""]","[""Ġconsult""]","[""Ġstated""]"
238,prolex,In the thirty years before nearly there was no car used but it became more common,In the thirty years before almost there was no car used but it became more usual,nearly,almost,27,33,common,usual,75,81,-10.75,-1.7109375,-12.4609375,-10.5,-6.34375,-16.84375,4.3828125,-10.4375,-6.4375,-16.875,4.4140625,4.801822916666667,4.968489583333334,72.02734375,74.52734375,15,15,0.16666666666666696,-4.801822916666667,-4.968489583333334,0.16666666666666696,[4829],[1846],[2761],[7312],[2761],[7312],"[""Ġnearly""]","[""Ġcommon""]","[""Ġalmost""]","[""Ġusual""]","[""Ġalmost""]","[""Ġusual""]"
239,prolex,In the thirty years before nearly there was no car used but it became more common,In the thirty years before virtually there was no car used but it became more usual,nearly,virtually,27,33,common,usual,75,81,-10.75,-1.7109375,-12.4609375,-12.375,-6.34375,-18.71875,6.2578125,-12.375,-6.28125,-18.65625,6.1953125,4.801822916666667,5.294010416666667,72.02734375,79.41015625,15,15,0.4921875,-4.801822916666667,-5.294010416666667,0.4921875,[4829],[1846],[14257],[7312],[14257],[7312],"[""Ġnearly""]","[""Ġcommon""]","[""Ġvirtually""]","[""Ġusual""]","[""Ġvirtually""]","[""Ġusual""]"
240,prolex,In the thirty years before nearly there was no car used but it became more common,In the thirty years before practically there was no car used but it became more usual,nearly,practically,27,33,common,usual,75,81,-10.75,-1.7109375,-12.4609375,-14.0,-6.34375,-20.34375,7.8828125,-13.9375,-6.09375,-20.03125,7.5703125,4.801822916666667,5.320572916666666,72.02734375,79.80859375,15,15,0.5187499999999998,-4.801822916666667,-5.320572916666666,0.5187499999999998,[4829],[1846],[18236],[7312],[18236],[7312],"[""Ġnearly""]","[""Ġcommon""]","[""Ġpractically""]","[""Ġusual""]","[""Ġpractically""]","[""Ġusual""]"
243,prolex,I think that this is true because it is a key to success in making experiences and learning from your mistakes and problems and then improving yourself.,I believe that this is true because it is a key to success in making experiences and learning from your errors and problems and then improving yourself.,mistakes,errors,102,110,think,believe,2,7,-1.2109375,-3.234375,-4.4453125,-5.46875,-5.125,-10.59375,6.1484375,-5.78125,-5.125,-10.90625,6.4609375,3.529513888888889,3.5966435185185186,95.296875,97.109375,27,27,0.06712962962962976,-3.529513888888889,-3.5966435185185186,0.06712962962962976,[16503],[1158],[6332],[2868],[6332],[2868],"[""Ġmistakes""]","[""Ġthink""]","[""Ġerrors""]","[""Ġbelieve""]","[""Ġerrors""]","[""Ġbelieve""]"
245,prolex,At the same time cars' models are increased.,At the same time automobiles' designs are increased.,models,designs,23,29,cars,automobiles,17,21,-7.03125,-12.0625,-19.09375,-5.90625,-14.125,-20.03125,0.9375,-6.25,-14.125,-20.375,1.28125,4.557210286458333,4.907904730902778,41.014892578125,44.171142578125,9,9,0.35069444444444464,-4.557210286458333,-4.907904730902778,0.35069444444444464,[3210],[8458],[11809],[45056],[11809],[45056],"[""Ġmodels""]","[""Ġcars""]","[""Ġdesigns""]","[""Ġautomobiles""]","[""Ġdesigns""]","[""Ġautomobiles""]"
246,prolex,there was only 1 blade and not all the guns that were shown in the spot.,there was just 1 blade and not all the guns that were shown in the location.,spot,location,67,71,only,just,10,14,-9.5,-4.25,-13.75,-11.0625,-5.15625,-16.21875,2.46875,-11.1875,-5.1875,-16.375,2.625,3.959716796875,4.3533935546875,63.35546875,69.654296875,16,16,0.3936767578125,-3.959716796875,-4.3533935546875,0.3936767578125,[6308],[760],[4328],[816],[4328],[816],"[""Ġspot""]","[""Ġonly""]","[""Ġlocation""]","[""Ġjust""]","[""Ġlocation""]","[""Ġjust""]"
247,prolex,there was only 1 blade and not all the guns that were shown in the spot.,there was just 1 blade and not all the guns that were shown in the place.,spot,place,67,71,only,just,10,14,-9.5,-4.25,-13.75,-10.5,-5.15625,-15.65625,1.90625,-10.375,-5.1875,-15.5625,1.8125,3.959716796875,4.2869873046875,63.35546875,68.591796875,16,16,0.3272705078125,-3.959716796875,-4.2869873046875,0.3272705078125,[6308],[760],[1659],[816],[1659],[816],"[""Ġspot""]","[""Ġonly""]","[""Ġplace""]","[""Ġjust""]","[""Ġplace""]","[""Ġjust""]"
248,prolex,there was only 1 blade and not all the guns that were shown in the spot.,there was just 1 blade and not all the guns that were shown in the site.,spot,site,67,71,only,just,10,14,-9.5,-4.25,-13.75,-9.3125,-5.15625,-14.46875,0.71875,-9.5,-5.1875,-14.6875,0.9375,3.959716796875,4.2210693359375,63.35546875,67.537109375,16,16,0.2613525390625,-3.959716796875,-4.2210693359375,0.2613525390625,[6308],[760],[2670],[816],[2670],[816],"[""Ġspot""]","[""Ġonly""]","[""Ġsite""]","[""Ġjust""]","[""Ġsite""]","[""Ġjust""]"
249,prolex,"They are different kinds of people, some of them like to live their lives just the way they have","They are dissimilar sorts of people, some of them like to live their lives just the way they have",kinds,sorts,19,24,different,dissimilar,9,18,-4.5,-6.3125,-10.8125,-7.59375,-11.75,-19.34375,8.53125,-9.3125,-11.75,-21.0625,10.25,2.4786312705592106,3.208958675986842,47.093994140625,60.97021484375,19,19,0.7303274054276314,-2.4786312705592106,-3.208958675986842,0.7303274054276314,[9351],[1027],[16308],[43110],[16308],[43110],"[""Ġkinds""]","[""Ġdifferent""]","[""Ġsorts""]","[""Ġdissimilar""]","[""Ġsorts""]","[""Ġdissimilar""]"
250,prolex,"They are different kinds of people, some of them like to live their lives just the way they have","They are dissimilar types of people, some of them like to live their lives just the way they have",kinds,types,19,24,different,dissimilar,9,18,-4.5,-6.3125,-10.8125,-3.765625,-11.75,-15.515625,4.703125,-6.5,-11.75,-18.25,7.4375,2.4786312705592106,3.07421875,47.093994140625,58.41015625,19,19,0.5955874794407894,-2.4786312705592106,-3.07421875,0.5955874794407894,[9351],[1027],[3510],[43110],[3510],[43110],"[""Ġkinds""]","[""Ġdifferent""]","[""Ġtypes""]","[""Ġdissimilar""]","[""Ġtypes""]","[""Ġdissimilar""]"
251,prolex,In this case the advertising is used to increase the selling of unsing the little child that when they see something that looks beautiful,In this case the advertising is used to increase the marketing of unsing the small child that when they see something that looks beautiful,selling,marketing,53,60,little,small,75,81,-7.03125,-9.6875,-16.71875,-7.0625,-8.5,-15.5625,-1.15625,-7.03125,-8.375,-15.40625,-1.3125,4.669759114583333,4.75830078125,112.07421875,114.19921875,24,24,0.08854166666666696,-4.669759114583333,-4.75830078125,0.08854166666666696,[10156],[1652],[9137],[1355],[9137],[1355],"[""Ġselling""]","[""Ġlittle""]","[""Ġmarketing""]","[""Ġsmall""]","[""Ġmarketing""]","[""Ġsmall""]"
252,prolex,In this case the advertising is used to increase the selling of unsing the little child that when they see something that looks beautiful,In this case the advertising is used to increase the promotion of unsing the small child that when they see something that looks beautiful,selling,promotion,53,60,little,small,75,81,-7.03125,-9.6875,-16.71875,-8.125,-8.5,-16.625,-0.09375,-8.125,-8.5625,-16.6875,-0.03125,4.669759114583333,4.742757161458333,112.07421875,113.826171875,24,24,0.072998046875,-4.669759114583333,-4.742757161458333,0.072998046875,[10156],[1652],[14892],[1355],[14892],[1355],"[""Ġselling""]","[""Ġlittle""]","[""Ġpromotion""]","[""Ġsmall""]","[""Ġpromotion""]","[""Ġsmall""]"
253,prolex,This means that young people tend to enjoy a fashionable life and fashion brands target not old women but young women.,This means that youthful people tend to enjoy a fashionable life and fashion brands target not old ladies but young women.,women,ladies,96,101,young,youthful,16,21,-4.0,-8.875,-12.875,-5.1875,-13.8125,-19.0,6.125,-5.59375,-13.8125,-19.40625,6.53125,4.144728887648809,4.435965401785714,87.039306640625,93.1552734375,21,21,0.2912365141369051,-4.144728887648809,-4.435965401785714,0.2912365141369051,[2255],[2872],[16901],[44098],[16901],[44098],"[""Ġwomen""]","[""Ġyoung""]","[""Ġladies""]","[""Ġyouthful""]","[""Ġladies""]","[""Ġyouthful""]"
254,prolex,"While he was doing this, he took a risk because while he was doing it, there were many mp3 players and generally people do not want to change their habits in my country.","While he was performing this, he took a risk because while he was doing it, there were many mp3 devices and generally people do not want to change their habits in my country.",players,devices,91,98,doing,performing,13,18,-1.5078125,-4.90625,-6.4140625,-5.8125,-7.0625,-12.875,6.4609375,-5.25,-7.09375,-12.34375,5.9296875,3.299587673611111,3.5777587890625,118.78515625,128.79931640625,36,36,0.27817111545138884,-3.299587673611111,-3.5777587890625,0.27817111545138884,[3773],[2509],[4095],[9591],[4095],[9591],"[""Ġplayers""]","[""Ġdoing""]","[""Ġdevices""]","[""Ġperforming""]","[""Ġdevices""]","[""Ġperforming""]"
255,prolex,"So, cars have a positive impact on the economy and I don't think that the government will try to put restrictions on this.","So, automobiles have a positive impact on the economy and I don't think that the government will attempt to put restrictions on this.",try,attempt,90,93,cars,automobiles,4,8,-3.9375,-12.25,-16.1875,-7.0,-15.0,-22.0,5.8125,-6.53125,-15.0,-21.53125,5.34375,2.7885546875,3.000966796875,69.7138671875,75.024169921875,25,25,0.21241210937499977,-2.7885546875,-3.000966796875,0.21241210937499977,[1611],[8458],[3177],[45056],[3177],[45056],"[""Ġtry""]","[""Ġcars""]","[""Ġattempt""]","[""Ġautomobiles""]","[""Ġattempt""]","[""Ġautomobiles""]"
256,prolex,"So, cars have a positive impact on the economy and I don't think that the government will try to put restrictions on this.","So, automobiles have a positive impact on the economy and I don't think that the government will aim to put restrictions on this.",try,aim,90,93,cars,automobiles,4,8,-3.9375,-12.25,-16.1875,-9.0,-15.0,-24.0,7.8125,-9.1875,-15.0,-24.1875,8.0,2.7885546875,3.10080078125,69.7138671875,77.52001953125,25,25,0.3122460937499998,-2.7885546875,-3.10080078125,0.3122460937499998,[1611],[8458],[4388],[45056],[4388],[45056],"[""Ġtry""]","[""Ġcars""]","[""Ġaim""]","[""Ġautomobiles""]","[""Ġaim""]","[""Ġautomobiles""]"
257,prolex,"So, cars have a positive impact on the economy and I don't think that the government will try to put restrictions on this.","So, automobiles have a positive impact on the economy and I don't think that the government will work to put restrictions on this.",try,work,90,93,cars,automobiles,4,8,-3.9375,-12.25,-16.1875,-6.6875,-15.0,-21.6875,5.5,-6.78125,-15.0,-21.78125,5.59375,2.7885546875,3.06330078125,69.7138671875,76.58251953125,25,25,0.27474609375000014,-2.7885546875,-3.06330078125,0.27474609375000014,[1611],[8458],[789],[45056],[789],[45056],"[""Ġtry""]","[""Ġcars""]","[""Ġwork""]","[""Ġautomobiles""]","[""Ġwork""]","[""Ġautomobiles""]"
258,prolex,There is a crucial phase in every individual's life where one has to focus on certain aspects of life.,There is a crucial phase in every person's life where one has to concentrate on certain aspects of life.,individual,person,34,44,focus,concentrate,69,74,-5.125,-5.90625,-11.03125,-3.859375,-7.46875,-11.328125,0.296875,-3.875,-7.65625,-11.53125,0.5,2.6007080078125,2.663623046875,52.01416015625,53.2724609375,20,20,0.06291503906250018,-2.6007080078125,-2.663623046875,0.06291503906250018,[2060],[2770],[1436],[21364],[1436],[21364],"[""Ġindividual""]","[""Ġfocus""]","[""Ġperson""]","[""Ġconcentrate""]","[""Ġperson""]","[""Ġconcentrate""]"
259,prolex,There is a crucial phase in every individual's life where one has to focus on certain aspects of life.,There is a crucial phase in every human's life where one has to concentrate on certain aspects of life.,individual,human,34,44,focus,concentrate,69,74,-5.125,-5.90625,-11.03125,-5.0625,-7.46875,-12.53125,1.5,-5.0625,-7.78125,-12.84375,1.8125,2.6007080078125,2.8158935546875,52.01416015625,56.31787109375,20,20,0.2151855468749999,-2.6007080078125,-2.8158935546875,0.2151855468749999,[2060],[2770],[1966],[21364],[1966],[21364],"[""Ġindividual""]","[""Ġfocus""]","[""Ġhuman""]","[""Ġconcentrate""]","[""Ġhuman""]","[""Ġconcentrate""]"
260,prolex,"for example, if the students study business at school, after they finish school.","for instance, if the students learn business at school, after they finish school.",study,learn,29,34,example,instance,4,11,-7.21875,-4.3125,-11.53125,-5.0,-3.4375,-8.4375,-3.09375,-5.0,-3.25,-8.25,-3.28125,3.5673177083333334,3.5786458333333333,53.509765625,53.6796875,15,15,0.011328124999999911,-3.5673177083333334,-3.5786458333333333,0.011328124999999911,[1263],[1650],[3037],[4227],[3037],[4227],"[""Ġstudy""]","[""Ġexample""]","[""Ġlearn""]","[""Ġinstance""]","[""Ġlearn""]","[""Ġinstance""]"
261,prolex,"for example, if the students study business at school, after they finish school.","for instance, if the students explore business at school, after they finish school.",study,explore,29,34,example,instance,4,11,-7.21875,-4.3125,-11.53125,-9.375,-3.4375,-12.8125,1.28125,-9.375,-3.25,-12.625,1.09375,3.5673177083333334,4.047395833333334,53.509765625,60.7109375,15,15,0.48007812500000036,-3.5673177083333334,-4.047395833333334,0.48007812500000036,[1263],[1650],[8338],[4227],[8338],[4227],"[""Ġstudy""]","[""Ġexample""]","[""Ġexplore""]","[""Ġinstance""]","[""Ġexplore""]","[""Ġinstance""]"
262,prolex,"To Know the ideas and concepts first would prevent the student from making a lot of mistakes that can cost him pain and disappointment, because he would probably choose the correct and convenient solution for the fact that he is taking his knowledge.","To Know the thoughts and concepts first would prevent the student from making a lot of mistakes that can cost him pain and disappointment, because he would probably choose the appropriate and convenient solution for the fact that he is taking his knowledge.",correct,appropriate,173,180,ideas,thoughts,12,17,-4.5,-9.875,-14.375,-6.90625,-10.0625,-16.96875,2.59375,-7.15625,-10.0625,-17.21875,2.84375,3.878662109375,3.946316805752841,170.6611328125,173.637939453125,44,44,0.06765469637784083,-3.878662109375,-3.946316805752841,0.06765469637784083,[3451],[5697],[4569],[7906],[4569],[7906],"[""Ġcorrect""]","[""Ġideas""]","[""Ġappropriate""]","[""Ġthoughts""]","[""Ġappropriate""]","[""Ġthoughts""]"
263,prolex,"To Know the ideas and concepts first would prevent the student from making a lot of mistakes that can cost him pain and disappointment, because he would probably choose the correct and convenient solution for the fact that he is taking his knowledge.","To Know the thoughts and concepts first would prevent the student from making a lot of mistakes that can cost him pain and disappointment, because he would probably choose the right and convenient solution for the fact that he is taking his knowledge.",correct,right,173,180,ideas,thoughts,12,17,-4.5,-9.875,-14.375,-2.953125,-10.0625,-13.015625,-1.359375,-2.71875,-10.0625,-12.78125,-1.59375,3.878662109375,3.927407004616477,170.6611328125,172.805908203125,44,44,0.04874489524147707,-3.878662109375,-3.927407004616477,0.04874489524147707,[3451],[5697],[987],[7906],[987],[7906],"[""Ġcorrect""]","[""Ġideas""]","[""Ġright""]","[""Ġthoughts""]","[""Ġright""]","[""Ġthoughts""]"
264,prolex,"To Know the ideas and concepts first would prevent the student from making a lot of mistakes that can cost him pain and disappointment, because he would probably choose the correct and convenient solution for the fact that he is taking his knowledge.","To Know the thoughts and concepts first would prevent the student from making a lot of mistakes that can cost him pain and disappointment, because he would probably choose the suitable and convenient solution for the fact that he is taking his knowledge.",correct,suitable,173,180,ideas,thoughts,12,17,-4.5,-9.875,-14.375,-9.0625,-10.0625,-19.125,4.75,-9.4375,-10.0625,-19.5,5.125,3.878662109375,3.9964766068892046,170.6611328125,175.844970703125,44,44,0.11781449751420459,-3.878662109375,-3.9964766068892046,0.11781449751420459,[3451],[5697],[7470],[7906],[7470],[7906],"[""Ġcorrect""]","[""Ġideas""]","[""Ġsuitable""]","[""Ġthoughts""]","[""Ġsuitable""]","[""Ġthoughts""]"
265,prolex,"To Know the ideas and concepts first would prevent the student from making a lot of mistakes that can cost him pain and disappointment, because he would probably choose the correct and convenient solution for the fact that he is taking his knowledge.","To Know the thoughts and concepts first would prevent the student from making a lot of mistakes that can cost him pain and disappointment, because he would probably choose the accurate and convenient solution for the fact that he is taking his knowledge.",correct,accurate,173,180,ideas,thoughts,12,17,-4.5,-9.875,-14.375,-10.875,-10.0625,-20.9375,6.5625,-10.5,-10.0625,-20.5625,6.1875,3.878662109375,4.036604447798296,170.6611328125,177.610595703125,44,44,0.15794233842329586,-3.878662109375,-4.036604447798296,0.15794233842329586,[3451],[5697],[7899],[7906],[7899],[7906],"[""Ġcorrect""]","[""Ġideas""]","[""Ġaccurate""]","[""Ġthoughts""]","[""Ġaccurate""]","[""Ġthoughts""]"
