row_idx,dataset,sentence,changed_sentence,prefix,suffix,target,substitute,orig_logp,sub_logp,orig_nll,sub_nll,score,orig_token_ids,sub_token_ids,orig_tokens,sub_tokens,orig_num_tokens,sub_num_tokens,orig_context_mean_nll,sub_context_mean_nll,orig_context_sum_nll,sub_context_sum_nll,orig_context_num_tokens,sub_context_num_tokens,context_score,orig_context_avg_logp,sub_context_avg_logp,context_logp_score
209,prolex,"Also, it is bad not only for customers but also for producers to make poor products.","Also, it is bad not only for customers but also for manufacturers to make poor products.","Also, it is bad not only for customers but also for ", to make poor products.,producers,manufacturers,-6.40625,-4.59375,6.40625,4.59375,-1.8125,[18014],[16596],"[""Ġproducers""]","[""Ġmanufacturers""]",1,1,3.203125,3.015625,54.5,51.25,17,17,-0.1875,-3.203125,-3.015625,-0.1875
210,prolex,"Also, it is bad not only for customers but also for producers to make poor products.","Also, it is bad not only for customers but also for makers to make poor products.","Also, it is bad not only for customers but also for ", to make poor products.,producers,makers,-6.40625,-8.5625,6.40625,8.5625,2.15625,[18014],[22741],"[""Ġproducers""]","[""Ġmakers""]",1,1,3.203125,3.234375,54.5,55.0,17,17,0.03125,-3.203125,-3.234375,0.03125
211,prolex,Our cultures are very different and our imaginations of morals are also very different.,Our traditions are very different and our imaginations of morals are also very different.,Our , are very different and our imaginations of morals are also very different.,cultures,traditions,-9.5625,-9.875,9.5625,9.875,0.3125,[11048],[21188],"[""Ġcultures""]","[""Ġtraditions""]",1,1,3.328125,3.5625,53.25,57.0,16,16,0.234375,-3.328125,-3.5625,0.234375
212,prolex,Our cultures are very different and our imaginations of morals are also very different.,Our customs are very different and our imaginations of morals are also very different.,Our , are very different and our imaginations of morals are also very different.,cultures,customs,-9.5625,-8.875,9.5625,8.875,-0.6875,[11048],[25828],"[""Ġcultures""]","[""Ġcustoms""]",1,1,3.328125,3.671875,53.25,58.75,16,16,0.34375,-3.328125,-3.671875,0.34375
213,prolex,Our cultures are very different and our imaginations of morals are also very different.,Our societies are very different and our imaginations of morals are also very different.,Our , are very different and our imaginations of morals are also very different.,cultures,societies,-9.5625,-10.125,9.5625,10.125,0.5625,[11048],[21262],"[""Ġcultures""]","[""Ġsocieties""]",1,1,3.328125,3.46875,53.25,55.5,16,16,0.140625,-3.328125,-3.46875,0.140625
216,prolex,did understand what was being talked about and they maintained it in their mind. but people,did understand what was being spoken about and they maintained it in their mind. but people,did understand what was being , about and they maintained it in their mind. but people,talked,spoken,-4.46875,-5.34375,4.46875,5.34375,0.875,[10062],[13452],"[""Ġtalked""]","[""Ġspoken""]",1,1,4.21875,4.375,67.5,70.0,16,16,0.15625,-4.21875,-4.375,0.15625
218,prolex,"As we know, Bill Gates who is the founder of the company Microsoft established the AIDS foundation to spend enormous money on the AIDS patients and support them to get a better life throughappropriate treatment.","As we know, Bill Gates who is the founder of the company Microsoft established the AIDS foundation to spend enormous money on the AIDS victims and support them to get a better life throughappropriate treatment.","As we know, Bill Gates who is the founder of the company Microsoft established the AIDS foundation to spend enormous money on the AIDS ", and support them to get a better life throughappropriate treatment.,patients,victims,-2.34375,-3.59375,2.34375,3.59375,1.25,[1363],[10349],"[""Ġpatients""]","[""Ġvictims""]",1,1,3.375,3.40625,125.0,126.0,37,37,0.03125,-3.375,-3.40625,0.03125
221,prolex,"My father always told me that I have to find my interests, and become very skilled in that field.","My father always told me that I have to find my interests, and become very competent in that field.","My father always told me that I have to find my interests, and become very ", in that field.,skilled,competent,-5.0,-6.375,5.0,6.375,1.375,[18024],[20566],"[""Ġskilled""]","[""Ġcompetent""]",1,1,2.8125,2.828125,56.25,56.5,20,20,0.015625,-2.8125,-2.828125,0.015625
222,prolex,"My father always told me that I have to find my interests, and become very skilled in that field.","My father always told me that I have to find my interests, and become very talented in that field.","My father always told me that I have to find my interests, and become very ", in that field.,skilled,talented,-5.0,-6.375,5.0,6.375,1.375,[18024],[21220],"[""Ġskilled""]","[""Ġtalented""]",1,1,2.8125,2.84375,56.25,56.75,20,20,0.03125,-2.8125,-2.84375,0.03125
223,prolex,It depends on the people maintaining the relations and the love given to the future generations.,It depends on the people maintaining the connections and the love given to the future generations.,It depends on the people maintaining the , and the love given to the future generations.,relations,connections,-10.25,-8.5625,10.25,8.5625,-1.6875,[2493],[10291],"[""Ġrelations""]","[""Ġconnections""]",1,1,4.25,4.3125,68.0,69.0,16,16,0.0625,-4.25,-4.3125,0.0625
224,prolex,It depends on the people maintaining the relations and the love given to the future generations.,It depends on the people maintaining the relationships and the love given to the future generations.,It depends on the people maintaining the , and the love given to the future generations.,relations,relationships,-10.25,-7.78125,10.25,7.78125,-2.46875,[2493],[7688],"[""Ġrelations""]","[""Ġrelationships""]",1,1,4.25,4.0625,68.0,65.0,16,16,-0.1875,-4.25,-4.0625,-0.1875
225,prolex,It depends on the people maintaining the relations and the love given to the future generations.,It depends on the people maintaining the ties and the love given to the future generations.,It depends on the people maintaining the , and the love given to the future generations.,relations,ties,-10.25,-10.9375,10.25,10.9375,0.6875,[2493],[16027],"[""Ġrelations""]","[""Ġties""]",1,1,4.25,4.34375,68.0,69.5,16,16,0.09375,-4.25,-4.34375,0.09375
226,prolex,It depends on the people maintaining the relations and the love given to the future generations.,It depends on the people maintaining the bonds and the love given to the future generations.,It depends on the people maintaining the , and the love given to the future generations.,relations,bonds,-10.25,-9.875,10.25,9.875,-0.375,[2493],[13403],"[""Ġrelations""]","[""Ġbonds""]",1,1,4.25,4.21875,68.0,67.5,16,16,-0.03125,-4.25,-4.21875,-0.03125
227,prolex,It is always good to know many academic subjects but at the same time to be based on what you like to do.,It is always good to know many academic subjects but at the same time to be focused on what you like to do.,It is always good to know many academic subjects but at the same time to be , on what you like to do.,based,focused,-9.1875,-5.0,9.1875,5.0,-4.1875,[1754],[7106],"[""Ġbased""]","[""Ġfocused""]",1,1,3.09375,2.875,71.0,66.0,23,23,-0.21875,-3.09375,-2.875,-0.21875
228,prolex,It is always good to know many academic subjects but at the same time to be based on what you like to do.,It is always good to know many academic subjects but at the same time to be centered on what you like to do.,It is always good to know many academic subjects but at the same time to be , on what you like to do.,based,centered,-9.1875,-10.1875,9.1875,10.1875,1.0,[1754],[18932],"[""Ġbased""]","[""Ġcentered""]",1,1,3.09375,3.09375,71.0,71.0,23,23,0.0,-3.09375,-3.09375,0.0
229,prolex,"as they do not limit how much time you can play video games a day, your eyes will burn some day.","as they do not limit how much time you can play video games a day, your eyes will ache some day.","as they do not limit how much time you can play video games a day, your eyes will ", some day.,burn,ache,-5.90625,-6.78125,5.90625,6.78125,0.875,[5451],[49652],"[""Ġburn""]","[""Ġache""]",1,1,3.6875,3.6875,81.0,81.0,22,22,0.0,-3.6875,-3.6875,0.0
230,prolex,"as they do not limit how much time you can play video games a day, your eyes will burn some day.","as they do not limit how much time you can play video games a day, your eyes will strain some day.","as they do not limit how much time you can play video games a day, your eyes will ", some day.,burn,strain,-5.90625,-6.15625,5.90625,6.15625,0.25,[5451],[7372],"[""Ġburn""]","[""Ġstrain""]",1,1,3.6875,3.75,81.0,82.5,22,22,0.0625,-3.6875,-3.75,0.0625
231,prolex,"as they do not limit how much time you can play video games a day, your eyes will burn some day.","as they do not limit how much time you can play video games a day, your eyes will suffer some day.","as they do not limit how much time you can play video games a day, your eyes will ", some day.,burn,suffer,-5.90625,-4.34375,5.90625,4.34375,-1.5625,[5451],[11089],"[""Ġburn""]","[""Ġsuffer""]",1,1,3.6875,3.59375,81.0,79.0,22,22,-0.09375,-3.6875,-3.59375,-0.09375
232,prolex,"as they do not limit how much time you can play video games a day, your eyes will burn some day.","as they do not limit how much time you can play video games a day, your eyes will tire some day.","as they do not limit how much time you can play video games a day, your eyes will ", some day.,burn,tire,-5.90625,-5.03125,5.90625,5.03125,-0.875,[5451],[20052],"[""Ġburn""]","[""Ġtire""]",1,1,3.6875,3.609375,81.0,79.5,22,22,-0.078125,-3.6875,-3.609375,-0.078125
233,prolex,"as they do not limit how much time you can play video games a day, your eyes will burn some day.","as they do not limit how much time you can play video games a day, your eyes will fatigue some day.","as they do not limit how much time you can play video games a day, your eyes will ", some day.,burn,fatigue,-5.90625,-6.15625,5.90625,6.15625,0.25,[5451],[18693],"[""Ġburn""]","[""Ġfatigue""]",1,1,3.6875,3.6875,81.0,81.0,22,22,0.0,-3.6875,-3.6875,0.0
234,prolex,These examples demonstrated that a person can be successful if they decide to try new things and take all the necessary risks in order to fulfill their dreams and their goals.,These examples demonstrated that a person can be successful if they decide to try new things and take all the necessary risks in order to achieve their dreams and their goals.,These examples demonstrated that a person can be successful if they decide to try new things and take all the necessary risks in order to , their dreams and their goals.,fulfill,achieve,-5.5625,-1.3125,5.5625,1.3125,-4.25,[19145],[5115],"[""Ġfulfill""]","[""Ġachieve""]",1,1,2.71875,2.625,84.5,81.5,31,31,-0.09375,-2.71875,-2.625,-0.09375
235,prolex,These examples demonstrated that a person can be successful if they decide to try new things and take all the necessary risks in order to fulfill their dreams and their goals.,These examples demonstrated that a person can be successful if they decide to try new things and take all the necessary risks in order to accomplish their dreams and their goals.,These examples demonstrated that a person can be successful if they decide to try new things and take all the necessary risks in order to , their dreams and their goals.,fulfill,accomplish,-5.5625,-3.4375,5.5625,3.4375,-2.125,[19145],[14294],"[""Ġfulfill""]","[""Ġaccomplish""]",1,1,2.71875,2.6875,84.5,83.5,31,31,-0.03125,-2.71875,-2.6875,-0.03125
236,prolex,These examples demonstrated that a person can be successful if they decide to try new things and take all the necessary risks in order to fulfill their dreams and their goals.,These examples demonstrated that a person can be successful if they decide to try new things and take all the necessary risks in order to realize their dreams and their goals.,These examples demonstrated that a person can be successful if they decide to try new things and take all the necessary risks in order to , their dreams and their goals.,fulfill,realize,-5.5625,-4.4375,5.5625,4.4375,-1.125,[19145],[8968],"[""Ġfulfill""]","[""Ġrealize""]",1,1,2.71875,2.671875,84.5,83.0,31,31,-0.046875,-2.71875,-2.671875,-0.046875
237,prolex,These examples demonstrated that a person can be successful if they decide to try new things and take all the necessary risks in order to fulfill their dreams and their goals.,These examples demonstrated that a person can be successful if they decide to try new things and take all the necessary risks in order to attain their dreams and their goals.,These examples demonstrated that a person can be successful if they decide to try new things and take all the necessary risks in order to , their dreams and their goals.,fulfill,attain,-5.5625,-5.1875,5.5625,5.1875,-0.375,[19145],[20685],"[""Ġfulfill""]","[""Ġattain""]",1,1,2.703125,2.78125,84.0,86.0,31,31,0.078125,-2.703125,-2.78125,0.078125
239,prolex,Any products in this world must meet the ISO (International Standard Organisation) standards in their value and quality.,Any products in this world must meet the ISO (International Standard Organisation) criteria in their value and quality.,Any products in this world must meet the ISO (International Standard Organisation) , in their value and quality.,standards,criteria,-1.765625,-4.03125,1.765625,4.03125,2.265625,[7465],[6866],"[""Ġstandards""]","[""Ġcriteria""]",1,1,3.5,3.625,70.0,72.5,20,20,0.125,-3.5,-3.625,0.125
240,prolex,Any products in this world must meet the ISO (International Standard Organisation) standards in their value and quality.,Any products in this world must meet the ISO (International Standard Organisation) benchmarks in their value and quality.,Any products in this world must meet the ISO (International Standard Organisation) , in their value and quality.,standards,benchmarks,-1.765625,-9.125,1.765625,9.125,7.359375,[7465],[49602],"[""Ġstandards""]","[""Ġbenchmarks""]",1,1,3.5,3.796875,70.0,76.0,20,20,0.296875,-3.5,-3.796875,0.296875
241,prolex,Any products in this world must meet the ISO (International Standard Organisation) standards in their value and quality.,Any products in this world must meet the ISO (International Standard Organisation) specifications in their value and quality.,Any products in this world must meet the ISO (International Standard Organisation) , in their value and quality.,standards,specifications,-1.765625,-3.390625,1.765625,3.390625,1.625,[7465],[23944],"[""Ġstandards""]","[""Ġspecifications""]",1,1,3.5,3.59375,70.0,72.0,20,20,0.09375,-3.5,-3.59375,0.09375
242,prolex,Any products in this world must meet the ISO (International Standard Organisation) standards in their value and quality.,Any products in this world must meet the ISO (International Standard Organisation) measures in their value and quality.,Any products in this world must meet the ISO (International Standard Organisation) , in their value and quality.,standards,measures,-1.765625,-10.25,1.765625,10.25,8.484375,[7465],[5593],"[""Ġstandards""]","[""Ġmeasures""]",1,1,3.5,3.921875,70.0,78.5,20,20,0.421875,-3.5,-3.921875,0.421875
243,prolex,now a days the publisity is the best way to promote a product and if you want to sell a product you should bring some information sothat the people who are seeing the advertisements make sure that the product is very good and in the future this person could buy it.,now a days the publisity is the best way to promote a product and if you want to sell a product you should bring some information sothat the people who are seeing the advertisements make certain that the product is very good and in the future this person could buy it.,now a days the publisity is the best way to promote a product and if you want to sell a product you should bring some information sothat the people who are seeing the advertisements make , that the product is very good and in the future this person could buy it.,sure,certain,-3.0,-7.3125,3.0,7.3125,4.3125,[2119],[2176],"[""Ġsure""]","[""Ġcertain""]",1,1,3.078125,3.15625,169.0,174.0,55,55,0.078125,-3.078125,-3.15625,0.078125
244,prolex,The young people or the older people can enjoy life around their likes.,The young people or the older people can enjoy life around their preferences.,The young people or the older people can enjoy life around their ,.,likes,preferences,-8.5625,-9.0625,8.5625,9.0625,0.5,[13052],[17971],"[""Ġlikes""]","[""Ġpreferences""]",1,1,4.625,4.625,60.25,60.25,13,13,0.0,-4.625,-4.625,0.0
245,prolex,The young people or the older people can enjoy life around their likes.,The young people or the older people can enjoy life around their interests.,The young people or the older people can enjoy life around their ,.,likes,interests,-8.5625,-5.625,8.5625,5.625,-2.9375,[13052],[6284],"[""Ġlikes""]","[""Ġinterests""]",1,1,4.625,4.375,60.25,57.0,13,13,-0.25,-4.625,-4.375,-0.25
246,prolex,The young people or the older people can enjoy life around their likes.,The young people or the older people can enjoy life around their tastes.,The young people or the older people can enjoy life around their ,.,likes,tastes,-8.5625,-8.875,8.5625,8.875,0.3125,[13052],[27491],"[""Ġlikes""]","[""Ġtastes""]",1,1,4.625,4.625,60.25,60.25,13,13,0.0,-4.625,-4.625,0.0
253,prolex,"The second way is if they use a graph, it might be enlarged.","The second way is if they use a graph, it might be expanded.","The second way is if they use a graph, it might be ",.,enlarged,expanded,-12.6875,-10.9375,12.6875,10.9375,-1.75,[28148],[11848],"[""Ġenlarged""]","[""Ġexpanded""]",1,1,4.53125,4.4375,63.25,62.0,14,14,-0.09375,-4.53125,-4.4375,-0.09375
255,prolex,And the other time i bought shoes from one shop by seeing an advertise ment on the TV .,And the other time i bought shoes from one shop by viewing an advertise ment on the TV .,And the other time i bought shoes from one shop by , an advertise ment on the TV .,seeing,viewing,-5.59375,-8.8125,5.59375,8.8125,3.21875,[6523],[14657],"[""Ġseeing""]","[""Ġviewing""]",1,1,4.96875,5.3125,89.5,95.5,18,18,0.34375,-4.96875,-5.3125,0.34375
256,prolex,And the other time i bought shoes from one shop by seeing an advertise ment on the TV .,And the other time i bought shoes from one shop by watching an advertise ment on the TV .,And the other time i bought shoes from one shop by , an advertise ment on the TV .,seeing,watching,-5.59375,-6.09375,5.59375,6.09375,0.5,[6523],[7487],"[""Ġseeing""]","[""Ġwatching""]",1,1,4.96875,4.96875,89.5,89.5,18,18,0.0,-4.96875,-4.96875,0.0
257,prolex,"On the other hand, as I am a young man, I have many expectations from life and if I don't obtain any of them, I will easily hate life and I will be depressed.","On the other hand, as I am a young man, I have many aspirations from life and if I don't obtain any of them, I will easily hate life and I will be depressed.","On the other hand, as I am a young man, I have many "," from life and if I don't obtain any of them, I will easily hate life and I will be depressed.",expectations,aspirations,-6.71875,-6.84375,6.71875,6.84375,0.125,[12656],[40659],"[""Ġexpectations""]","[""Ġaspirations""]",1,1,2.453125,2.640625,93.5,100.5,38,38,0.1875,-2.453125,-2.640625,0.1875
258,prolex,"On the other hand, as I am a young man, I have many expectations from life and if I don't obtain any of them, I will easily hate life and I will be depressed.","On the other hand, as I am a young man, I have many hopes from life and if I don't obtain any of them, I will easily hate life and I will be depressed.","On the other hand, as I am a young man, I have many "," from life and if I don't obtain any of them, I will easily hate life and I will be depressed.",expectations,hopes,-6.71875,-5.28125,6.71875,5.28125,-1.4375,[12656],[13079],"[""Ġexpectations""]","[""Ġhopes""]",1,1,2.453125,2.625,93.5,99.5,38,38,0.171875,-2.453125,-2.625,0.171875
259,prolex,"On the other hand, as I am a young man, I have many expectations from life and if I don't obtain any of them, I will easily hate life and I will be depressed.","On the other hand, as I am a young man, I have many dreams from life and if I don't obtain any of them, I will easily hate life and I will be depressed.","On the other hand, as I am a young man, I have many "," from life and if I don't obtain any of them, I will easily hate life and I will be depressed.",expectations,dreams,-6.71875,-4.34375,6.71875,4.34375,-2.375,[12656],[13702],"[""Ġexpectations""]","[""Ġdreams""]",1,1,2.453125,2.671875,93.5,101.5,38,38,0.21875,-2.453125,-2.671875,0.21875
260,prolex,"On the other hand, as I am a young man, I have many expectations from life and if I don't obtain any of them, I will easily hate life and I will be depressed.","On the other hand, as I am a young man, I have many ambitions from life and if I don't obtain any of them, I will easily hate life and I will be depressed.","On the other hand, as I am a young man, I have many "," from life and if I don't obtain any of them, I will easily hate life and I will be depressed.",expectations,ambitions,-6.71875,-5.46875,6.71875,5.46875,-1.25,[12656],[37321],"[""Ġexpectations""]","[""Ġambitions""]",1,1,2.453125,2.625,93.5,100.0,38,38,0.171875,-2.453125,-2.625,0.171875
261,prolex,"On the other hand, as I am a young man, I have many expectations from life and if I don't obtain any of them, I will easily hate life and I will be depressed.","On the other hand, as I am a young man, I have many goals from life and if I don't obtain any of them, I will easily hate life and I will be depressed.","On the other hand, as I am a young man, I have many "," from life and if I don't obtain any of them, I will easily hate life and I will be depressed.",expectations,goals,-6.71875,-5.34375,6.71875,5.34375,-1.375,[12656],[7342],"[""Ġexpectations""]","[""Ġgoals""]",1,1,2.453125,2.625,93.5,99.5,38,38,0.171875,-2.453125,-2.625,0.171875
262,prolex,"For some people it is very difficult to keep in mind even a telephone number, so I think that the cost of learning may vary from one individual to another.","For some people it is very difficult to keep in mind even a telephone number, so I think that the cost of studying may vary from one individual to another.","For some people it is very difficult to keep in mind even a telephone number, so I think that the cost of ", may vary from one individual to another.,learning,studying,-5.46875,-7.90625,5.46875,7.90625,2.4375,[4715],[12392],"[""Ġlearning""]","[""Ġstudying""]",1,1,2.9375,3.046875,91.0,94.5,31,31,0.109375,-2.9375,-3.046875,0.109375
263,prolex,"For some people it is very difficult to keep in mind even a telephone number, so I think that the cost of learning may vary from one individual to another.","For some people it is very difficult to keep in mind even a telephone number, so I think that the cost of education may vary from one individual to another.","For some people it is very difficult to keep in mind even a telephone number, so I think that the cost of ", may vary from one individual to another.,learning,education,-5.46875,-5.46875,5.46875,5.46875,0.0,[4715],[4730],"[""Ġlearning""]","[""Ġeducation""]",1,1,2.9375,2.9375,91.0,91.0,31,31,0.0,-2.9375,-2.9375,0.0
264,prolex,"For some people it is very difficult to keep in mind even a telephone number, so I think that the cost of learning may vary from one individual to another.","For some people it is very difficult to keep in mind even a telephone number, so I think that the cost of schooling may vary from one individual to another.","For some people it is very difficult to keep in mind even a telephone number, so I think that the cost of ", may vary from one individual to another.,learning,schooling,-5.46875,-9.25,5.46875,9.25,3.78125,[4715],[46772],"[""Ġlearning""]","[""Ġschooling""]",1,1,2.9375,3.09375,91.0,96.0,31,31,0.15625,-2.9375,-3.09375,0.15625
265,prolex,"For some people it is very difficult to keep in mind even a telephone number, so I think that the cost of learning may vary from one individual to another.","For some people it is very difficult to keep in mind even a telephone number, so I think that the cost of training may vary from one individual to another.","For some people it is very difficult to keep in mind even a telephone number, so I think that the cost of ", may vary from one individual to another.,learning,training,-5.46875,-5.59375,5.46875,5.59375,0.125,[4715],[3733],"[""Ġlearning""]","[""Ġtraining""]",1,1,2.9375,2.953125,91.0,91.5,31,31,0.015625,-2.9375,-2.953125,0.015625
271,prolex,"Second, new technologies develop to substitute cars, such  as monorails, private air crafts, and these equipments will be practical immediately.","Second, new technologies develop to substitute cars, such  as monorails, private air crafts, and these equipments will be feasible immediately.","Second, new technologies develop to substitute cars, such  as monorails, private air crafts, and these equipments will be ", immediately.,practical,feasible,-8.4375,-8.625,8.4375,8.625,0.1875,[8542],[17887],"[""Ġpractical""]","[""Ġfeasible""]",1,1,4.59375,4.59375,129.0,129.0,28,28,0.0,-4.59375,-4.59375,0.0
272,prolex,"Second, new technologies develop to substitute cars, such  as monorails, private air crafts, and these equipments will be practical immediately.","Second, new technologies develop to substitute cars, such  as monorails, private air crafts, and these equipments will be usable immediately.","Second, new technologies develop to substitute cars, such  as monorails, private air crafts, and these equipments will be ", immediately.,practical,usable,-8.4375,-7.25,8.4375,7.25,-1.1875,[8542],[31998],"[""Ġpractical""]","[""Ġusable""]",1,1,4.59375,4.53125,129.0,127.0,28,28,-0.0625,-4.59375,-4.53125,-0.0625
273,prolex,"In our lives, risks not only mean danger, but also means award, just like one person said before, how much you pay, how much you get.","In our lives, risks not only mean danger, but also means reward, just like one person said before, how much you pay, how much you get.","In our lives, risks not only mean danger, but also means ",", just like one person said before, how much you pay, how much you get.",award,reward,-12.75,-4.375,12.75,4.375,-8.375,[5722],[10921],"[""Ġaward""]","[""Ġreward""]",1,1,3.515625,3.234375,109.0,100.5,31,31,-0.28125,-3.515625,-3.234375,-0.28125
275,prolex,"In our lives, risks not only mean danger, but also means award, just like one person said before, how much you pay, how much you get.","In our lives, risks not only mean danger, but also means return, just like one person said before, how much you pay, how much you get.","In our lives, risks not only mean danger, but also means ",", just like one person said before, how much you pay, how much you get.",award,return,-12.75,-9.125,12.75,9.125,-3.625,[5722],[1091],"[""Ġaward""]","[""Ġreturn""]",1,1,3.5,3.40625,108.5,105.5,31,31,-0.09375,-3.5,-3.40625,-0.09375
278,prolex,"In today's life studies are a lot of syllabi which give a variety of ideas to youngsters,but the people who include these syllabi into the academics are forgetting that because young people are unable to do their duty and areruining them.","In today's life studies are a lot of syllabi which give a variety of ideas to youngsters,but the people who include these syllabi into the academics are overlooking that because young people are unable to do their duty and areruining them.","In today's life studies are a lot of syllabi which give a variety of ideas to youngsters,but the people who include these syllabi into the academics are ", that because young people are unable to do their duty and areruining them.,forgetting,overlooking,-5.625,-8.4375,5.625,8.4375,2.8125,[37264],[37159],"[""Ġforgetting""]","[""Ġoverlooking""]",1,1,4.0625,4.125,199.0,202.0,49,49,0.0625,-4.0625,-4.125,0.0625
279,prolex,"In today's life studies are a lot of syllabi which give a variety of ideas to youngsters,but the people who include these syllabi into the academics are forgetting that because young people are unable to do their duty and areruining them.","In today's life studies are a lot of syllabi which give a variety of ideas to youngsters,but the people who include these syllabi into the academics are ignoring that because young people are unable to do their duty and areruining them.","In today's life studies are a lot of syllabi which give a variety of ideas to youngsters,but the people who include these syllabi into the academics are ", that because young people are unable to do their duty and areruining them.,forgetting,ignoring,-5.625,-6.4375,5.625,6.4375,0.8125,[37264],[23111],"[""Ġforgetting""]","[""Ġignoring""]",1,1,4.0625,4.03125,199.0,198.0,49,49,-0.03125,-4.0625,-4.03125,-0.03125
281,prolex,They just want to convince you and persuade you to buy it.,They just want to persuade you and persuade you to buy it.,They just want to , you and persuade you to buy it.,convince,persuade,-8.25,-10.375,8.25,10.375,2.125,[18578],[29720],"[""Ġconvince""]","[""Ġpersuade""]",1,1,3.046875,3.0625,36.5,36.75,12,12,0.015625,-3.046875,-3.0625,0.015625
282,prolex,They just want to convince you and persuade you to buy it.,They just want to sway you and persuade you to buy it.,They just want to , you and persuade you to buy it.,convince,sway,-8.25,-10.625,8.25,10.625,2.375,[18578],[26740],"[""Ġconvince""]","[""Ġsway""]",1,1,3.046875,3.1875,36.5,38.25,12,12,0.140625,-3.046875,-3.1875,0.140625
283,prolex,They just want to convince you and persuade you to buy it.,They just want to influence you and persuade you to buy it.,They just want to , you and persuade you to buy it.,convince,influence,-8.25,-9.875,8.25,9.875,1.625,[18578],[4833],"[""Ġconvince""]","[""Ġinfluence""]",1,1,3.046875,3.140625,36.5,37.75,12,12,0.09375,-3.046875,-3.140625,0.09375
284,prolex,"For example if a student behaves badly to a friend or a teacher in a cruel way, that student is being punished.","For example if a student behaves badly to a friend or a instructor in a cruel way, that student is being punished.",For example if a student behaves badly to a friend or a ," in a cruel way, that student is being punished.",teacher,instructor,-0.80078125,-8.6875,0.80078125,8.6875,7.88671875,[9732],[30498],"[""Ġteacher""]","[""Ġinstructor""]",1,1,3.046875,3.4375,70.0,79.0,23,23,0.390625,-3.046875,-3.4375,0.390625
285,prolex,"For example if a student behaves badly to a friend or a teacher in a cruel way, that student is being punished.","For example if a student behaves badly to a friend or a professor in a cruel way, that student is being punished.",For example if a student behaves badly to a friend or a ," in a cruel way, that student is being punished.",teacher,professor,-0.80078125,-4.9375,0.80078125,4.9375,4.13671875,[9732],[11652],"[""Ġteacher""]","[""Ġprofessor""]",1,1,3.046875,3.234375,70.0,74.5,23,23,0.1875,-3.046875,-3.234375,0.1875
286,prolex,With this understanding you are able to transfer the knowledge to other products or to improve the concept for example by building better products.,With this understanding you are able to convey the knowledge to other products or to improve the concept for example by building better products.,With this understanding you are able to , the knowledge to other products or to improve the concept for example by building better products.,transfer,convey,-7.96875,-8.3125,7.96875,8.3125,0.34375,[3700],[12709],"[""Ġtransfer""]","[""Ġconvey""]",1,1,3.609375,3.953125,86.5,95.0,24,24,0.34375,-3.609375,-3.953125,0.34375
287,prolex,With this understanding you are able to transfer the knowledge to other products or to improve the concept for example by building better products.,With this understanding you are able to transmit the knowledge to other products or to improve the concept for example by building better products.,With this understanding you are able to , the knowledge to other products or to improve the concept for example by building better products.,transfer,transmit,-7.96875,-10.125,7.96875,10.125,2.15625,[3700],[13185],"[""Ġtransfer""]","[""Ġtransmit""]",1,1,3.609375,3.890625,86.5,93.5,24,24,0.28125,-3.609375,-3.890625,0.28125
289,prolex,So he became more productive.,So he became more fruitful.,So he became more ,.,productive,fruitful,-6.53125,-10.0,6.53125,10.0,3.46875,[19303],[46001],"[""Ġproductive""]","[""Ġfruitful""]",1,1,4.9375,5.6875,24.625,28.375,5,5,0.75,-4.9375,-5.6875,0.75
290,prolex,So he became more productive.,So he became more prolific.,So he became more ,.,productive,prolific,-6.53125,-7.53125,6.53125,7.53125,1.0,[19303],[46698],"[""Ġproductive""]","[""Ġprolific""]",1,1,4.9375,5.15625,24.625,25.75,5,5,0.21875,-4.9375,-5.15625,0.21875
291,prolex,But studying broad subjects is giving up to gain profound knowledge at the same time.,But studying broad subjects is giving up to gain deep knowledge at the same time.,But studying broad subjects is giving up to gain , knowledge at the same time.,profound,deep,-6.34375,-4.09375,6.34375,4.09375,-2.25,[15585],[3676],"[""Ġprofound""]","[""Ġdeep""]",1,1,4.5,4.375,67.5,65.5,15,15,-0.125,-4.5,-4.375,-0.125
292,prolex,But studying broad subjects is giving up to gain profound knowledge at the same time.,But studying broad subjects is giving up to gain thorough knowledge at the same time.,But studying broad subjects is giving up to gain , knowledge at the same time.,profound,thorough,-6.34375,-8.6875,6.34375,8.6875,2.34375,[15585],[11080],"[""Ġprofound""]","[""Ġthorough""]",1,1,4.5,4.65625,67.5,70.0,15,15,0.15625,-4.5,-4.65625,0.15625
293,prolex,But studying broad subjects is giving up to gain profound knowledge at the same time.,But studying broad subjects is giving up to gain extensive knowledge at the same time.,But studying broad subjects is giving up to gain , knowledge at the same time.,profound,extensive,-6.34375,-7.21875,6.34375,7.21875,0.875,[15585],[9470],"[""Ġprofound""]","[""Ġextensive""]",1,1,4.5,4.53125,67.5,68.0,15,15,0.03125,-4.5,-4.53125,0.03125
294,prolex,But studying broad subjects is giving up to gain profound knowledge at the same time.,But studying broad subjects is giving up to gain comprehensive knowledge at the same time.,But studying broad subjects is giving up to gain , knowledge at the same time.,profound,comprehensive,-6.34375,-7.59375,6.34375,7.59375,1.25,[15585],[11088],"[""Ġprofound""]","[""Ġcomprehensive""]",1,1,4.5,4.5625,67.5,68.5,15,15,0.0625,-4.5,-4.5625,0.0625
