row_idx,dataset,sentence,changed_sentence,prefix,suffix,target,substitute,orig_logp,sub_logp,orig_nll,sub_nll,score,orig_token_ids,sub_token_ids,orig_tokens,sub_tokens,orig_num_tokens,sub_num_tokens,orig_context_mean_nll,sub_context_mean_nll,orig_context_sum_nll,sub_context_sum_nll,orig_context_num_tokens,sub_context_num_tokens,context_score,orig_context_avg_logp,sub_context_avg_logp,context_logp_score
452,swords,"Integra-A Hotel & Restaurant Co. said its planned rights offering to raise about $9 million was declared effective and the company will begin mailing materials to shareholders at the end of this week.  

Under the offer, shareholders will receive one right for each 105 common shares owned.","Integra-A Hotel & Restaurant Co. said its planned rights offering to raise about $9 million was assert effective and the company will begin mailing materials to shareholders at the end of this week.  

Under the offer, shareholders will receive one right for each 105 common shares owned.",Integra-A Hotel & Restaurant Co. said its planned rights offering to raise about $9 million was ," effective and the company will begin mailing materials to shareholders at the end of this week.  

Under the offer, shareholders will receive one right for each 105 common shares owned.",declared,assert,-7.84375,-21.25,7.84375,21.25,13.40625,[8884],[4138],"[""Ġdeclared""]","[""Ġassert""]",1,1,3.15625,3.65625,180.0,208.0,57,57,0.5,-3.15625,-3.65625,0.5
453,swords,"A spokesman for the Stamford, Conn.based company said operations had a loss of $5.5 million for the quarter; in addition, the loss was magnified by nonrecurring charges totaling $23.5 million and $8.2 million in asset-valuation adjustments that he described as ""unusual."" The charges were partly offset by a $2 million gain on the sale of investments of two joint ventures, he said.  

Revenue declined 8% to $85.7 million, from $93.3 million a year earlier.","A spokesman for the Stamford, Conn.based company said operations had a loss of $5.5 million for the quarter; in addition, the loss was magnified by nonrecurring charges totaling $23.5 million and $8.2 million in asset-valuation adjustments that he described as ""unusual."" The charges were partly offset by a $2 million gain on the sale of investments of two merged ventures, he said.  

Revenue declined 8% to $85.7 million, from $93.3 million a year earlier.","A spokesman for the Stamford, Conn.based company said operations had a loss of $5.5 million for the quarter; in addition, the loss was magnified by nonrecurring charges totaling $23.5 million and $8.2 million in asset-valuation adjustments that he described as ""unusual."" The charges were partly offset by a $2 million gain on the sale of investments of two "," ventures, he said.  

Revenue declined 8% to $85.7 million, from $93.3 million a year earlier.",joint,merged,-5.375,-10.6875,5.375,10.6875,5.3125,[6036],[21884],"[""Ġjoint""]","[""Ġmerged""]",1,1,2.375,2.484375,276.0,288.0,116,116,0.109375,-2.375,-2.484375,0.109375
454,swords,"""Has she said as much about me?"" 
                 ""She thinks you are a genius. Do come in.""","""Has she said as much about me?"" 
                 ""She reason you are a genius. Do come in.""","""Has she said as much about me?"" 
                 ""She "," you are a genius. Do come in.""",thinks,reason,-5.1875,-14.8125,5.1875,14.8125,9.625,[11121],[1921],"[""Ġthinks""]","[""Ġreason""]",1,1,4.1875,4.90625,92.0,108.0,22,22,0.71875,-4.1875,-4.90625,0.71875
455,swords,"10 as the deadline for the receipt of any competing bids. DD Acquisition said the extension is to allow this process to be completed. Dunkin' is based in Randolph, Mass.","10 as the deadline for the receipt of any competing bids. DD Acquisition said the extension is to allow this case to be completed. Dunkin' is based in Randolph, Mass.",10 as the deadline for the receipt of any competing bids. DD Acquisition said the extension is to allow this ," to be completed. Dunkin' is based in Randolph, Mass.",process,case,-2.96875,-7.15625,2.96875,7.15625,4.1875,[1232],[1083],"[""Ġprocess""]","[""Ġcase""]",1,1,3.703125,3.859375,137.0,143.0,37,37,0.15625,-3.703125,-3.859375,0.15625
456,swords,"Months earlier, we might have sought a bed, a couch, or a
                    comfortable chair at this point. Instead, I asked, ""Is he handsome?"" 
                 ""You're jealous.""","Months earlier, we might have sought a bed, a couch, or a
                    comfortable chair at this point. However, I asked, ""Is he handsome?"" 
                 ""You're jealous.""","Months earlier, we might have sought a bed, a couch, or a
                    comfortable chair at this point. ",", I asked, ""Is he handsome?"" 
                 ""You're jealous.""",Instead,However,-3.0,-3.75,3.0,3.75,0.75,[7820],[1723],"[""ĠInstead""]","[""ĠHowever""]",1,1,4.03125,4.0625,165.0,167.0,41,41,0.03125,-4.03125,-4.0625,0.03125
457,swords,"Meridian National Corp. said it sold 750,000 shares of its common stock to the McAlpine family interests, for $1 million, or $1.35 a share. The sale represents 10.2% of Meridian's shares outstanding.  

The McAlpine family, which operates a number of multinational companies, including a London-based engineering and construction company, also lent to Meridian National $500,000.","Meridian National Corp. said it sold 750,000 shares of its common stock to the McAlpine family interests, for $1 million, or $1.35 a share. The sale represents 10.2% of Meridian's shares remaining.  

The McAlpine family, which operates a number of multinational companies, including a London-based engineering and construction company, also lent to Meridian National $500,000.","Meridian National Corp. said it sold 750,000 shares of its common stock to the McAlpine family interests, for $1 million, or $1.35 a share. The sale represents 10.2% of Meridian's shares ",".  

The McAlpine family, which operates a number of multinational companies, including a London-based engineering and construction company, also lent to Meridian National $500,000.",outstanding,remaining,-0.09033203125,-8.3125,0.09033203125,8.3125,8.22216796875,[16383],[5780],"[""Ġoutstanding""]","[""Ġremaining""]",1,1,2.515625,2.640625,224.0,235.0,89,89,0.125,-2.515625,-2.640625,0.125
458,swords,"I do not plan to write a book: this narrative must move more quickly. Tasha and
                    I became lovers that evening, after a good dinner of paella at her apartment. I
                    made some small joke afterward, about approving of her firm's business
                    incentives, and she cried.","I do not plan to write a book: this narrative must move more quickly. Tasha and
                    I became lovers that evening, after a tasty dinner of paella at her apartment. I
                    made some small joke afterward, about approving of her firm's business
                    incentives, and she cried.","I do not plan to write a book: this narrative must move more quickly. Tasha and
                    I became lovers that evening, after a "," dinner of paella at her apartment. I
                    made some small joke afterward, about approving of her firm's business
                    incentives, and she cried.",good,tasty,-5.125,-11.125,5.125,11.125,6.0,[1175],[36766],"[""Ġgood""]","[""Ġtasty""]",1,1,4.0625,4.09375,255.0,258.0,63,63,0.03125,-4.0625,-4.09375,0.03125
459,swords,"The publishers in Monterrey command no battalions, but they agreed to express their outrage with editorials in today's editions.
Many will use a common editorial.
A final statement yesterday said: ""While some advances are being made in nations throughout the hemisphere, the state of press freedom in the Americas still must be regarded as grim as long as journalists and their families are subject to the crudest form of censorship: death by assassination.""","The publishers in Monterrey command no battalions, but they agreed to express their outrage with editorials in today's editions.
Many will use a customary editorial.
A final statement yesterday said: ""While some advances are being made in nations throughout the hemisphere, the state of press freedom in the Americas still must be regarded as grim as long as journalists and their families are subject to the crudest form of censorship: death by assassination.""","The publishers in Monterrey command no battalions, but they agreed to express their outrage with editorials in today's editions.
Many will use a "," editorial.
A final statement yesterday said: ""While some advances are being made in nations throughout the hemisphere, the state of press freedom in the Americas still must be regarded as grim as long as journalists and their families are subject to the crudest form of censorship: death by assassination.""",common,customary,-5.21875,-10.3125,5.21875,10.3125,5.09375,[1846],[35629],"[""Ġcommon""]","[""Ġcustomary""]",1,1,3.71875,3.78125,334.0,340.0,90,90,0.0625,-3.71875,-3.78125,0.0625
462,swords,"He added, ""This has nothing to do with Marty Ackerman and it is not designed, particularly, to take the company private.""  

But Mr. Ackerman said the buy-back, and the above-market price paid, prove that Mr. Edelman is running scared.","He added, ""This has nothing to do with Marty Ackerman and it is not designed, particularly, to take the company private.""  

But Mr. Ackerman said the buy-back, and the above-market price paid, verify that Mr. Edelman is running scared.","He added, ""This has nothing to do with Marty Ackerman and it is not designed, particularly, to take the company private.""  

But Mr. Ackerman said the buy-back, and the above-market price paid, ", that Mr. Edelman is running scared.,prove,verify,-7.4375,-11.75,7.4375,11.75,4.3125,[5276],[12654],"[""Ġprove""]","[""Ġverify""]",1,1,3.40625,3.515625,204.0,211.0,60,60,0.109375,-3.40625,-3.515625,0.109375
464,swords,"Integra-A Hotel & Restaurant Co. said its planned rights offering to raise about $9 million was declared effective and the company will begin mailing materials to shareholders at the end of this week.  

Under the offer, shareholders will receive one right for each 105 common shares owned.","Integra-A Hotel & Restaurant Co. said its planned rights offering to raise about $9 million was deem effective and the company will begin mailing materials to shareholders at the end of this week.  

Under the offer, shareholders will receive one right for each 105 common shares owned.",Integra-A Hotel & Restaurant Co. said its planned rights offering to raise about $9 million was ," effective and the company will begin mailing materials to shareholders at the end of this week.  

Under the offer, shareholders will receive one right for each 105 common shares owned.",declared,deem,-7.84375,-15.625,7.84375,15.625,7.78125,[8884],[43413],"[""Ġdeclared""]","[""Ġdeem""]",1,1,3.171875,3.46875,181.0,198.0,57,57,0.296875,-3.171875,-3.46875,0.296875
465,swords,"His silken fur, which would be tawny golden and striped
with jet black bands, was dyed perfectly to a pure black, and his mane trimmed
and thinned as to be indistinguishable from the rest of his coat. His eyes had
been treated and darkened to a rich purple to disguise the brilliant golden
yellow color that would mark him as an Alpha Arrallin, and leader of his hive.
Right now, he looked like an overgrown wolf who'd learned touch-typing.","His silken fur, which would be tawny golden and striped
with jet black bands, was dyed perfectly to a pure black, and his mane trimmed
and thinned as to be indistinguishable from the rest of his coat. His eyes had
been treated and darkened to a rich purple to disguise the radiant golden
yellow color that would mark him as an Alpha Arrallin, and leader of his hive.
Right now, he looked like an overgrown wolf who'd learned touch-typing.","His silken fur, which would be tawny golden and striped
with jet black bands, was dyed perfectly to a pure black, and his mane trimmed
and thinned as to be indistinguishable from the rest of his coat. His eyes had
been treated and darkened to a rich purple to disguise the "," golden
yellow color that would mark him as an Alpha Arrallin, and leader of his hive.
Right now, he looked like an overgrown wolf who'd learned touch-typing.",brilliant,radiant,-7.1875,-10.25,7.1875,10.25,3.0625,[15925],[50223],"[""Ġbrilliant""]","[""Ġradiant""]",1,1,3.515625,3.546875,376.0,380.0,107,107,0.03125,-3.515625,-3.546875,0.03125
466,swords,"DD Acquisition has launched a suit in a Delaware court seeking the withdrawal of Dunkin's poison pill rights and employee stock ownership plans, which it claims were put in place to deter bidders.  

DD Acquisition said 2.2 million shares, or about 38.","DD Acquisition has launched a suit in a Delaware court seeking the withdrawal of Dunkin's poison pill rights and employee stock ownership plans, which it claims were put in place to deter bidders.  

DD Acquisition disclose 2.2 million shares, or about 38.","DD Acquisition has launched a suit in a Delaware court seeking the withdrawal of Dunkin's poison pill rights and employee stock ownership plans, which it claims were put in place to deter bidders.  

DD Acquisition "," 2.2 million shares, or about 38.",said,disclose,-3.65625,-14.6875,3.65625,14.6875,11.03125,[753],[17611],"[""Ġsaid""]","[""Ġdisclose""]",1,1,3.328125,3.515625,190.0,200.0,57,57,0.1875,-3.328125,-3.515625,0.1875
467,swords,"5% of the shares outstanding, have been tendered under its offer. The partners said they already hold 15% of all shares outstanding.  

Dunkin' has set Nov.","5% of the shares outstanding, have been tendered under its offer. The partners said they currently hold 15% of all shares outstanding.  

Dunkin' has set Nov.","5% of the shares outstanding, have been tendered under its offer. The partners said they "," hold 15% of all shares outstanding.  

Dunkin' has set Nov.",already,currently,-7.3125,-6.9375,7.3125,6.9375,-0.375,[2168],[4390],"[""Ġalready""]","[""Ġcurrently""]",1,1,3.390625,3.390625,129.0,129.0,38,38,0.0,-3.390625,-3.390625,0.0
470,swords,"Later, another high-ranking trafficker, Leonidas Vargas, was arrested and 1,000 pounds of dynamite seized.
Mr. Barco has refused U.S. troops or advisers but has accepted U.S. military aid.

President Bush has agreed to meet within 90 days with Mr. Barco, President Alan Garcia of Peru and President Jaime Paz Zamora of Bolivia to discuss the drug problem.","Later, another high-ranking trafficker, Leonidas Vargas, was arrested and 1,000 pounds of dynamite seized.
Mr. Barco has refused U.S. troops or advisers but has approve U.S. military aid.

President Bush has agreed to meet within 90 days with Mr. Barco, President Alan Garcia of Peru and President Jaime Paz Zamora of Bolivia to discuss the drug problem.","Later, another high-ranking trafficker, Leonidas Vargas, was arrested and 1,000 pounds of dynamite seized.
Mr. Barco has refused U.S. troops or advisers but has "," U.S. military aid.

President Bush has agreed to meet within 90 days with Mr. Barco, President Alan Garcia of Peru and President Jaime Paz Zamora of Bolivia to discuss the drug problem.",accepted,approve,-4.34375,-15.9375,4.34375,15.9375,11.59375,[7607],[23255],"[""Ġaccepted""]","[""Ġapprove""]",1,1,2.71875,2.859375,242.0,255.0,89,89,0.140625,-2.71875,-2.859375,0.140625
472,swords,"In fiscal 1989, Elco earned $7.8 million, or $1.65 a share. The company's stock fell $1.125 to $13.625 in over-the-counter trading yesterday.","In fiscal 1989, Elco earned $7.8 million, or $1.65 a share. The company's stock slip $1.125 to $13.625 in over-the-counter trading yesterday.","In fiscal 1989, Elco earned $7.8 million, or $1.65 a share. The company's stock ", $1.125 to $13.625 in over-the-counter trading yesterday.,fell,slip,-3.21875,-12.125,3.21875,12.125,8.90625,[6497],[15813],"[""Ġfell""]","[""Ġslip""]",1,1,2.359375,2.65625,101.5,114.0,43,43,0.296875,-2.359375,-2.65625,0.296875
475,swords,"My mindsmith is not
                    so understanding. She says I am emotionally a child, to which I reply, ""Of
                    course. Why else would I come to you?""","My mindsmith is not
                    so understanding. She tell I am emotionally a child, to which I reply, ""Of
                    course. Why else would I come to you?""","My mindsmith is not
                    so understanding. She "," I am emotionally a child, to which I reply, ""Of
                    course. Why else would I come to you?""",says,tell,-3.546875,-10.25,3.546875,10.25,6.703125,[2296],[2028],"[""Ġsays""]","[""Ġtell""]",1,1,3.578125,4.03125,129.0,145.0,36,36,0.453125,-3.578125,-4.03125,0.453125
476,swords,"His silken fur, which would be tawny golden and striped
with jet black bands, was dyed perfectly to a pure black, and his mane trimmed
and thinned as to be indistinguishable from the rest of his coat. His eyes had
been treated and darkened to a rich purple to disguise the brilliant golden
yellow color that would mark him as an Alpha Arrallin, and leader of his hive.
Right now, he looked like an overgrown wolf who'd learned touch-typing.","His silken fur, which would be tawny golden and striped
with jet black bands, was dyed perfectly to a pure black, and his mane trimmed
and thinned as to be indistinguishable from the rest of his coat. His eyes had
been treated and darkened to a rich purple to disguise the shiny golden
yellow color that would mark him as an Alpha Arrallin, and leader of his hive.
Right now, he looked like an overgrown wolf who'd learned touch-typing.","His silken fur, which would be tawny golden and striped
with jet black bands, was dyed perfectly to a pure black, and his mane trimmed
and thinned as to be indistinguishable from the rest of his coat. His eyes had
been treated and darkened to a rich purple to disguise the "," golden
yellow color that would mark him as an Alpha Arrallin, and leader of his hive.
Right now, he looked like an overgrown wolf who'd learned touch-typing.",brilliant,shiny,-7.1875,-8.8125,7.1875,8.8125,1.625,[15925],[30006],"[""Ġbrilliant""]","[""Ġshiny""]",1,1,3.515625,3.546875,376.0,380.0,107,107,0.03125,-3.515625,-3.546875,0.03125
477,swords,"The spokesman said it is the first early retirement plan offered under its two-year cost-control strategy. Earlier staff-reduction moves have trimmed about 300 jobs, the spokesman said.","The spokesman said it is the first early retirement plan offered under its two-year cost-control strategy. Earlier personnel-reduction moves have trimmed about 300 jobs, the spokesman said.",The spokesman said it is the first early retirement plan offered under its two-year cost-control strategy. Earlier ,"-reduction moves have trimmed about 300 jobs, the spokesman said.",staff,personnel,-10.375,-11.75,10.375,11.75,1.375,[4750],[11570],"[""Ġstaff""]","[""Ġpersonnel""]",1,1,3.828125,3.859375,134.0,135.0,35,35,0.03125,-3.828125,-3.859375,0.03125
478,swords,"I
                    have been re-reading all our favorite books -- 
                 But neither of us care to dwell on such boring subjects, do we? 
                 I want to pick up with Tasha and me walking about The Sleeping Flamingo, and
                    then, for the sake of literary convenience, to say that from a corner of the
                    yard I saw a neighboring house, and the sight filled me with darkest
                    forebodings.","I
                    have been re-reading all our favorite books -- 
                 But neither of us care to dwell on such boring topic, do we? 
                 I want to pick up with Tasha and me walking about The Sleeping Flamingo, and
                    then, for the sake of literary convenience, to say that from a corner of the
                    yard I saw a neighboring house, and the sight filled me with darkest
                    forebodings.","I
                    have been re-reading all our favorite books -- 
                 But neither of us care to dwell on such boring ",", do we? 
                 I want to pick up with Tasha and me walking about The Sleeping Flamingo, and
                    then, for the sake of literary convenience, to say that from a corner of the
                    yard I saw a neighboring house, and the sight filled me with darkest
                    forebodings.",subjects,topic,-3.671875,-7.1875,3.671875,7.1875,3.515625,[5705],[9400],"[""Ġsubjects""]","[""Ġtopic""]",1,1,3.84375,3.90625,358.0,364.0,93,93,0.0625,-3.84375,-3.90625,0.0625
480,swords,"DD Acquisition has launched a suit in a Delaware court seeking the withdrawal of Dunkin's poison pill rights and employee stock ownership plans, which it claims were put in place to deter bidders.  

DD Acquisition said 2.2 million shares, or about 38.","DD Acquisition has launched a suit in a Delaware court seeking the withdrawal of Dunkin's poison pill rights and employee stock ownership plans, which it claims were put in place to deter bidders.  

DD Acquisition claim 2.2 million shares, or about 38.","DD Acquisition has launched a suit in a Delaware court seeking the withdrawal of Dunkin's poison pill rights and employee stock ownership plans, which it claims were put in place to deter bidders.  

DD Acquisition "," 2.2 million shares, or about 38.",said,claim,-3.65625,-8.125,3.65625,8.125,4.46875,[753],[1750],"[""Ġsaid""]","[""Ġclaim""]",1,1,3.328125,3.453125,190.0,197.0,57,57,0.125,-3.328125,-3.453125,0.125
481,swords,"Oy Waertsilae is to contribute 200 million markkaa, most of it as subordinated debt, and take a minority stake in the new company.  

Customers holding contracts for Waertsilae Marine's undelivered ships are expected to subscribe most of the remaining 170 million markkaa in share capital, government officials said.  

Waertsilae Marine's biggest creditor is Miami-based Carnival Cruise Lines Inc. Carnival, which has three ships on order from Waertsilae Marine, presented claims for $1.5 billion damages in the bankruptcy court this week.","Oy Waertsilae is to contribute 200 million markkaa, most of it as subordinated debt, and take a minority stake in the new company.  

Customers holding contracts for Waertsilae Marine's undelivered ships are expected to subscribe most of the remaining 170 million markkaa in share capital, government officials state.  

Waertsilae Marine's biggest creditor is Miami-based Carnival Cruise Lines Inc. Carnival, which has three ships on order from Waertsilae Marine, presented claims for $1.5 billion damages in the bankruptcy court this week.","Oy Waertsilae is to contribute 200 million markkaa, most of it as subordinated debt, and take a minority stake in the new company.  

Customers holding contracts for Waertsilae Marine's undelivered ships are expected to subscribe most of the remaining 170 million markkaa in share capital, government officials ",".  

Waertsilae Marine's biggest creditor is Miami-based Carnival Cruise Lines Inc. Carnival, which has three ships on order from Waertsilae Marine, presented claims for $1.5 billion damages in the bankruptcy court this week.",said,state,-0.431640625,-8.625,0.431640625,8.625,8.193359375,[753],[1375],"[""Ġsaid""]","[""Ġstate""]",1,1,2.96875,3.046875,368.0,378.0,124,124,0.078125,-2.96875,-3.046875,0.078125
482,swords,"""What?"" 
                 ""My guess."" 
                 She batted at my nose like a cat.","""What?"" 
                 ""My estimate."" 
                 She batted at my nose like a cat.","""What?"" 
                 ""My ","."" 
                 She batted at my nose like a cat.",guess,estimate,-5.46875,-9.875,5.46875,9.875,4.40625,[5476],[6642],"[""Ġguess""]","[""Ġestimate""]",1,1,4.03125,4.21875,80.5,84.5,20,20,0.1875,-4.03125,-4.21875,0.1875
484,swords,"(I do
                    not remember any of this well, just now, nor do I care to. Those who are truly
                    curious may look at the last act of ""Captured Moments."") I remember suggesting,
                    with characteristic tact, that she add Emil to her small list of major
                    accomplishments.","(I do
                    not remember any of this well, just now, nor do I care to. Those who are truly
                    curious may look at the closing act of ""Captured Moments."") I remember suggesting,
                    with characteristic tact, that she add Emil to her small list of major
                    accomplishments.","(I do
                    not remember any of this well, just now, nor do I care to. Those who are truly
                    curious may look at the "," act of ""Captured Moments."") I remember suggesting,
                    with characteristic tact, that she add Emil to her small list of major
                    accomplishments.",last,closing,-6.125,-9.6875,6.125,9.6875,3.5625,[1390],[11196],"[""Ġlast""]","[""Ġclosing""]",1,1,3.765625,3.796875,260.0,262.0,69,69,0.03125,-3.765625,-3.796875,0.03125
485,swords,"""I'm sorry."" 
                 "" --who took me to -- What?"" 
                 ""I'm sorry.","""I'm sorry."" 
                 "" --who escort me to -- What?"" 
                 ""I'm sorry.","""I'm sorry."" 
                 "" --who "," me to -- What?"" 
                 ""I'm sorry.",took,escort,-6.6875,-12.5,6.6875,12.5,5.8125,[2335],[33352],"[""Ġtook""]","[""Ġescort""]",1,1,3.984375,4.21875,87.5,93.0,22,22,0.234375,-3.984375,-4.21875,0.234375
486,swords,"Published in Double Feature by Emma Bull and Will Shetterly
                 (NESFA Press, 1994). 
                 This work is hereby released into the Public Domain. To view a copy of the
                    public domain dedication, visit
                    http://creativecommons.org/licenses/publicdomain/ or send a letter to Creative
                    Commons, 559 Nathan Abbott Way, Stanford, California 94305, USA.","Published in Double Feature by Emma Bull and Will Shetterly
                 (NESFA Press, 1994). 
                 This publication is hereby released into the Public Domain. To view a copy of the
                    public domain dedication, visit
                    http://creativecommons.org/licenses/publicdomain/ or send a letter to Creative
                    Commons, 559 Nathan Abbott Way, Stanford, California 94305, USA.","Published in Double Feature by Emma Bull and Will Shetterly
                 (NESFA Press, 1994). 
                 This "," is hereby released into the Public Domain. To view a copy of the
                    public domain dedication, visit
                    http://creativecommons.org/licenses/publicdomain/ or send a letter to Creative
                    Commons, 559 Nathan Abbott Way, Stanford, California 94305, USA.",work,publication,-3.984375,-6.1875,3.984375,6.1875,2.203125,[789],[9311],"[""Ġwork""]","[""Ġpublication""]",1,1,2.34375,2.390625,202.0,205.0,86,86,0.046875,-2.34375,-2.390625,0.046875
489,swords,"""Tell her I love her."" 
                 He studied me, then said, ""I'm sorry things happened this way, Bernardo. I
                    didn't anticipate last night --""","""Tell her I love her."" 
                 He analyze me, then said, ""I'm sorry things happened this way, Bernardo. I
                    didn't anticipate last night --""","""Tell her I love her."" 
                 He "," me, then said, ""I'm sorry things happened this way, Bernardo. I
                    didn't anticipate last night --""",studied,analyze,-9.0,-16.875,9.0,16.875,7.875,[5421],[12106],"[""Ġstudied""]","[""Ġanalyze""]",1,1,3.921875,4.3125,145.0,160.0,37,37,0.390625,-3.921875,-4.3125,0.390625
490,swords,"You'll
                    impoverish yourself."" I only snarled at her and -- 
                 My story leaps ahead of itself.","You'll
                    impoverish yourself."" I just snarled at her and -- 
                 My story leaps ahead of itself.","You'll
                    impoverish yourself."" I "," snarled at her and -- 
                 My story leaps ahead of itself.",only,just,-6.8125,-6.0,6.8125,6.0,-0.8125,[760],[816],"[""Ġonly""]","[""Ġjust""]",1,1,4.84375,4.8125,126.0,125.0,26,26,-0.03125,-4.84375,-4.8125,-0.03125
493,swords,"From the
                    living room, the view of the beach struck me with such intensity that Tasha
                    asked if I felt ill. All I could say was, ""No. I'm in love.""","From the
                    living room, the view of the beach struck me with such intensity that Tasha
                    asked if I felt ill. All I could answer was, ""No. I'm in love.""","From the
                    living room, the view of the beach struck me with such intensity that Tasha
                    asked if I felt ill. All I could "," was, ""No. I'm in love.""",say,answer,-1.953125,-4.96875,1.953125,4.96875,3.015625,[1333],[3662],"[""Ġsay""]","[""Ġanswer""]",1,1,2.921875,3.015625,123.0,126.5,42,42,0.09375,-2.921875,-3.015625,0.09375
494,swords,"In fiscal 1989, Elco earned $7.8 million, or $1.65 a share. The company's stock fell $1.125 to $13.625 in over-the-counter trading yesterday.","In fiscal 1989, Elco earned $7.8 million, or $1.65 a share. The company's stock decrease $1.125 to $13.625 in over-the-counter trading yesterday.","In fiscal 1989, Elco earned $7.8 million, or $1.65 a share. The company's stock ", $1.125 to $13.625 in over-the-counter trading yesterday.,fell,decrease,-3.21875,-14.0,3.21875,14.0,10.78125,[6497],[6379],"[""Ġfell""]","[""Ġdecrease""]",1,1,2.375,2.6875,102.0,115.5,43,43,0.3125,-2.375,-2.6875,0.3125
496,swords,"I nodded. ""I would not have thought it possible."" 
                 She frowned.","I nodded. ""I would not have conceive it possible."" 
                 She frowned.","I nodded. ""I would not have "," it possible."" 
                 She frowned.",thought,conceive,-2.671875,-18.0,2.671875,18.0,15.328125,[1869],[42684],"[""Ġthought""]","[""Ġconceive""]",1,1,3.9375,4.96875,63.0,79.5,16,16,1.03125,-3.9375,-4.96875,1.03125
497,swords,"Ralston Purina Co. reported a 47% decline in fourth-quarter earnings, reflecting restructuring costs as well as a more difficult pet food market.  

The St. Louis company earned $45.2 million, or 65 cents a share, compared with $84.9 million, or $1.24 a share, a year earlier.","Ralston Purina Co. reported a 47% decline in fourth-quarter earnings, demonstrate restructuring costs as well as a more difficult pet food market.  

The St. Louis company earned $45.2 million, or 65 cents a share, compared with $84.9 million, or $1.24 a share, a year earlier.","Ralston Purina Co. reported a 47% decline in fourth-quarter earnings, "," restructuring costs as well as a more difficult pet food market.  

The St. Louis company earned $45.2 million, or 65 cents a share, compared with $84.9 million, or $1.24 a share, a year earlier.",reflecting,demonstrate,-4.625,-18.5,4.625,18.5,13.875,[18964],[7568],"[""Ġreflecting""]","[""Ġdemonstrate""]",1,1,1.96875,2.296875,140.0,163.0,71,71,0.328125,-1.96875,-2.296875,0.328125
498,swords,"Months earlier, we might have sought a bed, a couch, or a
                    comfortable chair at this point. Instead, I asked, ""Is he handsome?"" 
                 ""You're jealous.""","Months earlier, we might have sought a bed, a couch, or a
                    comfortable chair at this point. Alternatively, I asked, ""Is he handsome?"" 
                 ""You're jealous.""","Months earlier, we might have sought a bed, a couch, or a
                    comfortable chair at this point. ",", I asked, ""Is he handsome?"" 
                 ""You're jealous.""",Instead,Alternatively,-3.0,-8.5625,3.0,8.5625,5.5625,[7820],[20564],"[""ĠInstead""]","[""ĠAlternatively""]",1,1,4.0,4.28125,164.0,175.0,41,41,0.28125,-4.0,-4.28125,0.28125
500,swords,"Tasha and I walked through The Sleeping Flamingo together, and I decided
                    to buy it. Then -- 
            
            
                 This is not easy.","Tasha and I walked through The Sleeping Flamingo together, and I decided
                    to buy it. Suddenly -- 
            
            
                 This is not easy.","Tasha and I walked through The Sleeping Flamingo together, and I decided
                    to buy it. "," -- 
            
            
                 This is not easy.",Then,Suddenly,-4.90625,-8.75,4.90625,8.75,3.84375,[2635],[34399],"[""ĠThen""]","[""ĠSuddenly""]",1,1,4.21875,4.34375,148.0,152.0,35,35,0.125,-4.21875,-4.34375,0.125
501,swords,"Valley Federal also added $18 million to realestate loan reserves and eliminated $9.9 million of good will.  

The thrift said that ""after these charges and assuming no dramatic fluctuation in interest rates, the association expects to achieve near record earnings in 1990.""  

Valley Federal is currently being examined by regulators.","Valley Federal also added $18 million to realestate loan reserves and eliminated $9.9 million of good will.  

The thrift said that ""after these charges and expect no dramatic fluctuation in interest rates, the association expects to achieve near record earnings in 1990.""  

Valley Federal is currently being examined by regulators.","Valley Federal also added $18 million to realestate loan reserves and eliminated $9.9 million of good will.  

The thrift said that ""after these charges and "," no dramatic fluctuation in interest rates, the association expects to achieve near record earnings in 1990.""  

Valley Federal is currently being examined by regulators.",assuming,expect,-8.125,-11.8125,8.125,11.8125,3.6875,[7384],[1902],"[""Ġassuming""]","[""Ġexpect""]",1,1,3.671875,3.828125,253.0,264.0,69,69,0.15625,-3.671875,-3.828125,0.15625
502,swords,"""The critics liked it."" 
                 ""I'm glad."" A moment later: ""That's not why I called him 'Emil'.""","""The critics liked it."" 
                 ""I'm pleased."" A moment later: ""That's not why I called him 'Emil'.""","""The critics liked it."" 
                 ""I'm ","."" A moment later: ""That's not why I called him 'Emil'.""",glad,pleased,-2.703125,-5.6875,2.703125,5.6875,2.984375,[9995],[13864],"[""Ġglad""]","[""Ġpleased""]",1,1,3.984375,4.09375,111.5,114.5,28,28,0.109375,-3.984375,-4.09375,0.109375
